36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Divorced, Craft-repair, Own-child, Other, Female,0,0,40, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, France, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Thailand, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
32, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
31, Private, Some-college, Separated, Farming-fishing, Own-child, Other, Male,0,0,35, Iran, <=50K
57, Private, Doctorate, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Taiwan, <=50K
25, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, France, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, Mexico, <=50K
39, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, England, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Iran, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Columbia, <=50K
28, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,80, Cuba, <=50K
46, Private, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Italy, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, Nicaragua, >50K
46, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,45, United-States, <=50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Columbia, <=50K
35, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Haiti, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
47, Private, 11th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,15024,0,40, Trinadad&Tobago, >50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, England, <=50K
32, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, China, <=50K
52, Local-gov, Masters, Divorced, Tech-support, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,54, Portugal, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,35, Honduras, >50K
38, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, El-Salvador, >50K
42, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
42, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,3449,0,40, France, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Jamaica, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,3187,0,40, India, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,2111,0,45, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
25, Private, 12th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
28, Self-emp-inc, 11th, Never-married, Transport-moving, Own-child, Other, Female,0,0,99, Ireland, <=50K
57, Private, Masters, Separated, Farming-fishing, Husband, White, Female,0,0,70, Greece, >50K
22, State-gov, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
37, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Jamaica, >50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Taiwan, >50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
36, Federal-gov, Assoc-voc, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,47, France, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, Hungary, >50K
39, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,34, Dominican-Republic, <=50K
52, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
27, Local-gov, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,1886,80, Taiwan, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,7687,0,40, Peru, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Hong, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
40, Local-gov, Bachelors, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
62, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,42, Mexico, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Husband, White, Female,0,0,45, Greece, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Mexico, >50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3103,0,40, Cambodia, >50K
37, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Trinadad&Tobago, >50K
30, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Cuba, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Japan, >50K
63, State-gov, Assoc-voc, Married-spouse-absent, Exec-managerial, Husband, White, Female,0,0,35, China, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, South, <=50K
45, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,5178,0,50, Vietnam, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Honduras, <=50K
36, Federal-gov, Assoc-voc, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Greece, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,50, Guatemala, >50K
36, Private, Some-college, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
47, Private, 10th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,54, Trinadad&Tobago, <=50K
57, Private, HS-grad, Separated, Other-service, Husband, Black, Male,0,0,40, Ecuador, <=50K
48, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
34, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Thailand, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
46, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
25, Private, Some-college, Never-married, Other-service, Husband, Black, Female,3325,0,50, Iran, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,50, Hungary, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,25, Laos, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, England, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, >50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
52, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, Nicaragua, >50K
29, Private, 11th, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,15, Honduras, <=50K
60, Private, 10th, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,30, England, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Puerto-Rico, <=50K
62, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, >50K
64, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,27, Portugal, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Peru, <=50K
37, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,44, Columbia, >50K
19, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Portugal, <=50K
30, State-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Italy, >50K
61, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,84, Japan, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, Portugal, >50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Columbia, <=50K
45, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
49, Private, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,9897,0,50, Mexico, >50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1855,40, China, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Honduras, <=50K
38, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Peru, >50K
28, Private, 7th-8th, Never-married, Tech-support, Own-child, White, Female,0,0,40, China, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, Canada, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, South, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,48, Hungary, <=50K
38, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Laos, <=50K
68, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,32, Columbia, <=50K
46, Private, Masters, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
74, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1886,20, Trinadad&Tobago, <=50K
30, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, United-States, >50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,38, Taiwan, <=50K
46, State-gov, Masters, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,1913,70, Germany, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,25, Ecuador, >50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Cuba, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,40, Portugal, >50K
43, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, >50K
31, Local-gov, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, England, <=50K
40, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,50, Portugal, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
30, Private, 11th, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,24, Ireland, <=50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
41, Federal-gov, Some-college, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, <=50K
40, Local-gov, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, Honduras, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,3439,0,30, Mexico, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,7687,0,70, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, France, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, France, <=50K
51, State-gov, Prof-school, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Portugal, <=50K
38, Private, Assoc-acdm, Married-spouse-absent, Sales, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Greece, >50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,52, Yugoslavia, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,38, Canada, <=50K
69, Federal-gov, Bachelors, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cambodia, <=50K
47, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Peru, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Honduras, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Iran, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, India, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,3325,0,16, Outlying-US(Guam-USVI-etc), >50K
45, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Dominican-Republic, >50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7298,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, Columbia, >50K
51, Private, 11th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
30, Self-emp-inc, HS-grad, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,5009,0,45, Laos, <=50K
32, Federal-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Wife, Black, Male,0,0,30, Guatemala, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4457,0,50, Columbia, >50K
27, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,54, Scotland, >50K
27, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, >50K
22, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Hong, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
26, State-gov, Assoc-voc, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1900,38, Ecuador, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,25, Taiwan, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
35, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Philippines, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
38, Self-emp-inc, Some-college, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
23, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Guatemala, >50K
37, Local-gov, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Iran, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Cambodia, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, England, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, El-Salvador, <=50K
27, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, South, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,65, Jamaica, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Ecuador, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, South, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, <=50K
48, Private, Masters, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
49, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Jamaica, >50K
22, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,20, Cambodia, >50K
25, Private, Masters, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Columbia, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
61, Local-gov, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, India, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,24, Jamaica, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,35, El-Salvador, >50K
31, Private, 10th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,15, Yugoslavia, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Vietnam, >50K
22, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
57, Private, 9th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,8, Columbia, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Cambodia, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,7687,0,40, Germany, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Haiti, >50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
58, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
24, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,89, Haiti, >50K
46, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Iran, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Dominican-Republic, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
