48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1902,45, Hungary, >50K
56, Private, 10th, Separated, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Poland, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, Poland, <=50K
44, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
44, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
69, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,48, United-States, >50K
58, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, China, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,2413,0,40, China, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, United-States, >50K
50, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,42, Jamaica, <=50K
62, Private, 1st-4th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
56, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,70, United-States, >50K
54, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, El-Salvador, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,2407,0,45, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7520,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,80, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
62, Private, 1st-4th, Married-spouse-absent, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Widowed, Craft-repair, Unmarried, White, Male,0,0,50, England, >50K
47, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,20, Hong, >50K
36, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,36, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,2, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
59, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,35, Yugoslavia, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, India, >50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,71, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,4517,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
63, Self-emp-not-inc, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,25, Mexico, <=50K
37, State-gov, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
64, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Mexico, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, United-States, <=50K
71, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Ireland, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, >50K
38, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Federal-gov, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
28, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
27, Federal-gov, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
55, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
18, State-gov, 1st-4th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
46, Local-gov, Assoc-acdm, Divorced, Protective-serv, Not-in-family, White, Male,0,0,45, Columbia, <=50K
55, Federal-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,50, Haiti, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
29, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,40, United-States, <=50K
57, Local-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,60, United-States, >50K
58, Private, Masters, Divorced, Craft-repair, Husband, Other, Male,0,1902,40, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,4073,0,43, Puerto-Rico, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Italy, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,15, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,1887,32, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Ecuador, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1887,40, United-States, >50K
28, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
58, Local-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, United-States, >50K
62, Private, 10th, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
53, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3214,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Separated, Protective-serv, Not-in-family, White, Female,0,0,20, Hong, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
20, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
34, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,31, India, <=50K
51, Local-gov, Doctorate, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
71, Self-emp-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,2604,0,10, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1662,40, United-States, <=50K
30, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, Japan, <=50K
34, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
58, Private, Some-college, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,30, Peru, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
52, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, El-Salvador, >50K
34, Self-emp-inc, Bachelors, Never-married, Priv-house-serv, Husband, White, Male,3444,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Female,3080,0,45, India, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,45, China, >50K
33, Self-emp-not-inc, Masters, Divorced, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Guatemala, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, England, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
46, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, England, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,14369,0,40, United-States, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,5178,0,65, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,35, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Prof-school, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Taiwan, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
62, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, Japan, >50K
35, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
52, State-gov, Masters, Never-married, Machine-op-inspct, Husband, White, Female,0,1815,50, Ireland, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Thailand, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1565,50, United-States, >50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5135,0,40, United-States, <=50K
56, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
69, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1636,70, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,16, Hungary, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,60, Italy, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Other-relative, Other, Male,0,0,60, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,38, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
28, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,35, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, Nicaragua, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Other-relative, Other, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
54, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Philippines, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Mexico, <=50K
80, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,25, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Japan, <=50K
54, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
81, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,36, Vietnam, <=50K
56, Local-gov, 1st-4th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
38, Private, 12th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Ecuador, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
20, Federal-gov, Bachelors, Never-married, Craft-repair, Other-relative, White, Female,0,0,35, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,35, United-States, >50K
54, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,45, Honduras, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, Philippines, >50K
63, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
17, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Haiti, <=50K
28, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Ecuador, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Taiwan, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
