47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,45, Vietnam, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,52, China, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, Philippines, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, England, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,1115,0,40, Jamaica, <=50K
24, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Cuba, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Other, Female,0,0,14, China, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,50, Honduras, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,35, Canada, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Male,5062,0,40, Canada, >50K
45, Local-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
77, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,10, England, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,45, Trinadad&Tobago, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Columbia, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Honduras, <=50K
46, Private, Assoc-voc, Separated, Prof-specialty, Husband, Other, Male,0,0,40, Philippines, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, <=50K
34, Private, Some-college, Separated, Prof-specialty, Other-relative, White, Female,0,0,60, Philippines, <=50K
29, Private, Assoc-acdm, Divorced, Sales, Unmarried, Other, Male,0,0,40, Honduras, <=50K
56, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1741,40, Haiti, <=50K
36, Private, Prof-school, Never-married, Other-service, Unmarried, White, Male,15024,0,40, Italy, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Ecuador, <=50K
64, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,12, Greece, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Ireland, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, Iran, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, South, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Hong, <=50K
55, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,35, Yugoslavia, <=50K
66, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,40, France, >50K
34, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7564,0,40, Japan, >50K
20, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,2078,40, Columbia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, Ecuador, >50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,8, Ireland, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,20, Laos, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7673,0,40, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1740,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, Ireland, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Laos, >50K
18, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Female,0,0,12, Columbia, <=50K
66, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
38, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Peru, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, South, <=50K
62, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, Poland, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Italy, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
37, Local-gov, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, Philippines, >50K
34, State-gov, 5th-6th, Divorced, Other-service, Unmarried, White, Male,0,0,35, Philippines, <=50K
65, Private, Prof-school, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,2084,60, Italy, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,39, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Philippines, <=50K
24, Private, Assoc-acdm, Separated, Sales, Husband, White, Female,0,0,40, Canada, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,25, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, >50K
26, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,43, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Laos, <=50K
68, Private, HS-grad, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Puerto-Rico, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,2802,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,42, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,48, Haiti, >50K
45, Private, Masters, Separated, Adm-clerical, Husband, Black, Male,0,0,40, El-Salvador, <=50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,59, Guatemala, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,45, Trinadad&Tobago, >50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,50, Jamaica, <=50K
30, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, El-Salvador, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
45, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Male,0,0,54, El-Salvador, <=50K
32, Private, HS-grad, Separated, Sales, Husband, Black, Female,0,0,40, Mexico, <=50K
24, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, India, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, Cuba, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,75, Italy, >50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,1645,40, Jamaica, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Scotland, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, 5th-6th, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, Scotland, <=50K
58, Private, Masters, Married-spouse-absent, Adm-clerical, Husband, Other, Female,0,1902,40, Germany, >50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
30, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Peru, >50K
63, Private, Masters, Divorced, Tech-support, Not-in-family, Black, Female,9028,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
23, Private, Preschool, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,20, El-Salvador, <=50K
26, Private, Assoc-voc, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Laos, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Cuba, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Nicaragua, >50K
21, State-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Canada, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, Iran, >50K
27, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
60, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,60, Japan, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,99999,0,40, Japan, >50K
37, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,30, Scotland, <=50K
47, Private, Some-college, Divorced, Other-service, Husband, Other, Male,6300,0,60, Trinadad&Tobago, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Columbia, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, Haiti, >50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,42, Peru, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,70, France, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Germany, <=50K
42, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,60, Cuba, <=50K
51, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
73, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,2830,0,10, Columbia, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, France, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,1892,35, Thailand, >50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,60, Columbia, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,38, Poland, >50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Dominican-Republic, >50K
23, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, Cambodia, <=50K
59, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, Scotland, <=50K
45, Private, Assoc-voc, Divorced, Sales, Own-child, Other, Female,0,1617,45, Portugal, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,15, Thailand, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, France, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2328,50, Japan, >50K
25, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,9, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Italy, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,54, Japan, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,45, Poland, >50K
20, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,50, Ireland, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Italy, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,18, France, <=50K
54, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,99, Yugoslavia, >50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,99999,0,20, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,1727,40, Ecuador, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, >50K
33, Private, Assoc-voc, Divorced, Tech-support, Unmarried, White, Male,0,0,38, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Trinadad&Tobago, <=50K
44, State-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,38, China, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Hong, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, Bachelors, Divorced, Priv-house-serv, Unmarried, Other, Female,0,0,40, Philippines, <=50K
42, Self-emp-not-inc, Bachelors, Separated, Other-service, Husband, Black, Female,0,0,35, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
56, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,5370,0,40, Jamaica, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
51, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Hong, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,45, Jamaica, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,60, Peru, >50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,50, Cambodia, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,1645,50, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hungary, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Trinadad&Tobago, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Ecuador, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,16, Iran, <=50K
36, Private, Assoc-voc, Divorced, Sales, Not-in-family, Black, Male,0,0,40, South, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Guatemala, <=50K
33, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Female,0,0,43, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Honduras, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,1981,45, Vietnam, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
21, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, Scotland, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Yugoslavia, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, South, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
30, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Ecuador, >50K
31, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
45, Private, 9th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, Hong, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,60, Hungary, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, India, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,1902,35, South, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,2430,65, Mexico, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Nicaragua, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Philippines, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,2175,0,35, Ecuador, >50K
43, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,15024,0,34, France, >50K
35, State-gov, Masters, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1887,40, Puerto-Rico, >50K
27, Private, Assoc-voc, Never-married, Sales, Own-child, Other, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, South, <=50K
61, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,30, Columbia, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
27, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Nicaragua, >50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,60, Thailand, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, France, >50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
57, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Puerto-Rico, >50K
57, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, Hungary, <=50K
53, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, Trinadad&Tobago, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,20, Portugal, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
55, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
30, Private, HS-grad, Never-married, Farming-fishing, Husband, Other, Female,0,0,99, Poland, <=50K
24, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ireland, <=50K
41, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Scotland, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,1565,40, United-States, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
54, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
25, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Columbia, <=50K
26, Private, Bachelors, Separated, Prof-specialty, Own-child, Other, Female,0,0,40, Germany, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Canada, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, Cambodia, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,40, Scotland, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
