42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
63, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, >50K
28, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, Guatemala, >50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
33, Private, Bachelors, Separated, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,70, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,45, Italy, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Jamaica, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Prof-school, Never-married, Transport-moving, Husband, White, Female,0,0,45, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,70, United-States, >50K
36, Private, Masters, Divorced, Machine-op-inspct, Husband, White, Male,8614,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7687,0,40, United-States, >50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1942,38, United-States, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
72, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,30, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, Honduras, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7687,0,40, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Jamaica, >50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,3095,0,40, Guatemala, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,34, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, >50K
56, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, State-gov, 12th, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,54, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Wife, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private, 9th, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,35, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,11, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,4408,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Taiwan, >50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,15433,0,15, United-States, >50K
25, Private, Bachelors, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Germany, <=50K
60, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,1368,0,20, United-States, >50K
60, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,15024,0,80, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Black, Female,0,0,10, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1902,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
55, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,38, United-States, >50K
43, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,1977,54, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,36, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7687,0,50, United-States, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, Mexico, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Widowed, Craft-repair, Unmarried, Black, Male,0,0,37, United-States, >50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
31, Private, 11th, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
48, State-gov, 10th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
62, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Separated, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
30, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,10, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
58, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Male,3109,0,40, United-States, >50K
66, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5178,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
59, Local-gov, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Philippines, >50K
19, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
68, Federal-gov, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,15, Canada, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,5178,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, >50K
27, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
46, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, South, >50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,21, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
51, Private, Masters, Divorced, Sales, Husband, White, Male,7298,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
59, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
21, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
31, Federal-gov, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
44, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, >50K
29, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Germany, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, >50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,1902,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,6266,0,50, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Vietnam, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,38, Mexico, <=50K
37, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
34, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,13639,0,40, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
57, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
34, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Local-gov, 12th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
28, Private, Assoc-acdm, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Other-service, Husband, Black, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, 5th-6th, Separated, Prof-specialty, Husband, White, Male,4724,0,40, United-States, <=50K
56, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
47, Federal-gov, Assoc-acdm, Divorced, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
74, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,20, United-States, >50K
47, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,54, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
71, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
67, Self-emp-inc, Bachelors, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Without-pay, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,1887,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, <=50K
27, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
60, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1740,60, United-States, <=50K
29, Local-gov, Assoc-voc, Never-married, Craft-repair, Other-relative, White, Male,0,1902,30, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
49, Federal-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, 10th, Divorced, Adm-clerical, Husband, White, Female,0,0,20, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1945,60, United-States, >50K
33, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1887,36, Cuba, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,75, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,10, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Wife, Black, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Haiti, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,23, United-States, <=50K
24, Private, Masters, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Male,2447,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
