39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
68, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, England, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
66, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
42, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, India, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Vietnam, >50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,48, Hong, >50K
73, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,35, Taiwan, <=50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
39, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,60, England, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
60, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
54, Private, Assoc-acdm, Divorced, Tech-support, Wife, White, Female,0,0,40, Ireland, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,48, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
59, Private, Assoc-acdm, Widowed, Protective-serv, Not-in-family, White, Female,0,0,40, Canada, <=50K
30, Private, Bachelors, Separated, Sales, Own-child, White, Male,0,0,40, Cambodia, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,6, Taiwan, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
19, Private, 5th-6th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,10, Columbia, <=50K
28, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
49, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, >50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Germany, <=50K
34, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,40, India, <=50K
68, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Germany, <=50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Hungary, <=50K
31, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
67, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Hungary, <=50K
41, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, Dominican-Republic, >50K
45, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,2042,40, Haiti, >50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, India, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, China, >50K
38, Private, 10th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Holand-Netherlands, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, >50K
37, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,2860,0,40, El-Salvador, <=50K
38, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Ireland, <=50K
41, Private, HS-grad, Never-married, Priv-house-serv, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, France, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Ireland, <=50K
44, Private, Prof-school, Separated, Transport-moving, Not-in-family, White, Male,0,0,44, Iran, <=50K
24, State-gov, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,30, Italy, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
50, Private, Assoc-voc, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5937,0,40, Iran, >50K
40, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Columbia, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
39, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Cambodia, >50K
31, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
29, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Poland, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
38, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, Columbia, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
24, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
69, Private, Assoc-voc, Widowed, Prof-specialty, Husband, White, Male,0,0,45, Dominican-Republic, >50K
50, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
60, State-gov, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,25, Scotland, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Haiti, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
38, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, State-gov, 9th, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, Jamaica, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1670,45, Holand-Netherlands, <=50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Germany, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1976,60, France, >50K
90, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,25, France, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
26, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,9144,0,65, Laos, >50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,30, England, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Prof-school, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, Iran, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Hungary, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Hong, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Philippines, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Trinadad&Tobago, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Ireland, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, El-Salvador, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, South, >50K
48, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Honduras, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,75, Yugoslavia, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Male,0,0,40, Laos, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
51, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, Puerto-Rico, <=50K
26, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,1671,35, United-States, <=50K
42, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Portugal, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Columbia, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
27, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,35, England, <=50K
45, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, South, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, China, >50K
31, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,88, Mexico, <=50K
40, Private, Masters, Married-civ-spouse, Other-service, Wife, White, Female,0,0,12, Honduras, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ireland, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
56, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Japan, >50K
22, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ireland, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,20, Nicaragua, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1876,70, Nicaragua, >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Hong, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Honduras, >50K
67, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,24, Ireland, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, Poland, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, Peru, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4078,0,40, El-Salvador, >50K
37, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hong, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Cambodia, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,54, England, <=50K
23, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, Germany, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Hungary, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Honduras, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ireland, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,2042,60, Vietnam, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,35, Mexico, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
21, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,39, El-Salvador, <=50K
35, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,42, Cambodia, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7298,0,40, Canada, >50K
23, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Poland, <=50K
35, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Wife, Black, Female,0,0,40, Hungary, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
35, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Greece, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Guatemala, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, Philippines, >50K
30, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
41, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Ireland, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, >50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, England, <=50K
37, Private, 12th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Columbia, >50K
44, Federal-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, Guatemala, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, Japan, >50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,3, Trinadad&Tobago, <=50K
66, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,15, Trinadad&Tobago, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
62, Private, Prof-school, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,65, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,44, England, <=50K
38, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, India, <=50K
44, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,15024,0,50, Poland, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,60, South, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2434,35, Yugoslavia, <=50K
41, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Peru, <=50K
29, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, South, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,15, Puerto-Rico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, China, <=50K
26, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,50, Germany, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,194,70, Taiwan, >50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,25, Mexico, <=50K
44, Private, Bachelors, Divorced, Priv-house-serv, Husband, White, Female,9369,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, El-Salvador, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Haiti, <=50K
42, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,35, China, >50K
41, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,2395,54, Nicaragua, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,15, Nicaragua, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,3653,0,40, Outlying-US(Guam-USVI-etc), >50K
47, Private, 10th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Nicaragua, >50K
45, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, >50K
30, Private, 11th, Separated, Sales, Husband, White, Male,0,0,40, South, <=50K
28, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,40, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Thailand, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, Dominican-Republic, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,3054,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cambodia, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Cambodia, <=50K
63, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Germany, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,15, Trinadad&Tobago, <=50K
48, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
41, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,20, Jamaica, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1902,40, South, >50K
57, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Laos, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, Jamaica, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Canada, <=50K
19, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,20, Italy, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Japan, <=50K
25, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Guatemala, >50K
45, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, France, <=50K
51, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Greece, <=50K
33, Private, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,32, Trinadad&Tobago, <=50K
35, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Haiti, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, Ireland, >50K
49, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,35, Canada, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,50, Cuba, >50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1887,40, Ireland, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Laos, >50K
47, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,38, Canada, <=50K
45, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ireland, >50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Iran, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,25, El-Salvador, <=50K
37, Federal-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,50, Germany, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1902,54, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, >50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Greece, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1835,35, Vietnam, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, France, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Yugoslavia, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Scotland, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Holand-Netherlands, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, France, >50K
