43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Greece, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Greece, <=50K
65, Self-emp-not-inc, 7th-8th, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,20, Thailand, <=50K
25, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, Cambodia, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,72, United-States, <=50K
41, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Laos, >50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,32, Portugal, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,38, United-States, <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,10, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
59, State-gov, Doctorate, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Ireland, >50K
22, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
19, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,70, Ireland, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,24, El-Salvador, <=50K
48, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Female,3913,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, State-gov, Masters, Never-married, Other-service, Unmarried, White, Male,0,0,40, Scotland, <=50K
39, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,48, Hong, <=50K
31, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, State-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Peru, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,30, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
19, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, China, >50K
47, Self-emp-inc, Masters, Separated, Transport-moving, Not-in-family, White, Female,0,0,80, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,44, El-Salvador, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18, Taiwan, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Yugoslavia, >50K
48, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
20, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Laos, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,1570,40, United-States, >50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,30, Trinadad&Tobago, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,60, Japan, >50K
65, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, Philippines, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
52, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,8849,0,40, El-Salvador, >50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1813,80, Guatemala, >50K
19, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,3103,0,25, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, Puerto-Rico, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Portugal, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,81, Guatemala, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Jamaica, <=50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Laos, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,15, China, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Guatemala, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,2328,24, Trinadad&Tobago, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
26, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Cambodia, <=50K
48, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,4858,0,40, Iran, >50K
22, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Portugal, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Peru, >50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
47, Private, HS-grad, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
46, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Tech-support, Own-child, Other, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
29, Self-emp-inc, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7687,0,40, United-States, >50K
66, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Jamaica, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, <=50K
19, Private, 11th, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,2230,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Separated, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,50, Italy, >50K
28, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,18, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,2992,0,32, United-States, >50K
65, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,14866,0,50, Canada, <=50K
42, Private, HS-grad, Separated, Exec-managerial, Unmarried, Other, Female,0,0,38, United-States, <=50K
27, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Germany, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,40, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,1838,40, El-Salvador, <=50K
37, Private, 9th, Divorced, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
58, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
51, Private, 7th-8th, Divorced, Handlers-cleaners, Wife, Other, Female,0,0,32, Hungary, <=50K
65, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,30, Germany, <=50K
56, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
21, Self-emp-not-inc, Prof-school, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,99, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Italy, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,4746,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, India, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
67, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,32248,0,25, South, >50K
17, Private, 11th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
22, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, China, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,44, Ireland, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,18, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
23, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,48, Taiwan, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
49, Private, Some-college, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
41, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,43, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,457,0,40, United-States, <=50K
51, State-gov, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,43, United-States, <=50K
50, Private, HS-grad, Married-spouse-absent, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, France, >50K
69, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Honduras, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
55, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
34, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
57, Private, Some-college, Divorced, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Peru, >50K
25, Private, HS-grad, Divorced, Exec-managerial, Other-relative, Other, Male,0,1583,40, Mexico, <=50K
49, Self-emp-not-inc, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, United-States, >50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, China, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Ecuador, >50K
36, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
41, Federal-gov, Masters, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,4336,0,45, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,16, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, France, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,33, United-States, >50K
26, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Japan, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Priv-house-serv, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,20, Italy, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,30, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Guatemala, >50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Greece, <=50K
40, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,7298,0,45, Trinadad&Tobago, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, Dominican-Republic, >50K
43, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,1832,48, Nicaragua, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,8, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
29, State-gov, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,7687,0,44, United-States, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
34, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
31, Private, Doctorate, Separated, Sales, Husband, White, Male,7298,0,40, France, >50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,30, United-States, >50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1502,45, Japan, >50K
75, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,20, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
75, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,7, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, <=50K
33, Private, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Hungary, <=50K
