37, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
34, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
43, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, >50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,25, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,20, Hong, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,65, Haiti, <=50K
55, Private, 12th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,32, Columbia, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Haiti, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,50, Italy, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, Scotland, >50K
44, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,60, Columbia, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,4789,0,40, Taiwan, >50K
21, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Masters, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,7298,0,40, France, <=50K
59, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
61, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,25, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,15023,0,45, Italy, >50K
47, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Cambodia, >50K
39, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,54, Jamaica, >50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,35, England, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Greece, <=50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,56, Laos, >50K
35, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, South, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, Ireland, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,5325,0,40, Haiti, >50K
42, Private, 11th, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,24, England, <=50K
61, Local-gov, 10th, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,30, Haiti, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Separated, Adm-clerical, Husband, White, Male,0,0,40, Italy, <=50K
49, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,60, Mexico, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,50, France, <=50K
35, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
24, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,43, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,47, Cuba, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Hungary, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
40, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,54, Cambodia, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, South, >50K
35, Local-gov, Some-college, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, India, >50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Portugal, <=50K
44, Private, 11th, Divorced, Prof-specialty, Husband, White, Male,0,1902,50, Taiwan, >50K
35, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,55, Outlying-US(Guam-USVI-etc), >50K
24, Private, 12th, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, Italy, >50K
26, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Widowed, Craft-repair, Other-relative, Black, Female,0,0,40, France, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,25, England, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,24, South, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,7201,0,40, United-States, >50K
35, Federal-gov, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,25, Taiwan, <=50K
40, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, >50K
42, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,52, Thailand, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,55, United-States, >50K
36, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, Other, Male,0,0,20, Dominican-Republic, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, Cambodia, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
67, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Peru, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,20, England, <=50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
30, Private, Assoc-acdm, Divorced, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
40, Private, 10th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,23, Haiti, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,34, United-States, <=50K
49, Local-gov, 11th, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
37, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,54, Hong, >50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Germany, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Ecuador, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Laos, >50K
47, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,7687,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,75, Philippines, <=50K
21, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Laos, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Hungary, <=50K
27, Local-gov, HS-grad, Never-married, Transport-moving, Husband, Other, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,40, United-States, <=50K
29, Private, Masters, Divorced, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,50, Greece, <=50K
35, Private, HS-grad, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,70, Haiti, >50K
34, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, Black, Female,0,0,20, China, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
23, Self-emp-inc, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
62, State-gov, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,35, Haiti, <=50K
28, Private, Bachelors, Never-married, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Vietnam, <=50K
47, Private, 1st-4th, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,1887,45, Dominican-Republic, <=50K
35, Local-gov, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Thailand, <=50K
25, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, Laos, <=50K
21, Private, HS-grad, Separated, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, Scotland, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, 10th, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,20, Vietnam, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,60, China, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Japan, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
38, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
22, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,3118,0,30, Guatemala, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, China, <=50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Germany, >50K
46, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,60, Jamaica, >50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
56, Private, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
41, Federal-gov, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
41, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
61, Private, 10th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, South, <=50K
36, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, HS-grad, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Iran, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,34, Japan, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
38, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Husband, White, Male,0,1887,45, El-Salvador, >50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Guatemala, <=50K
23, Private, HS-grad, Never-married, Priv-house-serv, Own-child, Other, Male,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, 12th, Married-civ-spouse, Protective-serv, Husband, White, Female,7298,0,40, England, >50K
51, Private, 10th, Never-married, Craft-repair, Husband, White, Male,15024,0,50, Yugoslavia, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
28, Private, 10th, Divorced, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
31, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,54, Laos, >50K
32, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, Cuba, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Dominican-Republic, >50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Peru, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Columbia, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
57, State-gov, HS-grad, Widowed, Prof-specialty, Husband, Black, Male,32298,0,60, India, >50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,56, Haiti, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
51, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,40, Cambodia, <=50K
20, Private, Some-college, Separated, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, El-Salvador, >50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,5649,0,40, Canada, <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, Puerto-Rico, <=50K
28, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,16, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Haiti, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Ireland, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,15024,0,46, United-States, >50K
47, Local-gov, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Hungary, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Scotland, >50K
20, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
44, Self-emp-not-inc, 5th-6th, Divorced, Craft-repair, Husband, White, Male,7687,0,40, Cuba, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Greece, <=50K
48, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,24, India, <=50K
39, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, Scotland, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, China, <=50K
49, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, Other, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,1887,40, Laos, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Germany, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,35, Mexico, <=50K
57, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
26, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Nicaragua, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, Cuba, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ecuador, <=50K
45, Federal-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,25, India, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Female,0,1276,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,60, Italy, >50K
42, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Italy, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, Scotland, <=50K
47, Self-emp-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,30, Jamaica, <=50K
25, Private, 10th, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,6315,0,40, United-States, >50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
50, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Guatemala, >50K
39, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1887,50, Greece, <=50K
37, Local-gov, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,40, Cambodia, >50K
61, State-gov, 10th, Widowed, Adm-clerical, Husband, White, Male,0,0,30, Ireland, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,1680,40, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, France, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, China, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, Taiwan, <=50K
61, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, Jamaica, >50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Nicaragua, >50K
54, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,30, France, <=50K
52, Federal-gov, Bachelors, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Italy, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,33, Laos, <=50K
36, Federal-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,15024,0,50, Taiwan, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1887,50, United-States, <=50K
36, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, >50K
44, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, Germany, >50K
65, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, >50K
27, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1587,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Nicaragua, >50K
40, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, <=50K
64, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,7687,0,40, Scotland, <=50K
54, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,32, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Peru, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, India, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,18, Cambodia, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Greece, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,35, Thailand, <=50K
32, Federal-gov, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
