28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, South, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, England, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, Iran, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Poland, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Cambodia, <=50K
55, Private, 7th-8th, Widowed, Protective-serv, Not-in-family, White, Female,0,0,35, Italy, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Portugal, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Portugal, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,3039,0,40, Canada, >50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Italy, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, Nicaragua, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Nicaragua, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, Italy, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Italy, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, Columbia, >50K
29, Private, Bachelors, Never-married, Sales, Husband, White, Male,99999,0,50, Guatemala, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, Yugoslavia, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Ecuador, <=50K
62, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Cuba, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Canada, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,35, Honduras, >50K
44, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Germany, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
40, Private, Masters, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,48, Haiti, <=50K
41, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,8, Philippines, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
35, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,43, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Cambodia, <=50K
45, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Cuba, >50K
24, Private, Bachelors, Separated, Tech-support, Own-child, White, Female,0,0,20, England, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Germany, <=50K
30, Private, Prof-school, Never-married, Sales, Own-child, White, Male,0,0,35, Thailand, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, China, <=50K
27, Private, 11th, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
90, Federal-gov, 5th-6th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7439,0,45, Hungary, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, Ireland, >50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Canada, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, South, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Portugal, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Ecuador, >50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,1173,0,30, Mexico, >50K
50, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Dominican-Republic, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Poland, <=50K
39, Private, Bachelors, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,57, France, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Philippines, >50K
52, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,5169,0,40, Yugoslavia, >50K
21, Private, Preschool, Divorced, Protective-serv, Own-child, White, Male,0,0,35, Ireland, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, >50K
78, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,10, Portugal, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Honduras, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,15, Yugoslavia, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Nicaragua, <=50K
28, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,38, Greece, <=50K
40, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, Puerto-Rico, <=50K
33, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
75, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,72, Japan, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Thailand, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, Jamaica, <=50K
40, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Columbia, >50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Masters, Never-married, Sales, Husband, White, Male,0,0,6, Puerto-Rico, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1900,40, Greece, >50K
90, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,1977,40, England, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Poland, <=50K
32, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, Hungary, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Yugoslavia, >50K
26, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Nicaragua, <=50K
40, Federal-gov, Doctorate, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Scotland, <=50K
18, Private, 10th, Never-married, Sales, Not-in-family, Black, Male,0,0,15, Haiti, <=50K
45, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1678,40, Ireland, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Yugoslavia, >50K
25, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,76, Yugoslavia, <=50K
22, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, Poland, <=50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Japan, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Iran, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
68, Federal-gov, HS-grad, Separated, Priv-house-serv, Not-in-family, White, Male,0,0,10, France, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,15024,0,27, Greece, >50K
36, State-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,38, India, <=50K
51, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,80, Germany, >50K
42, Private, Prof-school, Divorced, Prof-specialty, Wife, Other, Male,4257,0,35, India, <=50K
64, Private, Bachelors, Divorced, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Iran, <=50K
44, Private, HS-grad, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,52, China, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,40, Haiti, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,4386,0,30, Trinadad&Tobago, <=50K
56, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
21, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Cambodia, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,23, Honduras, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,20, Ecuador, <=50K
57, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, Italy, <=50K
48, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, >50K
26, State-gov, Masters, Never-married, Other-service, Wife, White, Female,0,0,50, Nicaragua, <=50K
65, Local-gov, HS-grad, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, Vietnam, <=50K
34, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Italy, <=50K
51, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,3429,0,40, Dominican-Republic, >50K
31, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,4725,0,40, India, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, India, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
44, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,72, Jamaica, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Iran, >50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, >50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, India, <=50K
21, Private, 10th, Never-married, Sales, Own-child, White, Female,0,1887,30, Philippines, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, Scotland, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,76, South, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Japan, <=50K
25, Private, 10th, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,12, Ecuador, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5107,0,40, China, >50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Haiti, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,25, Columbia, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, China, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
62, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
22, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,1887,30, Iran, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Ireland, <=50K
54, Federal-gov, Doctorate, Widowed, Other-service, Unmarried, White, Male,0,0,20, Trinadad&Tobago, <=50K
34, Local-gov, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,27, Guatemala, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Hungary, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
39, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,55, France, <=50K
66, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,30, India, <=50K
57, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
21, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Hungary, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Poland, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
21, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Guatemala, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,12, Thailand, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,72, Germany, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,52, Vietnam, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,30, China, <=50K
36, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Japan, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Cuba, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
63, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, India, >50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,43, Dominican-Republic, <=50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,60, Nicaragua, <=50K
38, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Iran, <=50K
26, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,48, Japan, <=50K
33, Local-gov, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, Hungary, <=50K
44, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, France, >50K
61, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
25, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Germany, >50K
19, Private, 10th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
32, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,35, Italy, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, El-Salvador, <=50K
62, State-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,12, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Haiti, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Laos, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Haiti, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Taiwan, >50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
47, Federal-gov, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, Haiti, <=50K
70, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,16, Thailand, <=50K
60, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
31, Private, 11th, Divorced, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Philippines, <=50K
37, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, <=50K
24, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,45, Greece, >50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, Italy, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,64, Honduras, <=50K
49, Private, HS-grad, Widowed, Prof-specialty, Wife, Black, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
33, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Priv-house-serv, Unmarried, White, Female,0,0,35, France, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,1604,40, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, France, >50K
59, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,10, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Yugoslavia, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,35, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, >50K
33, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Thailand, >50K
49, Federal-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,15, Japan, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Mexico, >50K
69, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Mexico, >50K
23, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Greece, >50K
36, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,50, Columbia, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Nicaragua, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, Taiwan, >50K
31, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Iran, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
61, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
35, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Peru, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
44, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,50, Trinadad&Tobago, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,38, Greece, <=50K
47, Private, Bachelors, Widowed, Adm-clerical, Wife, White, Female,0,0,45, Scotland, <=50K
22, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
64, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, China, <=50K
57, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, Yugoslavia, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Wife, White, Female,0,0,30, Philippines, >50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, >50K
67, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7310,0,25, Canada, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
46, Private, 9th, Separated, Prof-specialty, Wife, White, Female,3449,0,40, Guatemala, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,65, Guatemala, <=50K
63, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,15024,0,50, United-States, <=50K
44, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
19, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, Black, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, South, >50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Laos, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, El-Salvador, >50K
58, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,20, South, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
