19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2174,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
29, Local-gov, Doctorate, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,70, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, Vietnam, <=50K
62, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,2605,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,24, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15181,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3536,0,50, United-States, >50K
64, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,5013,0,50, United-States, <=50K
34, State-gov, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
26, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,45, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,50, United-States, >50K
30, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,48, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
56, Federal-gov, Bachelors, Widowed, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
29, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,50, United-States, <=50K
20, Self-emp-inc, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,13, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,27, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Laos, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,50, United-States, <=50K
50, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
57, State-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1902,44, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,5013,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
50, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Laos, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,44, Germany, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Male,0,0,24, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,45, United-States, <=50K
28, Self-emp-inc, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,7424,0,38, United-States, >50K
24, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,3904,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,4650,0,36, United-States, <=50K
47, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,20, United-States, >50K
29, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
53, Private, Bachelors, Never-married, Farming-fishing, Wife, White, Male,0,0,45, United-States, <=50K
81, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,9, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,1909,40, United-States, >50K
42, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
63, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
23, Private, 12th, Divorced, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
68, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,25, United-States, <=50K
55, Local-gov, Some-college, Widowed, Sales, Husband, White, Female,7687,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,4435,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
56, Self-emp-not-inc, 11th, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,260,1, South, <=50K
24, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2903,0,40, United-States, >50K
25, Private, 12th, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
29, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,99999,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,35, El-Salvador, <=50K
37, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
47, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,5, United-States, <=50K
80, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
39, State-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
39, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,15293,0,33, United-States, >50K
58, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Iran, >50K
39, Private, Masters, Separated, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States, >50K
42, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Cambodia, <=50K
43, Private, Masters, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,2533,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,44, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,5013,0,48, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
64, Private, HS-grad, Widowed, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
17, Federal-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Mexico, <=50K
52, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Canada, <=50K
20, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, Black, Male,0,1902,48, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,2, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,64, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,5013,0,40, United-States, >50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, 11th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,27, England, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
69, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7037,0,40, United-States, <=50K
22, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,1902,30, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2757,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,44, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
23, Federal-gov, Bachelors, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, India, >50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, United-States, <=50K
56, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,65, United-States, >50K
34, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,1902,38, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, 5th-6th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, >50K
21, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1902,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
70, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, 12th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
22, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,50, India, <=50K
30, Private, 9th, Never-married, Farming-fishing, Unmarried, White, Male,0,0,65, United-States, <=50K
44, State-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
