56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
68, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,30, Honduras, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
21, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,1848,10, Honduras, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Jamaica, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Peru, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Poland, >50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,35, El-Salvador, <=50K
53, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,11298,0,65, Germany, >50K
31, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,42, Puerto-Rico, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Vietnam, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
74, Self-emp-not-inc, 9th, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, Scotland, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Iran, <=50K
21, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, El-Salvador, <=50K
38, State-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, Laos, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
20, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,15, Taiwan, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, El-Salvador, >50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
44, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, France, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Germany, >50K
40, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,1585,40, Ireland, <=50K
45, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,1076,0,45, Ireland, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, South, >50K
49, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
37, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ireland, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5178,0,40, Philippines, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, Guatemala, <=50K
40, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,10, Jamaica, <=50K
48, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Vietnam, <=50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,15, South, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,38, Cambodia, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Japan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
43, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, Portugal, <=50K
55, Federal-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, <=50K
66, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,2402,40, Yugoslavia, >50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Italy, <=50K
67, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Laos, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Vietnam, >50K
60, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,60, England, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4434,0,50, Iran, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hong, >50K
63, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
46, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, >50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,38, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,25, India, <=50K
33, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
31, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0,0,50, Germany, <=50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, Portugal, >50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,99, Honduras, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, >50K
68, Self-emp-not-inc, 7th-8th, Separated, Craft-repair, Husband, White, Male,0,0,16, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1599,40, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Scotland, <=50K
54, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
51, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
56, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Hungary, >50K
22, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, >50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,20, Ireland, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Peru, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,54, Jamaica, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Thailand, <=50K
52, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,20, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Ecuador, >50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Canada, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, England, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, Hungary, >50K
60, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
49, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,88, Philippines, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
60, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,15024,0,15, El-Salvador, >50K
24, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Portugal, <=50K
35, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, Taiwan, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1886,40, Hong, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
23, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,48, Poland, >50K
55, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,6, Cambodia, <=50K
25, Private, Masters, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, Ireland, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Italy, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Honduras, <=50K
45, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, France, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Peru, >50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
25, Private, Some-college, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, Peru, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, South, >50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,1857,0,70, Philippines, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2138,0,40, Taiwan, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, France, >50K
54, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,45, Poland, <=50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,1989,40, Thailand, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,78, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Mexico, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, Ireland, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
65, State-gov, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, Portugal, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,841,0,40, Columbia, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,10, Hong, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
64, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, Yugoslavia, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Hong, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Scotland, <=50K
21, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,3535,0,60, China, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
42, State-gov, Masters, Separated, Other-service, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
55, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,50, Vietnam, <=50K
34, Private, Masters, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, Japan, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, Haiti, <=50K
47, Private, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Laos, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,48, Canada, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Dominican-Republic, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, China, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, France, <=50K
36, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5178,0,30, Cambodia, >50K
22, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Columbia, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Iran, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
22, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, South, >50K
40, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, China, <=50K
62, State-gov, Some-college, Divorced, Transport-moving, Husband, Black, Male,18389,0,75, Ireland, >50K
32, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,5001,0,40, Portugal, <=50K
47, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Iran, >50K
49, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Greece, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,10, Peru, <=50K
39, Local-gov, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,44, England, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
44, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Taiwan, <=50K
60, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,1867,30, Columbia, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, >50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Germany, <=50K
32, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, Cuba, >50K
47, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
32, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
59, Self-emp-inc, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, Japan, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Male,7687,0,40, Greece, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Cuba, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
34, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Greece, <=50K
24, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,40, England, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Yugoslavia, <=50K
34, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
46, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,15, Scotland, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
46, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,45, Greece, >50K
39, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,60, Iran, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, >50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
44, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,15, China, <=50K
48, Private, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,1761,40, Cuba, >50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, England, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,10, South, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Portugal, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, China, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, El-Salvador, <=50K
36, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2415,70, Yugoslavia, >50K
42, Private, Some-college, Separated, Protective-serv, Wife, White, Female,0,0,54, Jamaica, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3435,0,10, Germany, <=50K
72, Self-emp-inc, Masters, Separated, Sales, Unmarried, White, Female,0,0,78, Poland, >50K
58, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, Laos, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Nicaragua, >50K
49, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2001,40, Haiti, >50K
53, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,25957,0,50, United-States, >50K
40, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Hungary, <=50K
51, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,65, Cambodia, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Laos, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7187,0,40, Dominican-Republic, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, >50K
35, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, Thailand, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,42, Canada, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Greece, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Canada, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
33, Private, 11th, Never-married, Prof-specialty, Wife, White, Male,0,0,50, England, >50K
52, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,60, United-States, <=50K
