60, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
45, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
66, Self-emp-not-inc, Masters, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
60, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Jamaica, <=50K
48, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,70, Peru, >50K
60, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, Dominican-Republic, >50K
62, Self-emp-inc, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, China, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,50, South, >50K
32, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,47, El-Salvador, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,36, Nicaragua, <=50K
42, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Peru, >50K
64, Private, HS-grad, Widowed, Prof-specialty, Husband, Other, Female,15024,0,20, Jamaica, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,35, Scotland, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,8702,0,45, Italy, >50K
59, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,67, Trinadad&Tobago, >50K
50, Private, Masters, Widowed, Prof-specialty, Husband, Black, Male,0,1848,40, England, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,9029,0,46, Trinadad&Tobago, >50K
22, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,12, France, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Portugal, <=50K
40, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
62, Private, Masters, Divorced, Sales, Husband, Other, Female,0,0,20, India, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,37, Greece, <=50K
43, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,65, Dominican-Republic, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, Japan, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,1740,40, Hong, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Guatemala, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Greece, <=50K
52, Federal-gov, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, Honduras, >50K
51, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,60, Hong, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Greece, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Vietnam, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
36, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
58, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, Peru, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,32, Japan, <=50K
38, Private, 1st-4th, Widowed, Prof-specialty, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,80, Hong, >50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,30, South, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Canada, >50K
32, Private, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,36, Yugoslavia, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Germany, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, Puerto-Rico, >50K
38, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,40, Mexico, <=50K
59, Self-emp-not-inc, Prof-school, Divorced, Sales, Not-in-family, Other, Female,0,0,68, Mexico, >50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Greece, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,56, Jamaica, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Haiti, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,47, Vietnam, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, China, <=50K
34, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,33, Canada, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,70, Germany, <=50K
89, State-gov, Doctorate, Widowed, Exec-managerial, Husband, Other, Female,0,0,40, Peru, <=50K
50, Self-emp-inc, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,3103,0,40, Canada, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, France, <=50K
25, Private, Masters, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
42, Self-emp-inc, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Jamaica, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,60, France, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,3432,0,45, Columbia, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Cambodia, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, India, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,35, Portugal, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, South, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Portugal, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, Guatemala, >50K
49, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,38, Hungary, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,33, Guatemala, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
48, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,45, Puerto-Rico, <=50K
74, Self-emp-inc, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,50, Hungary, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,20, India, <=50K
41, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Yugoslavia, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,60, China, >50K
48, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Peru, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Iran, <=50K
21, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,35, Cuba, <=50K
51, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
29, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, Italy, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,4669,0,37, Dominican-Republic, >50K
62, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1738,40, Honduras, >50K
30, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,4064,0,12, Scotland, <=50K
31, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,40, Italy, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, India, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cambodia, <=50K
52, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Dominican-Republic, <=50K
75, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4395,0,40, Iran, <=50K
28, Private, Preschool, Never-married, Tech-support, Own-child, Other, Female,2927,0,40, Mexico, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,48, El-Salvador, <=50K
39, State-gov, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,62880,0,50, England, >50K
88, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
39, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,10, Vietnam, <=50K
60, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
43, Self-emp-inc, Masters, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Greece, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,37, Philippines, <=50K
35, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,34, India, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
31, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
37, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,45, Jamaica, >50K
44, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, Scotland, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, France, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,46, Yugoslavia, >50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Male,0,0,35, Portugal, <=50K
79, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,25, England, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
18, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,1902,24, Jamaica, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Greece, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Own-child, Other, Male,0,0,40, Columbia, >50K
53, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Columbia, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
49, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
55, State-gov, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
47, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Prof-school, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, India, <=50K
47, Federal-gov, Some-college, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5013,0,40, Ireland, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
24, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Italy, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,9, Ireland, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,60, Honduras, >50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,4781,0,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
26, State-gov, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,32, Cuba, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, Haiti, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Poland, <=50K
63, Private, Preschool, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,80, El-Salvador, <=50K
60, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, Honduras, >50K
29, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, France, >50K
42, Private, 7th-8th, Never-married, Farming-fishing, Husband, Other, Male,14445,0,40, Nicaragua, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,30, Guatemala, <=50K
30, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Peru, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Japan, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,48, Jamaica, <=50K
35, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, France, <=50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
36, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,60, Japan, >50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,1902,20, Vietnam, <=50K
20, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,34, Columbia, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
38, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,60, Thailand, <=50K
44, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Honduras, >50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,1722,0,60, France, >50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
66, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,37, El-Salvador, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Mexico, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,50, England, <=50K
36, State-gov, HS-grad, Widowed, Handlers-cleaners, Own-child, Black, Male,0,0,30, Philippines, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Italy, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, China, >50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Poland, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Italy, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Mexico, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Peru, <=50K
56, Private, Masters, Divorced, Adm-clerical, Husband, Black, Female,0,0,45, Trinadad&Tobago, <=50K
49, Private, 9th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,60, Honduras, >50K
60, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Poland, <=50K
61, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,40, India, >50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Nicaragua, >50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5178,0,48, Japan, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Haiti, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
76, Local-gov, 9th, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,20, Peru, >50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,48, Nicaragua, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
54, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Poland, >50K
41, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Nicaragua, >50K
51, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Mexico, <=50K
67, State-gov, Some-college, Divorced, Transport-moving, Husband, Other, Female,0,0,8, Vietnam, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,40, Germany, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,1588,38, Honduras, >50K
25, Self-emp-inc, Masters, Never-married, Sales, Own-child, Other, Male,0,0,40, Haiti, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Trinadad&Tobago, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
47, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
79, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,3903,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Iran, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
32, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,30, Peru, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,46, Japan, >50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,56, France, <=50K
53, Federal-gov, Assoc-voc, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
31, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,45, China, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Peru, >50K
63, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
24, Private, Masters, Never-married, Other-service, Husband, Other, Female,0,0,40, Cambodia, <=50K
