44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Philippines, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Cambodia, <=50K
21, Private, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, State-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,54, United-States, >50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,1594,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,1902,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States, <=50K
49, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Doctorate, Divorced, Sales, Not-in-family, White, Female,0,1606,70, United-States, >50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
36, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
46, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Wife, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,24, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
36, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Canada, >50K
50, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,38, United-States, >50K
20, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,18, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Cuba, >50K
44, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
71, Private, Masters, Married-spouse-absent, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,3453,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
37, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Italy, <=50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Private, Masters, Never-married, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
74, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,12, United-States, <=50K
43, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,45, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,1876,30, United-States, <=50K
29, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,27761,0,10, United-States, >50K
30, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,2019,44, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
43, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
73, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
56, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,70, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,91, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,89, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, 9th, Never-married, Transport-moving, Wife, Black, Female,0,0,45, United-States, <=50K
46, State-gov, Masters, Never-married, Exec-managerial, Wife, Black, Female,0,1591,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Wife, Other, Female,0,0,35, Canada, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
36, Private, Bachelors, Separated, Sales, Wife, White, Male,0,0,65, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
36, Local-gov, Masters, Separated, Sales, Unmarried, White, Female,0,0,70, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,60, United-States, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Private, 11th, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
69, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,17772,0,50, United-States, >50K
47, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,12, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
53, Private, Masters, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, >50K
53, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Male,15024,0,60, United-States, >50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, >50K
54, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,18, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
27, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,70, United-States, <=50K
48, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
19, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
63, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
48, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1593,40, United-States, >50K
68, Private, Masters, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,43, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, Poland, <=50K
66, Self-emp-not-inc, 11th, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Local-gov, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,35, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,54, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
30, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, Masters, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, State-gov, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,8, United-States, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
47, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,4401,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,81, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-spouse-absent, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, India, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,3932,0,40, United-States, >50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
39, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Jamaica, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Iran, <=50K
44, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
90, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1878,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
22, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,14385,0,45, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,10003,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,3912,0,40, Vietnam, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,3068,0,10, Poland, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,20, United-States, <=50K
62, Self-emp-not-inc, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
21, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
66, Local-gov, Some-college, Separated, Protective-serv, Unmarried, White, Female,0,0,2, United-States, >50K
26, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
27, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
18, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,1493,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,6812,0,20, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Without-pay, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,2186,40, United-States, >50K
45, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,2404,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
50, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,30, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, El-Salvador, >50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
49, State-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,7224,0,82, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Laos, <=50K
