45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,71, Hong, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
74, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,8, United-States, <=50K
40, Private, Assoc-voc, Separated, Exec-managerial, Wife, White, Female,0,0,12, Puerto-Rico, <=50K
30, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,32, El-Salvador, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,4963,0,40, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, >50K
42, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,32, Guatemala, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1671,40, Portugal, >50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,70, Honduras, >50K
70, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,605,0,3, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, Honduras, <=50K
17, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,4, United-States, <=50K
37, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3940,0,10, Haiti, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Laos, >50K
40, State-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov, Assoc-voc, Divorced, Priv-house-serv, Not-in-family, White, Female,0,1565,16, United-States, <=50K
36, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
26, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Nicaragua, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,81, Portugal, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,52, Mexico, >50K
46, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Thailand, <=50K
61, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
65, Federal-gov, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
40, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, United-States, >50K
24, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
57, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Portugal, <=50K
46, Private, Prof-school, Never-married, Exec-managerial, Husband, Black, Male,0,0,65, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
42, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, Some-college, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
58, Private, 9th, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
21, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,1718,50, Cuba, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,75, United-States, >50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,14204,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Italy, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,1731,40, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,3524,0,60, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1881,35, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Poland, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Philippines, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,47, Thailand, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,7298,0,30, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,15024,0,35, United-States, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,57, Germany, <=50K
45, Local-gov, 11th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Scotland, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hungary, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Taiwan, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
48, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,44, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,15024,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
62, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Poland, <=50K
68, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,2, Dominican-Republic, >50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, Haiti, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Widowed, Transport-moving, Husband, White, Female,0,0,50, Philippines, >50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,60, Yugoslavia, >50K
52, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
65, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
27, Local-gov, Bachelors, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
71, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3110,0,99, Jamaica, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, France, >50K
31, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,15024,0,40, Laos, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female,99999,0,50, Philippines, >50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,72, United-States, >50K
51, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,83, Mexico, >50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
62, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,2353,40, United-States, <=50K
52, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,37, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, South, <=50K
36, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,99, United-States, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Dominican-Republic, >50K
22, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
51, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2840,0,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,47, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
69, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2156,8, United-States, >50K
35, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2001,60, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
36, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, >50K
55, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,14083,0,45, Canada, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Laos, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, South, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
73, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,15, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Vietnam, <=50K
34, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, >50K
61, Private, Doctorate, Widowed, Sales, Own-child, White, Female,0,0,45, United-States, >50K
42, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1597,50, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,46, Laos, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, Outlying-US(Guam-USVI-etc), <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,4824,0,40, United-States, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1910,50, United-States, >50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
36, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,42, United-States, <=50K
42, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, China, >50K
47, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1902,48, United-States, <=50K
36, Private, 7th-8th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,45, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,15024,0,35, Taiwan, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cambodia, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
61, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Local-gov, Masters, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Philippines, <=50K
52, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, 9th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,5045,0,33, Poland, >50K
58, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,35, Philippines, <=50K
18, Private, 9th, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
47, Private, Some-college, Widowed, Sales, Own-child, White, Female,0,0,60, Mexico, <=50K
42, Private, Masters, Divorced, Other-service, Wife, White, Female,4758,0,33, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, Columbia, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,2, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Greece, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,25, Ecuador, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
