59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, India, <=50K
62, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Federal-gov, 12th, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Separated, Exec-managerial, Husband, White, Female,0,1902,54, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, State-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
25, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
68, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,30, South, <=50K
64, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,54, United-States, >50K
26, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,54, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,57, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Some-college, Divorced, Farming-fishing, Husband, White, Female,7298,0,40, United-States, >50K
59, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
34, Federal-gov, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,7298,0,40, United-States, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,2107,40, United-States, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,4879,0,95, United-States, >50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
59, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
51, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
51, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
51, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
33, Without-pay, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,92, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,63, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7467,0,40, United-States, >50K
32, Private, Prof-school, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,30, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, United-States, >50K
48, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
63, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,22684,0,46, United-States, >50K
26, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4528,0,40, Japan, <=50K
63, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,13688,0,60, United-States, >50K
25, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, Mexico, >50K
35, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,20, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
44, Private, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, White, Male,0,2371,60, United-States, >50K
29, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
28, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Italy, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, South, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1736,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,10520,0,40, United-States, >50K
35, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, State-gov, Some-college, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,2890,0,40, United-States, <=50K
55, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,2257,0,40, Dominican-Republic, <=50K
39, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
52, Private, 7th-8th, Separated, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
43, Private, 11th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,30, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Local-gov, 5th-6th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,99999,0,68, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
46, Private, 7th-8th, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,15, Poland, <=50K
26, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,7184,0,45, United-States, >50K
65, State-gov, 7th-8th, Divorced, Sales, Not-in-family, Black, Female,0,0,15, Italy, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, White, Male,99999,0,40, Mexico, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Poland, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Prof-school, Divorced, Adm-clerical, Husband, White, Male,2909,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, >50K
22, Private, Prof-school, Never-married, Adm-clerical, Own-child, Black, Female,0,0,45, Philippines, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
42, State-gov, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,99999,0,40, United-States, >50K
46, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
50, Without-pay, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
48, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
37, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, 9th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, United-States, <=50K
31, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,3567,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,2174,0,40, United-States, <=50K
43, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
26, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,0,0,45, United-States, <=50K
38, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,16, United-States, <=50K
44, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,55, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,30, China, <=50K
46, Federal-gov, Prof-school, Divorced, Sales, Husband, White, Female,2499,0,60, United-States, >50K
45, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,50, United-States, >50K
30, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,70, Germany, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, >50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, South, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
64, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,54, United-States, >50K
28, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,5, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, Mexico, <=50K
28, Private, 11th, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,2829,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,36, United-States, <=50K
37, Private, Masters, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Philippines, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Cuba, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1902,38, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1735,45, United-States, >50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
74, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,99, United-States, >50K
31, Self-emp-not-inc, Assoc-acdm, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,0,44, United-States, <=50K
27, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
47, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,65, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
