51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Haiti, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, Haiti, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Peru, >50K
21, State-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
23, State-gov, HS-grad, Never-married, Transport-moving, Other-relative, Other, Female,0,0,70, Nicaragua, <=50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Vietnam, >50K
21, Private, 9th, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Ireland, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, Haiti, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
29, Private, Assoc-acdm, Divorced, Sales, Own-child, Other, Female,0,0,50, Canada, <=50K
47, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
23, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, France, >50K
51, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,50, Haiti, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, >50K
36, Self-emp-not-inc, 11th, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Cuba, >50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Male,0,0,48, Poland, <=50K
48, Private, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
65, Federal-gov, HS-grad, Widowed, Adm-clerical, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Taiwan, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Cambodia, <=50K
28, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Germany, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Germany, <=50K
42, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
69, Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, >50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,20, Cambodia, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Guatemala, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,72, Cambodia, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, >50K
43, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,29, Honduras, <=50K
67, Private, Preschool, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Philippines, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Philippines, >50K
20, Private, 10th, Divorced, Farming-fishing, Other-relative, Other, Male,0,0,40, France, <=50K
56, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,45, Japan, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, Hungary, <=50K
26, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
38, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,29, El-Salvador, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,20, Vietnam, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,29, Iran, <=50K
64, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,1902,40, Italy, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
23, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
44, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, England, <=50K
56, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
37, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,29, Ireland, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, France, >50K
30, Private, 9th, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,60, Poland, >50K
82, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Unmarried, White, Male,3103,0,40, Trinadad&Tobago, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,84, Philippines, >50K
81, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,15, Trinadad&Tobago, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Scotland, >50K
49, Private, Assoc-voc, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, Iran, <=50K
62, Private, 1st-4th, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1887,40, France, <=50K
24, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
22, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
46, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Ecuador, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Scotland, >50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, England, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Iran, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cambodia, <=50K
50, Private, 12th, Widowed, Protective-serv, Unmarried, White, Female,0,0,54, Ireland, <=50K
56, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
35, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,20, Philippines, <=50K
50, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,44, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,50, Iran, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,29, Mexico, <=50K
43, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,35, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7274,0,54, Philippines, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ireland, >50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,2672,0,15, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Vietnam, <=50K
43, Private, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, Guatemala, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
72, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Ecuador, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Cuba, <=50K
37, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,50, Canada, >50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,70, Holand-Netherlands, <=50K
49, Private, 9th, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Iran, >50K
47, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,60, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,70, Germany, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
49, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
28, Private, 10th, Divorced, Other-service, Wife, White, Female,0,0,20, Peru, <=50K
63, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,25, Taiwan, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Cambodia, >50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,80, Cuba, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, England, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,40, Germany, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, Taiwan, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,34, Canada, <=50K
31, Private, 11th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Hungary, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Italy, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,44, Hungary, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,38, Guatemala, <=50K
27, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,5178,0,45, Scotland, <=50K
65, Local-gov, Masters, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,4639,0,40, Philippines, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Ecuador, <=50K
53, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
31, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Other-relative, Black, Female,0,0,40, Japan, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,40, France, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Dominican-Republic, <=50K
25, Private, Assoc-acdm, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,29, Peru, <=50K
38, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Wife, Other, Male,15024,0,40, Iran, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, India, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
54, Private, HS-grad, Divorced, Protective-serv, Husband, Other, Male,0,1887,40, Hungary, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
57, Private, Bachelors, Never-married, Armed-Forces, Not-in-family, White, Female,3569,0,54, Mexico, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1417,45, Portugal, <=50K
30, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,24, Portugal, <=50K
25, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,25, Japan, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,7298,0,40, Thailand, >50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Italy, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,29, Vietnam, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,15, Canada, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Other, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
46, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, Portugal, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
22, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,2367,46, England, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,4015,0,40, Philippines, <=50K
61, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Hong, >50K
48, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
19, Private, 10th, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Haiti, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,20, Greece, >50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1602,40, Yugoslavia, >50K
44, Private, 11th, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,50, Canada, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,5009,0,40, Yugoslavia, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,20, Philippines, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,60, Jamaica, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, <=50K
66, Private, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Germany, >50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,54, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, >50K
22, State-gov, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,50, Hungary, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, France, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
41, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Thailand, <=50K
46, State-gov, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, India, <=50K
46, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,38, China, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Haiti, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,6791,0,40, Thailand, >50K
27, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, El-Salvador, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Cambodia, >50K
33, Self-emp-not-inc, Prof-school, Divorced, Transport-moving, Unmarried, White, Female,0,0,50, Haiti, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,20, El-Salvador, <=50K
41, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,99999,0,35, Iran, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, Guatemala, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, India, >50K
36, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Mexico, <=50K
67, Local-gov, HS-grad, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
55, Private, 7th-8th, Divorced, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
33, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,42, Dominican-Republic, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,50, Cuba, >50K
60, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Trinadad&Tobago, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,40, Hong, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
25, Private, 10th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Italy, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, India, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, South, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
59, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Peru, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Puerto-Rico, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,10, Scotland, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, Japan, <=50K
49, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,29, Vietnam, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,20, Ecuador, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
22, Private, 10th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, Haiti, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,15, Columbia, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, China, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Portugal, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Ecuador, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, India, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,15, Iran, <=50K
45, Federal-gov, HS-grad, Never-married, Farming-fishing, Husband, Other, Male,0,0,48, Trinadad&Tobago, >50K
65, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,65, Germany, <=50K
21, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Guatemala, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, <=50K
