25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
50, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,30, Outlying-US(Guam-USVI-etc), >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Doctorate, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,25, Scotland, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Philippines, <=50K
49, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,1751,0,15, United-States, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,50, Hong, <=50K
62, Federal-gov, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,50, Columbia, <=50K
27, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Germany, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ireland, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
37, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
54, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,55, Peru, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, Thailand, <=50K
26, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,42, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,10216,0,60, Greece, >50K
27, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Germany, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
27, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Ecuador, <=50K
53, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,4386,0,36, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Widowed, Sales, Own-child, Other, Female,0,0,35, Philippines, <=50K
70, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,2, United-States, <=50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,6670,0,65, Portugal, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Honduras, >50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, >50K
24, Federal-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,25, Scotland, <=50K
68, Local-gov, Bachelors, Divorced, Exec-managerial, Wife, White, Female,17227,0,50, United-States, >50K
23, Private, Assoc-voc, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Federal-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Scotland, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, >50K
36, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,5262,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Columbia, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,4870,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,42, United-States, <=50K
77, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,48, El-Salvador, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
54, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Female,0,1902,40, United-States, >50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Unmarried, Black, Female,0,0,10, United-States, <=50K
51, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,44, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,18, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,32, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
49, Federal-gov, Assoc-voc, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
59, Local-gov, Masters, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1977,48, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, <=50K
23, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Poland, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Thailand, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,60, England, >50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,70, Japan, <=50K
45, Private, Masters, Divorced, Farming-fishing, Husband, White, Male,15024,0,54, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
80, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
80, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Female,3085,0,30, Japan, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,44, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, Poland, <=50K
39, Self-emp-inc, HS-grad, Married-spouse-absent, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
28, State-gov, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Honduras, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,2842,0,40, Laos, <=50K
38, State-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
37, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,438,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Japan, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
24, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,91, United-States, <=50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,1977,50, Laos, >50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,70, Hungary, <=50K
58, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
38, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Taiwan, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Other-service, Own-child, Other, Female,0,1843,16, Iran, <=50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
45, Local-gov, Assoc-acdm, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Mexico, <=50K
27, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,65, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Cuba, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Male,0,0,35, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Ireland, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, >50K
61, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,99, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,37, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
52, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Greece, >50K
59, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,50, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
22, Local-gov, Doctorate, Never-married, Sales, Own-child, Other, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Japan, <=50K
52, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
23, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Local-gov, Some-college, Never-married, Sales, Husband, White, Male,0,0,54, Haiti, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
46, Private, Prof-school, Never-married, Sales, Unmarried, White, Male,7140,0,70, United-States, >50K
40, Local-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
54, Self-emp-inc, Masters, Married-spouse-absent, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,2040,50, United-States, <=50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,25, Columbia, <=50K
51, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, 1st-4th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,38, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,1812,47, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Greece, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,44, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,45, Ecuador, >50K
45, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,1731,40, United-States, <=50K
53, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, Germany, >50K
59, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, <=50K
63, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,1887,35, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,54, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,55, South, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,35, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Own-child, Black, Male,0,0,12, United-States, <=50K
26, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,27, United-States, <=50K
55, Private, 1st-4th, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,38, Germany, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
74, State-gov, Doctorate, Widowed, Protective-serv, Unmarried, White, Male,0,0,5, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,42, Guatemala, >50K
37, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,1902,40, United-States, >50K
21, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,48, Peru, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Portugal, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, State-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Germany, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, Jamaica, >50K
39, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Nicaragua, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, United-States, >50K
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,74, United-States, >50K
65, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5537,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1908,40, Laos, >50K
21, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Divorced, Machine-op-inspct, Wife, Black, Male,0,0,25, United-States, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Peru, <=50K
30, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,99999,0,60, Columbia, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,20, England, <=50K
60, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,80, United-States, <=50K
