47, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
65, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Germany, <=50K
47, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,50, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, >50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,20, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
56, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,30, India, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Ireland, <=50K
25, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, >50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,2284,30, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Haiti, >50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Jamaica, >50K
28, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Thailand, <=50K
23, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, South, >50K
71, Private, 7th-8th, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,3103,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,21, Italy, >50K
31, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,45, South, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Taiwan, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, China, <=50K
31, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,54, United-States, >50K
38, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Ireland, <=50K
42, Private, HS-grad, Separated, Exec-managerial, Husband, Other, Male,0,0,38, Japan, <=50K
54, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,23, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, Cuba, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,24, United-States, <=50K
78, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,3305,0,30, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,5178,0,45, United-States, <=50K
69, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,45, United-States, >50K
35, Private, 7th-8th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Italy, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,68421,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
36, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,2519,88, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Poland, <=50K
22, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,12, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Philippines, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,7687,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,45, Greece, <=50K
23, Private, 11th, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
65, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
50, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,42, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Separated, Sales, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,26, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,15, United-States, <=50K
71, Self-emp-not-inc, Assoc-voc, Separated, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Columbia, >50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,54, United-States, <=50K
60, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,95, Ecuador, <=50K
60, Private, Some-college, Married-spouse-absent, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Separated, Transport-moving, Husband, White, Female,0,0,50, Portugal, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, Trinadad&Tobago, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,4913,0,40, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, England, <=50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,10550,0,50, United-States, <=50K
27, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Greece, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
41, State-gov, HS-grad, Married-spouse-absent, Exec-managerial, Unmarried, Black, Male,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,60, United-States, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
61, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, China, >50K
32, Private, Some-college, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,54, Puerto-Rico, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,7298,0,40, Honduras, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,54, Thailand, >50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,36, United-States, <=50K
38, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
25, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1670,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,46, Iran, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,43, United-States, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1977,65, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Canada, >50K
40, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Honduras, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,35, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Peru, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
43, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Mexico, <=50K
36, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1682,40, United-States, <=50K
46, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Greece, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
41, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Japan, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
62, Private, HS-grad, Separated, Farming-fishing, Unmarried, Other, Male,0,0,24, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
59, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, China, >50K
34, Private, Some-college, Widowed, Tech-support, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
53, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,30, Taiwan, <=50K
52, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,17, Laos, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1721,48, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,65, Vietnam, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
67, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,36856,0,40, France, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,60, Cambodia, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,54, United-States, <=50K
31, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, China, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Vietnam, >50K
45, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,44, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1886,40, Ecuador, >50K
61, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7298,0,55, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2134,40, Ecuador, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,84, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,1, Philippines, <=50K
29, Federal-gov, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1902,40, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,62, United-States, >50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
