33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Nicaragua, <=50K
22, Private, 10th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,30, Jamaica, <=50K
33, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,52, China, <=50K
68, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Philippines, <=50K
52, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
21, Self-emp-not-inc, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
72, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1978,60, United-States, >50K
44, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2224,35, Cuba, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386,0,30, United-States, >50K
50, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,4336,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Honduras, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Trinadad&Tobago, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, United-States, <=50K
32, Private, Masters, Never-married, Adm-clerical, Husband, Other, Male,0,1801,60, United-States, >50K
54, Private, 9th, Separated, Adm-clerical, Unmarried, Other, Male,0,0,35, United-States, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, State-gov, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,50, Guatemala, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,67, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Wife, White, Male,0,1902,40, England, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, India, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,32, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,36, United-States, <=50K
24, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Japan, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Nicaragua, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,20, Yugoslavia, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, China, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
51, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, >50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Italy, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,8, Guatemala, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,3393,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,25182,0,40, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,71, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,10, United-States, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3855,0,90, United-States, >50K
45, Self-emp-inc, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Peru, >50K
32, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,6579,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Germany, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,1887,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,5267,0,50, United-States, >50K
33, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
68, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
33, Private, Bachelors, Divorced, Protective-serv, Wife, Other, Male,0,0,60, United-States, <=50K
29, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,1902,40, Peru, >50K
45, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, >50K
56, Private, Masters, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, Thailand, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Nicaragua, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,37, India, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1857,60, United-States, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,30, Mexico, <=50K
51, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3708,0,45, Philippines, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,50, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,33, Peru, <=50K
51, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
47, Private, Masters, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1902,40, United-States, >50K
29, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, India, <=50K
60, Self-emp-not-inc, 7th-8th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
32, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Philippines, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, England, <=50K
36, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,3937,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
36, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
21, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
42, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States, <=50K
40, Private, Some-college, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,32, England, <=50K
27, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
36, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
62, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
30, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, England, <=50K
43, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Ecuador, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,20, Portugal, >50K
57, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, Some-college, Divorced, Tech-support, Wife, White, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
36, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,48, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,65, United-States, <=50K
63, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,45, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Portugal, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, >50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,7298,0,54, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,62, United-States, >50K
19, Private, 10th, Never-married, Craft-repair, Own-child, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,2174,0,54, Laos, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1689,20, South, <=50K
18, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Jamaica, <=50K
49, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,17, United-States, >50K
59, Federal-gov, Masters, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,32, United-States, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,7298,0,40, United-States, <=50K
56, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Protective-serv, Husband, White, Female,0,0,40, Mexico, >50K
45, Private, Bachelors, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,75, United-States, <=50K
38, Local-gov, Bachelors, Separated, Exec-managerial, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,689,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Hong, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Ireland, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,54, Italy, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,3425,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
41, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Vietnam, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,7, Mexico, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, China, >50K
21, Private, 9th, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, >50K
27, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Ecuador, <=50K
32, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, Laos, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1135,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
23, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
68, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,14, Outlying-US(Guam-USVI-etc), >50K
56, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1887,40, United-States, >50K
64, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, South, >50K
25, Private, HS-grad, Separated, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,15, United-States, >50K
29, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Honduras, <=50K
45, State-gov, Masters, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, Canada, >50K
63, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, Peru, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, State-gov, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
33, Private, Assoc-acdm, Divorced, Sales, Unmarried, Black, Male,0,0,36, United-States, <=50K
31, Private, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0,0,40, Guatemala, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
