49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1966,45, United-States, >50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,22, United-States, <=50K
34, Private, Some-college, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,21, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
39, Private, Masters, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Tech-support, Wife, White, Female,0,0,50, United-States, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,36, Puerto-Rico, <=50K
47, Private, Assoc-voc, Divorced, Tech-support, Wife, White, Female,0,0,27, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
48, Local-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,27161,0,67, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3103,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
77, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
45, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
64, Private, 11th, Separated, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
51, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
72, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
63, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,15, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,79, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,39, United-States, <=50K
44, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
53, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
30, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,30, Mexico, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, State-gov, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
41, Private, Masters, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Mexico, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,49, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,1976,21, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
65, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2015,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,5669,0,40, United-States, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1864,84, United-States, <=50K
21, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,23, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,5013,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,2, United-States, >50K
24, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Ecuador, <=50K
68, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1846,60, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
23, Private, Prof-school, Never-married, Farming-fishing, Other-relative, White, Male,0,0,12, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
65, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
36, State-gov, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
57, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Puerto-Rico, >50K
60, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
40, Federal-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,32, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,37, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
69, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,32, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
46, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3355,0,50, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,20, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,21, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
61, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,15024,0,20, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,1977,40, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
45, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
64, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7239,0,45, United-States, <=50K
73, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,35, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1974,60, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
68, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,5435,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
60, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,39, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,60, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,2059,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,50, United-States, >50K
55, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
74, State-gov, 9th, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,54, United-States, >50K
18, Local-gov, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,21, United-States, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-spouse-absent, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
29, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,27335,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
28, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,51, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
49, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Prof-school, Separated, Exec-managerial, Husband, White, Male,5013,0,70, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
78, Self-emp-not-inc, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
32, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, >50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,6764,0,50, United-States, <=50K
23, State-gov, Some-college, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
28, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
56, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
39, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
32, Private, Masters, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,38, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
61, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,60, United-States, >50K
22, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Local-gov, Masters, Widowed, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Doctorate, Never-married, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,13926,0,54, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,2174,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,3, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, United-States, <=50K
44, Private, 9th, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Cuba, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,35, El-Salvador, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Guatemala, <=50K
34, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
40, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,33, United-States, <=50K
28, Private, Bachelors, Widowed, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,1840,45, United-States, <=50K
