27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,13655,0,50, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, France, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, India, <=50K
35, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
45, Self-emp-not-inc, 9th, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, France, <=50K
33, Private, 9th, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, India, <=50K
52, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
49, Local-gov, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,1977,40, India, >50K
31, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
39, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, India, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
30, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,75, Honduras, >50K
31, Private, Masters, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,32, El-Salvador, <=50K
43, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, Other, Male,0,0,60, Ecuador, <=50K
65, Private, 5th-6th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Mexico, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Iran, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,20, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
41, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,39, Ireland, <=50K
31, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Iran, <=50K
38, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, Italy, <=50K
34, Private, Prof-school, Never-married, Exec-managerial, Husband, Other, Female,0,1977,50, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,45, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
54, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Iran, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Columbia, <=50K
25, Local-gov, Some-college, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, South, <=50K
62, State-gov, 10th, Divorced, Sales, Husband, Other, Male,0,0,50, Cambodia, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,50, Outlying-US(Guam-USVI-etc), >50K
24, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, Philippines, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,55, Puerto-Rico, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,60, Poland, >50K
33, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Hungary, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,1740,42, China, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
32, Private, 12th, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,48, Haiti, >50K
35, Private, Bachelors, Never-married, Other-service, Husband, Other, Male,0,0,45, Dominican-Republic, >50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,2175,0,40, Poland, <=50K
38, State-gov, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,15024,0,45, Honduras, >50K
57, Private, HS-grad, Widowed, Transport-moving, Husband, Other, Male,0,0,40, Haiti, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
24, Private, 10th, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
25, State-gov, 11th, Never-married, Craft-repair, Wife, White, Female,0,0,15, Jamaica, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, Haiti, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Honduras, <=50K
23, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, France, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, Trinadad&Tobago, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Iran, >50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Hungary, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
51, Private, Masters, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Female,0,0,40, Hong, >50K
63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,45, Peru, >50K
41, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,45, Thailand, >50K
57, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Cambodia, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Ecuador, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Iran, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,1758,0,40, England, >50K
24, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Scotland, >50K
47, State-gov, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,60, Hong, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,45, Yugoslavia, >50K
44, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Japan, >50K
32, Private, Prof-school, Never-married, Sales, Husband, White, Female,99999,0,40, Guatemala, >50K
28, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, Poland, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Poland, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,52, Columbia, >50K
19, Private, 11th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
24, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,7, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, England, <=50K
48, Local-gov, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, South, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,36, Yugoslavia, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
27, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Laos, >50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, China, >50K
62, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,27, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Hong, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,45, Ireland, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Male,6840,0,40, Greece, <=50K
31, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Own-child, Other, Female,0,0,38, Laos, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
41, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,3211,0,50, England, <=50K
46, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,27, Nicaragua, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5178,0,60, Nicaragua, >50K
23, Private, Bachelors, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Hong, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Honduras, >50K
53, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,15024,0,60, Italy, >50K
45, Private, Assoc-voc, Never-married, Craft-repair, Husband, Other, Male,0,0,45, Philippines, <=50K
32, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,31, Dominican-Republic, <=50K
43, Private, Masters, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Ecuador, >50K
33, State-gov, Masters, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,3081,0,40, India, >50K
54, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,10515,0,40, Cambodia, <=50K
27, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
55, Private, Some-college, Widowed, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
20, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,25, Cambodia, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,25, Honduras, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Ireland, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
59, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,15024,0,40, Vietnam, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Mexico, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Cuba, >50K
51, Private, Bachelors, Divorced, Sales, Husband, White, Female,4567,0,60, El-Salvador, >50K
46, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
37, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Wife, Other, Male,0,0,40, Canada, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Cuba, <=50K
41, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Female,7687,0,50, Portugal, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, Hungary, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,42, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
49, Private, 7th-8th, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Greece, <=50K
39, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
33, Private, HS-grad, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, England, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Ireland, <=50K
28, Private, Bachelors, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,38, Honduras, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, England, >50K
55, Private, 10th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,20, Columbia, <=50K
39, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,44, Vietnam, <=50K
25, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, Greece, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Taiwan, >50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Japan, <=50K
37, Private, 9th, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Thailand, <=50K
28, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Husband, Other, Male,0,0,99, Trinadad&Tobago, <=50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, >50K
55, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,3325,0,50, Iran, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Philippines, <=50K
19, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,7370,0,40, South, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, 7th-8th, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Italy, <=50K
75, Local-gov, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, Cambodia, <=50K
40, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
34, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, Germany, <=50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,4064,0,40, Taiwan, >50K
33, Private, Some-college, Separated, Adm-clerical, Husband, White, Male,0,0,30, Nicaragua, <=50K
25, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, Mexico, <=50K
63, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, Black, Female,10304,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7298,0,40, Cambodia, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,99, Nicaragua, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, China, <=50K
44, State-gov, Some-college, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1977,50, Nicaragua, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,40, Nicaragua, >50K
28, Private, Some-college, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,86, Hong, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2887,0,40, Scotland, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
64, Private, 10th, Widowed, Sales, Husband, Black, Male,0,0,33, Scotland, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,60, Taiwan, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Taiwan, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Cuba, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,36, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,42, Cambodia, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Germany, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
29, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Honduras, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, Scotland, <=50K
27, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,32, Laos, <=50K
58, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,35, England, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Jamaica, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,2368,0,99, China, <=50K
43, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Italy, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,45, Japan, <=50K
28, Private, Some-college, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,52, Greece, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Guatemala, >50K
61, Local-gov, HS-grad, Divorced, Other-service, Wife, Other, Female,0,0,30, France, <=50K
34, Private, 11th, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,48, Yugoslavia, <=50K
24, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,7687,0,45, Guatemala, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, 10th, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,30, Guatemala, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Canada, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Cuba, <=50K
52, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Laos, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,70, Canada, >50K
50, Private, Some-college, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
49, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Dominican-Republic, >50K
34, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
35, Private, Some-college, Never-married, Sales, Husband, Other, Female,0,0,40, Ecuador, >50K
43, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,50, Germany, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Cuba, >50K
49, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,7298,0,40, Taiwan, >50K
31, Local-gov, Prof-school, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Haiti, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1958,54, France, >50K
38, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
48, Self-emp-inc, Some-college, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, Mexico, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48, Scotland, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, France, >50K
47, Private, 9th, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
25, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, Jamaica, <=50K
