61, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
45, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
42, Self-emp-inc, Doctorate, Never-married, Exec-managerial, Husband, White, Male,99999,0,80, Ecuador, >50K
47, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
28, Private, 10th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Other, Male,0,0,65, Hong, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Columbia, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ireland, <=50K
33, State-gov, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,30, Philippines, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,11, Philippines, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, France, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,70, Mexico, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,15024,0,60, Nicaragua, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,8, Vietnam, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
23, Private, 11th, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,90, Laos, >50K
18, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,11, Canada, <=50K
38, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,7298,0,40, India, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Japan, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Hungary, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, >50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Mexico, <=50K
31, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,15, Germany, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,35, Greece, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
61, Self-emp-inc, HS-grad, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,15024,0,40, Hungary, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,16, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Scotland, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Columbia, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Guatemala, >50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
68, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
34, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Laos, <=50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
39, Federal-gov, Prof-school, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,99999,0,35, Columbia, >50K
59, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
35, Private, HS-grad, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Female,0,0,25, Puerto-Rico, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Columbia, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, Laos, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Philippines, <=50K
54, Private, 9th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Peru, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
37, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Italy, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,14180,0,50, Trinadad&Tobago, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Iran, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3222,0,45, Ireland, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
62, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,48, England, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Yugoslavia, >50K
75, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,14, Thailand, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,3829,0,40, Philippines, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, South, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
62, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, Ireland, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, Thailand, >50K
39, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Puerto-Rico, <=50K
23, State-gov, Some-college, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, China, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,0,0,40, Haiti, <=50K
26, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, Honduras, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,88, Yugoslavia, >50K
36, Private, 11th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,30234,0,40, Ireland, >50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
52, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
60, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Iran, <=50K
32, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,15, Laos, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Cambodia, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,3325,0,50, Thailand, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Thailand, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,54, Poland, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,46, Honduras, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
38, Private, 9th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Poland, <=50K
35, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Greece, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,38, Canada, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,13, Vietnam, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, France, <=50K
51, Private, Prof-school, Married-civ-spouse, Sales, Wife, White, Female,99999,0,50, Philippines, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Yugoslavia, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Portugal, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,47, Dominican-Republic, >50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Honduras, >50K
26, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,8, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1978,50, Portugal, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, >50K
42, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Nicaragua, >50K
23, Private, 11th, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Ecuador, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,25, China, <=50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
22, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
49, Private, 9th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, Dominican-Republic, <=50K
23, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, Poland, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, Other, Female,0,0,35, Columbia, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Columbia, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,46, Japan, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Portugal, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, England, <=50K
48, Private, 7th-8th, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
28, Private, HS-grad, Divorced, Other-service, Own-child, Other, Female,0,0,40, Peru, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Philippines, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, Honduras, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,46, Scotland, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Peru, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
41, Local-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
26, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
34, Self-emp-inc, 7th-8th, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,48, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Columbia, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
59, Self-emp-not-inc, 9th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Portugal, <=50K
44, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Vietnam, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Female,0,0,35, Philippines, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,36, Scotland, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, Trinadad&Tobago, <=50K
49, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Peru, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, France, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, Canada, <=50K
31, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
72, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Laos, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Poland, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, France, <=50K
57, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1485,40, Iran, >50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,29, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7021,0,40, Iran, >50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Columbia, >50K
68, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Canada, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3988,0,50, Scotland, >50K
45, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
28, Federal-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, South, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,5323,0,60, Hong, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,35, Peru, <=50K
23, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
28, Local-gov, 12th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Iran, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,45, Yugoslavia, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,42, Japan, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
33, Federal-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
31, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0,0,40, England, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
39, Private, 9th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,10, Canada, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,30, Puerto-Rico, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1557,40, Taiwan, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
48, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Laos, <=50K
32, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Greece, <=50K
34, Private, 9th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
36, Private, Prof-school, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
59, Local-gov, Some-college, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,36, Poland, <=50K
20, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
43, Private, Assoc-voc, Never-married, Protective-serv, Husband, Black, Male,0,0,20, Vietnam, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, Trinadad&Tobago, <=50K
62, Federal-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1903,38, Germany, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, France, >50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,15024,0,40, Cuba, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Vietnam, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Hong, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
35, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Thailand, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1987,40, Dominican-Republic, >50K
67, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,20084,0,40, Mexico, >50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,36, Ecuador, <=50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, Peru, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Japan, >50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,54, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Scotland, >50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Iran, <=50K
33, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Other, Female,0,0,73, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, Cuba, <=50K
25, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, El-Salvador, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Greece, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,125,0,40, Italy, <=50K
