67, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,38, United-States, <=50K
58, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
25, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, Greece, <=50K
33, Private, Some-college, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Scotland, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,3943,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, Haiti, <=50K
49, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Male,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Italy, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, France, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
46, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
29, Local-gov, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,2032,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,49, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, >50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
69, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1887,16, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,2, United-States, <=50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, United-States, >50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1914,40, Yugoslavia, >50K
27, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Thailand, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,72, Philippines, >50K
45, Private, Some-college, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Philippines, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,10132,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,1719,40, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
60, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
39, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,2560,0,40, United-States, <=50K
43, State-gov, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, >50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hungary, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
46, Federal-gov, Bachelors, Separated, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
32, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,45, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
27, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
25, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Hungary, <=50K
38, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, Puerto-Rico, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, State-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
21, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, England, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1597,48, United-States, <=50K
40, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,2596,0,15, United-States, <=50K
25, Private, 10th, Never-married, Craft-repair, Wife, White, Male,3106,0,40, United-States, <=50K
33, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, Ecuador, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, <=50K
52, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, China, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Yugoslavia, >50K
38, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, >50K
54, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,38, Mexico, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,30, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
64, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
46, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1756,49, Hong, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,2861,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,35, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,3313,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Ireland, <=50K
24, Private, Some-college, Widowed, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,48, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5013,0,40, Yugoslavia, >50K
60, Private, 9th, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,3959,0,16, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, France, >50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, China, >50K
40, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,60, Peru, <=50K
38, Private, Masters, Never-married, Sales, Wife, Black, Female,4800,0,40, United-States, <=50K
49, Self-emp-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Cuba, >50K
43, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,1863,20, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,38, Hong, <=50K
54, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Cambodia, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,2559,0,40, Jamaica, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,35, Philippines, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,3053,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
23, Federal-gov, Prof-school, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, India, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, Laos, <=50K
54, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,48, United-States, >50K
22, Self-emp-not-inc, Some-college, Separated, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Laos, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,99, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,35, Guatemala, <=50K
68, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, Greece, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,1852,15, United-States, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Mexico, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,91, England, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Japan, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3080,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Scotland, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,5013,0,40, Nicaragua, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,49, United-States, >50K
47, Private, 9th, Divorced, Exec-managerial, Wife, Black, Female,0,0,35, China, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Mexico, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Portugal, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2531,45, United-States, >50K
45, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,99999,0,65, Columbia, >50K
18, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,21, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Laos, >50K
28, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, Jamaica, <=50K
