43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,16, South, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,8614,0,45, United-States, >50K
45, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
49, Self-emp-not-inc, 10th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Haiti, >50K
32, Local-gov, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, France, <=50K
20, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,60, Ecuador, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, India, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Yugoslavia, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
27, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, Canada, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,55, Portugal, >50K
24, Private, HS-grad, Divorced, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
54, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Nicaragua, >50K
34, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,45, Thailand, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,7687,0,40, India, >50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,42, Ireland, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
63, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,30, Laos, <=50K
54, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
67, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Cuba, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, Haiti, <=50K
48, Private, HS-grad, Never-married, Protective-serv, Wife, Black, Female,0,0,45, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Jamaica, >50K
36, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, >50K
27, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Iran, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,1569,40, Portugal, <=50K
17, State-gov, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Columbia, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,65, Peru, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
32, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Ecuador, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Hong, <=50K
39, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Dominican-Republic, <=50K
61, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,36, Jamaica, >50K
53, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Mexico, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,60, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, India, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,43, Thailand, >50K
20, Private, 11th, Married-spouse-absent, Handlers-cleaners, Own-child, Black, Male,0,0,40, South, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,0,1, El-Salvador, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
71, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, Vietnam, <=50K
35, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Japan, <=50K
80, State-gov, HS-grad, Widowed, Transport-moving, Husband, Other, Female,0,0,20, Honduras, <=50K
52, Private, Masters, Never-married, Machine-op-inspct, Husband, Other, Male,0,1977,40, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Poland, <=50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Ireland, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
32, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,25, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland, <=50K
38, Private, Some-college, Never-married, Transport-moving, Husband, Other, Male,0,0,60, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,37, Portugal, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Germany, <=50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,40, Honduras, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, State-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,45, Hong, <=50K
41, State-gov, Masters, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,53, Thailand, >50K
56, Self-emp-not-inc, Masters, Widowed, Transport-moving, Not-in-family, White, Female,0,0,30, France, <=50K
31, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, Other, Female,0,0,40, Poland, >50K
47, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,1887,45, Vietnam, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Portugal, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
48, Self-emp-inc, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,1125,0,40, Hong, <=50K
53, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
68, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,20, Iran, <=50K
36, Private, Bachelors, Divorced, Sales, Wife, Black, Female,3016,0,40, Scotland, <=50K
42, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female,0,0,40, Trinadad&Tobago, >50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,25, Columbia, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Japan, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, Honduras, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Ireland, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, Other, Male,7687,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,1667,40, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, France, <=50K
27, Private, Some-college, Never-married, Sales, Wife, Other, Male,0,0,40, Peru, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,2122,0,40, Outlying-US(Guam-USVI-etc), >50K
47, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Trinadad&Tobago, >50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Poland, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,60, Peru, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
69, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Greece, >50K
24, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Vietnam, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Guatemala, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,20, Cambodia, <=50K
89, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Poland, <=50K
37, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Scotland, >50K
45, Private, HS-grad, Separated, Exec-managerial, Unmarried, Other, Female,0,0,37, El-Salvador, <=50K
47, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, South, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,25, England, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, England, <=50K
19, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Female,0,0,30, Cambodia, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2409,0,40, Trinadad&Tobago, <=50K
71, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
22, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, Honduras, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, Hungary, <=50K
43, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,0,0,36, Thailand, <=50K
52, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, Yugoslavia, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,5178,0,60, Iran, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, Poland, <=50K
60, Private, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
19, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,1740,40, Cambodia, <=50K
24, Local-gov, 12th, Divorced, Adm-clerical, Own-child, Other, Female,0,0,30, Thailand, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Honduras, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,16, China, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Scotland, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Dominican-Republic, >50K
36, Private, Masters, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Laos, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,50, United-States, >50K
21, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, <=50K
40, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Female,0,0,47, Nicaragua, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Jamaica, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
43, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, Cuba, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
54, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,36, Outlying-US(Guam-USVI-etc), >50K
47, State-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, >50K
20, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,32, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Ecuador, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,50, France, >50K
40, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1887,40, India, >50K
48, Private, Bachelors, Divorced, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
38, Private, 9th, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, France, <=50K
67, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, South, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Cambodia, >50K
52, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,47, South, <=50K
31, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4815,0,40, Peru, >50K
39, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Hong, >50K
51, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, Germany, >50K
47, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
38, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,30, Trinadad&Tobago, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
44, Federal-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Portugal, <=50K
36, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Other, Female,0,0,40, Germany, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Canada, >50K
29, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, India, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
47, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, Honduras, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Peru, >50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Canada, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Guatemala, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,60, Haiti, >50K
32, State-gov, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
69, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Hungary, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Puerto-Rico, >50K
51, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3154,0,40, Japan, >50K
23, Private, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, England, <=50K
37, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,3693,40, Peru, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, El-Salvador, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,6474,0,60, Trinadad&Tobago, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Japan, >50K
38, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,35, Poland, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Hong, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
26, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,99, Jamaica, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Vietnam, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, >50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
58, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, Thailand, <=50K
51, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,3886,0,40, Hungary, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
62, Federal-gov, 1st-4th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
85, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,14, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Poland, >50K
20, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, England, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Cuba, <=50K
31, Private, Bachelors, Separated, Sales, Wife, Other, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, China, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
53, Private, Bachelors, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,15024,0,60, Yugoslavia, >50K
65, Private, Masters, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, Canada, <=50K
49, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
55, Private, Masters, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Italy, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, India, <=50K
41, Federal-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Haiti, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
30, Self-emp-inc, Some-college, Never-married, Farming-fishing, Husband, Black, Female,0,0,40, Hungary, <=50K
49, Private, 10th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
