19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,1740,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,42, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,36, United-States, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,54, United-States, >50K
62, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,4444,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Germany, >50K
43, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Nicaragua, >50K
31, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
25, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,37, United-States, >50K
42, Private, 9th, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
54, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Columbia, >50K
60, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,4491,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
59, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,7298,0,60, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
32, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,1886,40, United-States, >50K
20, Private, 10th, Separated, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1977,40, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,2363,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, 5th-6th, Divorced, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
29, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,15, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,48, United-States, <=50K
45, Private, 1st-4th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, England, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
39, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,24, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Philippines, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Divorced, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
65, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1997,48, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,10, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,2843,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,9951,0,20, United-States, >50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1868,50, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2418,60, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,35, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, Doctorate, Never-married, Prof-specialty, Wife, White, Female,0,1902,32, United-States, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2591,0,40, United-States, >50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, Mexico, <=50K
19, Private, Masters, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
33, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, United-States, >50K
32, Private, 9th, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,20, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3759,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5160,0,52, United-States, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,24, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
48, Self-emp-not-inc, Doctorate, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,70, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3930,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,45, United-States, <=50K
55, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,24, China, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
35, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,8614,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, 9th, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
45, Private, Masters, Never-married, Sales, Husband, Black, Male,9287,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Masters, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Separated, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
62, Private, Masters, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
30, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,50, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
75, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1740,48, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
35, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,65, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,45, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Ireland, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
19, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,1740,25, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
68, Federal-gov, Masters, Divorced, Other-service, Not-in-family, White, Female,5178,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
55, Private, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,7131,0,40, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Mexico, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5013,0,40, United-States, <=50K
34, Private, Some-college, Separated, Transport-moving, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,40, United-States, >50K
39, State-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, >50K
28, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, Mexico, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Other, Male,0,1995,40, United-States, <=50K
50, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,2253,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, >50K
55, Local-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private, 9th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,36, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,2871,0,96, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
40, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,7298,0,40, United-States, >50K
50, Private, 9th, Divorced, Sales, Husband, White, Male,0,0,65, United-States, >50K
43, Private, HS-grad, Separated, Tech-support, Unmarried, Black, Female,0,0,35, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
51, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
45, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Mexico, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
62, Local-gov, 5th-6th, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Mexico, >50K
81, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
86, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, 9th, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1706,50, China, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
