59, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, Puerto-Rico, <=50K
39, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, Mexico, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,60, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,3896,0,40, Philippines, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Scotland, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Peru, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Divorced, Sales, Husband, White, Male,7298,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,4386,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1670,40, South, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1721,15, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
51, Without-pay, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
46, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, China, >50K
54, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1518,45, United-States, >50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Haiti, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1737,50, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,45, France, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,2900,0,45, United-States, <=50K
36, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,80, United-States, >50K
30, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, France, >50K
76, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3108,0,15, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, State-gov, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,41, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
72, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7687,0,54, Germany, >50K
60, Self-emp-inc, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, State-gov, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,38, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,42, United-States, <=50K
34, Private, Masters, Widowed, Tech-support, Own-child, Black, Male,0,0,50, United-States, >50K
38, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Nicaragua, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,30, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,13763,0,50, Hungary, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2592,0,70, United-States, >50K
17, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
52, Self-emp-not-inc, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
39, State-gov, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1590,40, United-States, <=50K
56, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,0,20, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ireland, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,1700,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,45, South, <=50K
36, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
19, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,65, England, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
30, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,65, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,54, United-States, >50K
68, Federal-gov, HS-grad, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, Prof-school, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Separated, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,8, United-States, <=50K
40, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,1664,45, United-States, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2407,60, United-States, >50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
62, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
49, State-gov, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Divorced, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
31, Private, Some-college, Separated, Exec-managerial, Own-child, White, Female,0,0,50, Cambodia, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,48, United-States, <=50K
80, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,15, Haiti, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
40, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,3118,0,30, United-States, <=50K
24, Private, Some-college, Separated, Farming-fishing, Husband, White, Female,0,0,65, United-States, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,69, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
62, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,9445,0,40, United-States, >50K
20, Without-pay, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
62, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
47, Private, Assoc-acdm, Widowed, Tech-support, Unmarried, Black, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, France, <=50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
63, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1876,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 9th, Divorced, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Guatemala, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,2774,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov, 7th-8th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Divorced, Protective-serv, Own-child, White, Female,0,0,30, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,2562,0,20, Greece, <=50K
41, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,6800,0,50, United-States, >50K
66, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,1831,40, South, >50K
51, Self-emp-not-inc, Assoc-voc, Separated, Exec-managerial, Unmarried, Black, Female,0,1671,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,50, China, <=50K
40, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, 9th, Never-married, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
48, Self-emp-inc, Some-college, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
68, Private, HS-grad, Widowed, Sales, Wife, Other, Female,0,0,15, Japan, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1578,45, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,3906,0,45, United-States, <=50K
50, Federal-gov, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
34, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,72, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,99999,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, England, >50K
49, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,32, United-States, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
52, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Japan, >50K
61, Local-gov, 7th-8th, Widowed, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, China, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Bachelors, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,45, United-States, >50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, <=50K
39, State-gov, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, 9th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7301,0,40, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,99999,0,50, United-States, >50K
66, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
61, Federal-gov, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,16, United-States, <=50K
49, State-gov, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, Italy, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
