26, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,9180,0,50, Dominican-Republic, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,7298,0,40, Greece, <=50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Scotland, <=50K
27, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Separated, Exec-managerial, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
54, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,7208,0,50, Honduras, >50K
37, Private, Preschool, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
46, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Germany, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,75, Columbia, >50K
39, Local-gov, Masters, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,60, Scotland, <=50K
30, Private, 9th, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,40, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5048,0,40, Guatemala, <=50K
39, Private, Prof-school, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Peru, <=50K
42, Self-emp-not-inc, Some-college, Separated, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Trinadad&Tobago, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Scotland, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
46, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Black, Female,0,0,30, Vietnam, >50K
28, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,8, Trinadad&Tobago, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, Haiti, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,45, Thailand, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Outlying-US(Guam-USVI-etc), >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Italy, >50K
38, Private, Bachelors, Divorced, Protective-serv, Husband, Amer-Indian-Eskimo, Male,15024,0,45, Trinadad&Tobago, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
40, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,45, Cuba, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, England, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Vietnam, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,1027,0,15, El-Salvador, <=50K
34, Self-emp-not-inc, 11th, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,0,0,27, China, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Canada, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
57, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Dominican-Republic, >50K
37, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,60, Nicaragua, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Haiti, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1891,48, Columbia, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Taiwan, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,20, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,7687,0,40, Poland, >50K
28, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Haiti, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,70, India, >50K
41, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,35, Poland, <=50K
59, Federal-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Nicaragua, <=50K
42, Private, HS-grad, Married-spouse-absent, Tech-support, Husband, Other, Female,0,0,40, Portugal, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1977,40, Puerto-Rico, >50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,20, Italy, <=50K
49, Federal-gov, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,50, South, >50K
17, Private, 12th, Separated, Farming-fishing, Not-in-family, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,50, Laos, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,62, Ireland, <=50K
28, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,50, India, <=50K
42, Private, 11th, Never-married, Exec-managerial, Husband, White, Female,0,0,20, France, >50K
77, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, China, <=50K
39, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
65, Private, Masters, Divorced, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,44, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,5770,0,40, Taiwan, >50K
52, Private, Bachelors, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,8614,0,50, Cuba, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,25, Ecuador, <=50K
25, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
19, Private, Some-college, Separated, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,15, Haiti, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,6442,0,38, Haiti, <=50K
44, Private, Masters, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1876,50, Philippines, >50K
39, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
21, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,20, El-Salvador, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, Mexico, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,35, Thailand, >50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Taiwan, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Scotland, <=50K
36, State-gov, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,24, Hungary, <=50K
26, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, Canada, <=50K
48, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,25, Japan, <=50K
37, Private, 7th-8th, Married-civ-spouse, Tech-support, Wife, Other, Male,7687,0,40, Canada, >50K
37, Private, Some-college, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, England, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Masters, Separated, Sales, Husband, Black, Female,0,0,60, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, >50K
46, Private, Some-college, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, China, >50K
30, Local-gov, Bachelors, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, China, <=50K
28, Private, Some-college, Separated, Tech-support, Husband, Black, Male,0,0,40, Iran, <=50K
25, Private, 10th, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, Vietnam, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Poland, >50K
45, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Husband, Other, Male,0,0,50, Portugal, <=50K
64, Private, 7th-8th, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,10, Poland, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,52, United-States, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Female,15024,0,50, Honduras, >50K
63, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,4634,0,40, Italy, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,5042,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Peru, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,7298,0,40, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Ecuador, >50K
23, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Preschool, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
55, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Male,14573,0,45, Portugal, >50K
36, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
57, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,1900,40, India, <=50K
89, Federal-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,32, Ecuador, <=50K
39, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
40, Private, Masters, Married-spouse-absent, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
44, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,20, Taiwan, >50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Cuba, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,50, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, England, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Germany, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,54, South, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
24, Private, 10th, Never-married, Sales, Husband, Black, Male,0,0,50, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, >50K
59, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Italy, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
31, Private, Doctorate, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,40, Scotland, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, >50K
40, Private, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Japan, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,50, Italy, >50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, Jamaica, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
27, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Ireland, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
60, Federal-gov, Some-college, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
49, Local-gov, Masters, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Ireland, <=50K
26, Private, 10th, Divorced, Protective-serv, Not-in-family, Other, Male,0,0,40, Laos, <=50K
47, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Vietnam, >50K
37, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, England, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, India, <=50K
24, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, Black, Female,0,0,40, Honduras, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Peru, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Germany, >50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Dominican-Republic, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,10, Hungary, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Haiti, <=50K
30, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Female,0,0,40, France, <=50K
25, Private, Masters, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Poland, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, France, <=50K
33, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,27, Outlying-US(Guam-USVI-etc), <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
19, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Canada, <=50K
52, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
47, Private, 10th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,30, Italy, <=50K
29, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, >50K
43, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,4874,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Ireland, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
22, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
37, Private, Bachelors, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7467,0,60, Ecuador, <=50K
67, Private, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Canada, <=50K
85, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, England, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
40, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,20, Hong, >50K
25, Private, 11th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,45, Scotland, <=50K
62, Private, Assoc-acdm, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
61, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,60, Honduras, >50K
50, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, Peru, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
36, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
61, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
68, State-gov, Some-college, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,15, El-Salvador, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,16, Portugal, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,6398,0,40, Taiwan, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Honduras, <=50K
23, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
39, State-gov, Masters, Divorced, Prof-specialty, Husband, Black, Male,0,0,60, Poland, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, South, <=50K
66, Local-gov, HS-grad, Divorced, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,60, Thailand, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, China, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Cambodia, <=50K
52, Private, HS-grad, Widowed, Sales, Husband, White, Female,0,0,40, Cambodia, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Iran, <=50K
25, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,7298,0,40, Haiti, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,7687,0,40, Italy, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, Honduras, <=50K
35, Local-gov, 11th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Dominican-Republic, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,62, Peru, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,24, Puerto-Rico, <=50K
54, Private, Some-college, Widowed, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
38, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Nicaragua, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Peru, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7066,0,40, England, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Poland, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1976,50, Taiwan, >50K
