34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
63, Private, HS-grad, Divorced, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,20, South, <=50K
28, Federal-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
56, Private, Prof-school, Divorced, Other-service, Wife, Black, Female,0,0,40, Japan, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Canada, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, El-Salvador, >50K
36, Private, Bachelors, Separated, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Iran, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,88, El-Salvador, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, <=50K
46, Local-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Hungary, >50K
28, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,62, Hungary, >50K
20, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,45, Greece, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, El-Salvador, <=50K
72, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, El-Salvador, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
56, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,1722,40, El-Salvador, <=50K
50, Private, 9th, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Greece, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,99999,0,20, Cuba, >50K
35, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, Haiti, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1889,40, Puerto-Rico, >50K
27, Local-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, El-Salvador, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Mexico, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Puerto-Rico, >50K
40, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, South, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Ireland, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, Ecuador, <=50K
39, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,4386,0,46, Nicaragua, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
43, State-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,36, Jamaica, <=50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Canada, <=50K
26, Private, 5th-6th, Never-married, Other-service, Unmarried, Black, Male,0,0,35, Mexico, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Peru, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba, >50K
21, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, Guatemala, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Philippines, <=50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,14974,0,35, Cambodia, >50K
47, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Scotland, <=50K
36, Private, 7th-8th, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, >50K
38, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Columbia, >50K
34, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, >50K
49, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, France, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Greece, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,50, Canada, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
53, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Taiwan, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Jamaica, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
32, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, England, <=50K
30, State-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, Honduras, <=50K
70, Federal-gov, Assoc-voc, Widowed, Sales, Not-in-family, White, Female,0,0,30, Italy, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Japan, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,30, Japan, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,60, Jamaica, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
79, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, South, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1747,40, Ecuador, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,2177,80, El-Salvador, >50K
25, Private, Prof-school, Never-married, Adm-clerical, Own-child, Other, Female,0,1830,40, Canada, <=50K
56, State-gov, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,50, Taiwan, <=50K
67, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, Laos, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,60, Vietnam, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Cuba, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Honduras, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, France, <=50K
45, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,40, Philippines, <=50K
32, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, >50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
47, Private, HS-grad, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,30, France, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,99999,0,55, France, >50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,7687,0,60, China, >50K
43, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,7687,0,40, France, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Male,3195,0,30, Greece, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
18, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, England, <=50K
29, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, India, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
25, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Scotland, <=50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, Yugoslavia, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, >50K
42, Private, 10th, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, England, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Scotland, >50K
20, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2608,0,50, Hungary, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
62, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, El-Salvador, >50K
46, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Guatemala, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,50, Germany, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Portugal, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
35, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,64, Jamaica, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, Peru, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, China, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
44, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hong, >50K
46, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
38, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Guatemala, <=50K
20, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, Haiti, <=50K
57, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, Hong, <=50K
27, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
57, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,72, Thailand, <=50K
19, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Male,0,0,20, Mexico, <=50K
27, Local-gov, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,45, Ecuador, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, Poland, <=50K
41, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
59, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
61, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,32, India, <=50K
77, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Scotland, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Ireland, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, State-gov, 7th-8th, Never-married, Sales, Own-child, White, Female,0,0,35, Hong, <=50K
24, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,35, Ireland, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,2198,0,50, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, >50K
48, Private, Doctorate, Never-married, Sales, Not-in-family, White, Female,0,0,45, Italy, <=50K
56, Private, 7th-8th, Never-married, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, Peru, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4722,0,45, Poland, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Without-pay, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,2223,54, El-Salvador, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, South, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Thailand, <=50K
48, Private, 10th, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,33,0,60, Portugal, >50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
68, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,15, Cuba, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,74139,0,50, Germany, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, South, <=50K
51, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Scotland, <=50K
48, Private, HS-grad, Separated, Transport-moving, Wife, White, Female,0,0,40, Philippines, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, India, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Jamaica, <=50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Honduras, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1876,40, Outlying-US(Guam-USVI-etc), >50K
22, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Guatemala, <=50K
31, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Nicaragua, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,60, Hong, <=50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3166,0,60, Nicaragua, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Thailand, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4980,0,40, Japan, >50K
22, Private, Assoc-voc, Never-married, Other-service, Other-relative, White, Female,0,0,15, Greece, <=50K
48, Private, HS-grad, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,75, Portugal, <=50K
40, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
50, Self-emp-inc, Doctorate, Separated, Prof-specialty, Not-in-family, White, Female,0,1749,72, Cuba, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, Italy, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, England, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Hungary, <=50K
47, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Germany, <=50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Guatemala, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,2187,0,50, Trinadad&Tobago, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5027,0,40, Greece, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, Mexico, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
39, Local-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,49943,0,40, Taiwan, <=50K
51, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Haiti, <=50K
53, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,1752,35, Outlying-US(Guam-USVI-etc), <=50K
67, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, Taiwan, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Yugoslavia, <=50K
42, Private, 12th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Ireland, <=50K
51, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
48, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Haiti, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
34, State-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Hong, <=50K
31, Private, 11th, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,35, Greece, <=50K
52, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,50, Jamaica, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
40, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,33, India, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
18, Local-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, China, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Laos, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Iran, <=50K
19, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, South, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, Germany, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,35, Trinadad&Tobago, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, Portugal, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, El-Salvador, <=50K
29, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Haiti, >50K
24, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Scotland, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Guatemala, <=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Thailand, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, Honduras, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Puerto-Rico, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Columbia, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Thailand, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,33, Peru, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Jamaica, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,6582,0,50, Japan, >50K
