19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7298,0,20, Columbia, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Guatemala, <=50K
34, Private, 12th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
52, State-gov, Some-college, Widowed, Prof-specialty, Other-relative, Black, Female,0,0,20, Vietnam, <=50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Italy, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, Iran, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Thailand, >50K
26, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Sales, Wife, Black, Male,5013,0,40, Ireland, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Wife, Other, Male,0,0,40, Honduras, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,37, Hungary, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,80, El-Salvador, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
25, Private, 12th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Philippines, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
33, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,54, Italy, >50K
49, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,99999,0,54, Philippines, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, Jamaica, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, South, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,30, Philippines, <=50K
44, Private, HS-grad, Separated, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, Black, Male,0,0,41, Jamaica, >50K
42, Private, Some-college, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,3880,0,40, Yugoslavia, >50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, Portugal, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,80, Scotland, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Peru, <=50K
41, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Columbia, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, Japan, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Wife, Other, Female,14045,0,40, Hungary, <=50K
59, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Peru, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Columbia, <=50K
45, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1902,40, Taiwan, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,54, Dominican-Republic, <=50K
58, Local-gov, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,45, Haiti, <=50K
61, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,36, India, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, El-Salvador, >50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,1976,45, Ecuador, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Haiti, >50K
37, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,7687,0,40, Jamaica, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,14689,0,40, Germany, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cuba, <=50K
37, Local-gov, 12th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Haiti, <=50K
52, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2695,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,80, United-States, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
44, Private, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,37, England, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, India, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Hong, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
67, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,15, Greece, <=50K
78, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,16, Thailand, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
59, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,45, Ireland, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,4092,0,36, Outlying-US(Guam-USVI-etc), >50K
26, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, Other, Female,0,0,35, Peru, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Guatemala, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Iran, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, Peru, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, Other, Female,0,0,60, United-States, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
21, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,45, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Taiwan, <=50K
45, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,6, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,37, Guatemala, <=50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,45, Haiti, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
32, State-gov, 10th, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, Hong, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Columbia, >50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5013,0,50, Ecuador, >50K
31, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,2505,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,40, Ireland, >50K
50, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,36, Italy, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Yugoslavia, >50K
40, Private, Some-college, Widowed, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,60, Jamaica, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Puerto-Rico, >50K
42, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
36, Private, Masters, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Jamaica, <=50K
40, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, 12th, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Peru, >50K
40, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,35, Italy, <=50K
38, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,40, Portugal, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
32, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,0,1886,69, Cuba, >50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,1874,20, Mexico, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,90, Germany, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,70, South, >50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,4030,0,40, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Assoc-acdm, Never-married, Sales, Wife, Black, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,38, Thailand, <=50K
29, Private, Bachelors, Widowed, Machine-op-inspct, Husband, White, Female,6352,0,40, India, <=50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,10, South, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Female,0,0,50, China, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Japan, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Greece, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,15253,0,60, England, >50K
29, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,45, United-States, <=50K
43, Local-gov, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Poland, <=50K
39, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Iran, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,35, Hungary, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Honduras, >50K
44, Private, 7th-8th, Widowed, Other-service, Unmarried, Other, Male,4082,0,40, India, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,29, Germany, <=50K
32, State-gov, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
30, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7298,0,40, Honduras, <=50K
47, Local-gov, Masters, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,1977,45, Philippines, >50K
48, Private, 12th, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, England, >50K
48, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Peru, <=50K
26, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,50, Italy, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,24, Honduras, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, Canada, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,35, France, <=50K
43, Private, Bachelors, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,54, Ireland, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, >50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, Greece, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Taiwan, >50K
27, Self-emp-inc, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Hong, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,80, Trinadad&Tobago, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
28, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
56, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,15, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,54, Ireland, <=50K
51, Local-gov, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
31, Private, Doctorate, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,5178,0,45, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
53, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Thailand, >50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Yugoslavia, <=50K
20, Private, 11th, Never-married, Tech-support, Own-child, Black, Female,0,1877,15, Poland, >50K
36, Private, HS-grad, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
28, State-gov, 12th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Hong, >50K
57, Federal-gov, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,35, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,18355,0,50, Italy, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Germany, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,60, Thailand, <=50K
50, Private, Some-college, Separated, Prof-specialty, Unmarried, Other, Female,0,0,50, Honduras, <=50K
46, Private, Masters, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,54, Greece, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,54, China, <=50K
60, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
26, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Germany, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, <=50K
50, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,15, Ireland, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Poland, >50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,24, South, <=50K
60, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Taiwan, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, England, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,40, Ireland, <=50K
40, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, >50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,50, India, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, India, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,38, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
22, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,424,0,50, Cuba, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
39, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1952,40, Cuba, >50K
29, Private, Assoc-voc, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,47, Germany, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,38, Poland, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Honduras, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
28, Private, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,7298,0,40, Haiti, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
61, Private, 9th, Widowed, Adm-clerical, Husband, Black, Male,0,0,5, Italy, <=50K
42, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
24, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, Other, Female,0,0,60, India, <=50K
75, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, Vietnam, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,35, Japan, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Nicaragua, >50K
48, Private, 10th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,25, Laos, <=50K
60, Self-emp-inc, HS-grad, Widowed, Tech-support, Wife, White, Female,0,0,40, Iran, <=50K
