39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
30, Private, Bachelors, Divorced, Craft-repair, Wife, Black, Female,0,0,40, Italy, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
38, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,3752,0,50, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,55, Thailand, >50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,3750,0,40, Vietnam, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,8, United-States, <=50K
50, Private, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
42, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,1994,50, Taiwan, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4424,0,40, Peru, <=50K
60, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Portugal, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2098,45, Portugal, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Philippines, >50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
42, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
37, Private, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,65, Honduras, >50K
36, Private, 10th, Divorced, Prof-specialty, Unmarried, Other, Male,7687,0,40, United-States, >50K
25, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,20, Poland, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,27, United-States, >50K
33, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,60, France, <=50K
54, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, England, >50K
29, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,3479,0,40, Hungary, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,5054,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Greece, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Canada, <=50K
46, Private, Masters, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,50, Jamaica, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,99999,0,60, Italy, >50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Cambodia, >50K
36, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
31, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,24, England, <=50K
19, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Laos, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,45, Laos, <=50K
55, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,46, United-States, >50K
26, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,40, Germany, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Peru, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,84, Thailand, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,20, Ireland, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,60, Nicaragua, <=50K
50, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
36, Self-emp-not-inc, 7th-8th, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
29, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1902,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Doctorate, Divorced, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, >50K
22, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,4, Philippines, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,7298,0,35, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,50, Honduras, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ecuador, >50K
38, Private, Masters, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, Portugal, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, >50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, Private, 10th, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,16, Thailand, <=50K
47, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,60, South, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,45, Philippines, <=50K
47, Private, Masters, Divorced, Tech-support, Own-child, Other, Male,0,0,35, Mexico, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Hungary, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, >50K
33, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, India, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,54, Peru, >50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1977,50, Hong, >50K
58, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Nicaragua, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,99999,0,60, Jamaica, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
51, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
49, Local-gov, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Nicaragua, >50K
44, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Greece, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
33, Local-gov, Assoc-voc, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, >50K
48, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
68, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,50, France, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
66, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
41, Private, Doctorate, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Vietnam, <=50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,60, France, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,48, Iran, >50K
73, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,50, Peru, <=50K
21, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,60, France, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Yugoslavia, >50K
60, Private, Bachelors, Widowed, Protective-serv, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
53, Private, Assoc-acdm, Divorced, Transport-moving, Wife, White, Female,0,0,40, Laos, >50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,48, Cambodia, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
18, Private, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
59, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, China, >50K
30, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,40, Cambodia, >50K
35, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, Columbia, <=50K
28, Private, Bachelors, Widowed, Exec-managerial, Husband, Black, Female,0,0,40, England, <=50K
48, Private, Some-college, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Italy, <=50K
68, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,40, Cambodia, <=50K
19, Private, 11th, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,30, Greece, <=50K
26, Private, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ireland, <=50K
31, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
66, Local-gov, 9th, Divorced, Machine-op-inspct, Husband, White, Male,0,0,20, Ireland, <=50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,55, Ecuador, <=50K
47, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,2027,40, Holand-Netherlands, >50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Italy, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
37, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Hong, >50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, <=50K
37, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, Other, Male,2174,0,40, England, >50K
37, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Other-relative, Other, Male,0,0,40, Portugal, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Poland, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Greece, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Japan, <=50K
44, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,45, Jamaica, >50K
24, State-gov, 11th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,32, Laos, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Yugoslavia, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,5441,0,40, Jamaica, <=50K
40, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Columbia, <=50K
44, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
39, State-gov, 10th, Divorced, Sales, Husband, Other, Male,7687,0,40, Cambodia, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
36, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, Portugal, >50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,60, Columbia, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
68, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Ecuador, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, South, <=50K
60, State-gov, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Hong, <=50K
56, Private, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
38, Private, 10th, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
47, State-gov, 7th-8th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1734,45, Hong, <=50K
55, Private, Masters, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Haiti, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,60, Greece, >50K
90, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, Greece, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
26, Private, Masters, Never-married, Exec-managerial, Husband, Black, Male,10033,0,70, Philippines, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,30, France, <=50K
38, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
26, Private, Masters, Never-married, Sales, Other-relative, White, Female,0,0,40, Portugal, <=50K
53, Private, Some-college, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,46, Jamaica, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
38, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, >50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
44, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,50, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
50, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, El-Salvador, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Japan, <=50K
63, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Female,0,0,16, England, <=50K
41, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
48, State-gov, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, India, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,75, Yugoslavia, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
50, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, Thailand, <=50K
24, Private, Some-college, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1739,36, United-States, <=50K
41, Self-emp-inc, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,35, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
32, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Black, Female,0,0,36, Portugal, <=50K
27, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,35, Germany, <=50K
44, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, >50K
45, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,36, Columbia, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,89, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,13, India, <=50K
32, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,45, Laos, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
54, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,7298,0,60, Peru, >50K
22, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,45, Puerto-Rico, >50K
32, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, France, <=50K
20, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,20, Poland, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1897,75, Philippines, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,45, India, >50K
67, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, Japan, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,45, Taiwan, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
25, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,70, Puerto-Rico, <=50K
40, Local-gov, Some-college, Never-married, Craft-repair, Other-relative, Other, Male,4039,0,40, England, >50K
36, State-gov, Preschool, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Cambodia, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,54, Germany, <=50K
23, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cambodia, >50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
57, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,1979,60, Vietnam, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Philippines, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
21, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, England, <=50K
35, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
47, Federal-gov, Bachelors, Divorced, Exec-managerial, Wife, White, Male,7298,0,40, Canada, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
42, Private, Assoc-acdm, Separated, Adm-clerical, Husband, White, Female,0,0,50, South, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
35, Private, 9th, Divorced, Craft-repair, Husband, Black, Male,0,0,50, Haiti, <=50K
62, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,60, Holand-Netherlands, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
36, Private, Prof-school, Married-spouse-absent, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1902,40, Scotland, <=50K
