43, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Honduras, >50K
63, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
53, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
66, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Haiti, <=50K
33, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
48, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
35, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
27, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1588,40, United-States, <=50K
17, State-gov, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,65, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Other-relative, Black, Male,0,0,30, Iran, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,70, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,32, Haiti, <=50K
61, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,7560,0,36, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,2, Italy, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Cambodia, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
78, State-gov, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Separated, Transport-moving, Husband, White, Female,0,0,60, Iran, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
22, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Canada, >50K
47, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,54, United-States, >50K
55, Self-emp-not-inc, Bachelors, Widowed, Tech-support, Not-in-family, White, Female,0,0,32, Poland, >50K
30, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States, >50K
40, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
48, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,2317,0,40, United-States, <=50K
52, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
67, Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, Husband, White, Male,1379,0,20, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Wife, White, Female,4386,0,40, United-States, <=50K
41, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, >50K
23, Private, 11th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,25, Germany, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
50, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,1625,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Poland, <=50K
27, Local-gov, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,2066,0,40, United-States, <=50K
46, State-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Iran, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
69, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,32, Jamaica, <=50K
39, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, >50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Canada, <=50K
89, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,38, India, <=50K
46, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,37, United-States, <=50K
35, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, Other, Male,0,0,25, Mexico, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, Vietnam, <=50K
18, Private, 11th, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,15, Mexico, <=50K
19, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Female,0,0,30, Cambodia, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,3571,0,40, United-States, <=50K
70, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
22, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Poland, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,25, United-States, <=50K
42, Private, Bachelors, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,38, United-States, <=50K
51, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,60, United-States, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
59, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,1671,40, Columbia, <=50K
24, Local-gov, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,20, El-Salvador, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,45, Hong, >50K
36, Private, Some-college, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
23, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
32, Self-emp-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,48, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,60, Germany, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, Other, Male,99999,0,40, United-States, >50K
46, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Honduras, <=50K
20, Private, Doctorate, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, Thailand, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
43, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Jamaica, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Peru, <=50K
39, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,1848,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
67, Self-emp-inc, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, Canada, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,48, United-States, <=50K
31, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,5987,0,40, United-States, >50K
39, Private, 12th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Puerto-Rico, >50K
46, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,54, United-States, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba, >50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Thailand, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Columbia, <=50K
40, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,60, United-States, >50K
32, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3936,0,40, United-States, >50K
23, Private, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,42, Scotland, <=50K
56, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,3697,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Laos, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
37, Self-emp-inc, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
26, Private, Bachelors, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,72, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
50, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,4903,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ecuador, >50K
61, Federal-gov, 5th-6th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
80, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
48, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,12, Hungary, <=50K
31, Private, HS-grad, Separated, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
53, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,15024,0,60, Vietnam, >50K
64, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, <=50K
49, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
41, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7756,0,50, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Canada, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,24, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Germany, <=50K
39, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Portugal, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
80, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,16, Germany, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,35, Hong, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,3267,0,40, Portugal, <=50K
44, Private, Masters, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, Columbia, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Scotland, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,24, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,38, England, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,3, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,53, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Vietnam, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,38, Dominican-Republic, <=50K
39, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7298,0,54, United-States, >50K
