21, Private, HS-grad, Married-spouse-absent, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,24, Dominican-Republic, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, United-States, >50K
52, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, South, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,7687,0,40, Cuba, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,15024,0,62, Vietnam, >50K
30, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, El-Salvador, <=50K
23, Local-gov, HS-grad, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,2788,0,50, Ecuador, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Hungary, <=50K
44, Private, 5th-6th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,45, Laos, >50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
57, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,42, Trinadad&Tobago, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, South, <=50K
29, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
55, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, Holand-Netherlands, >50K
35, Private, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,35, France, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,35, Iran, >50K
50, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, <=50K
63, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Peru, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, South, <=50K
21, Private, 7th-8th, Divorced, Other-service, Own-child, White, Female,0,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
60, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, El-Salvador, <=50K
33, Private, 12th, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, >50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, France, <=50K
77, Private, 9th, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, England, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, South, <=50K
34, Local-gov, Doctorate, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, Some-college, Widowed, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
37, Self-emp-inc, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Peru, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Laos, >50K
34, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
69, Local-gov, 1st-4th, Widowed, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,10, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
30, Private, Assoc-voc, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
26, Private, 12th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,50, El-Salvador, >50K
57, Self-emp-not-inc, 9th, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,16, Poland, <=50K
32, State-gov, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,52, Japan, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Female,0,0,40, Jamaica, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, Holand-Netherlands, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Ecuador, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Taiwan, <=50K
60, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Vietnam, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
44, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, White, Male,0,0,51, Greece, >50K
25, Private, Bachelors, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
34, Local-gov, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Holand-Netherlands, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,25, China, <=50K
62, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,40, France, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hungary, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
77, Self-emp-not-inc, 1st-4th, Widowed, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Trinadad&Tobago, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
38, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Vietnam, >50K
40, Private, Bachelors, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
26, Federal-gov, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Honduras, <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,15024,0,50, Ireland, >50K
31, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,99999,0,40, Guatemala, >50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
32, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Germany, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,15024,0,80, Thailand, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
29, Private, Some-college, Divorced, Farming-fishing, Own-child, Black, Male,0,0,40, Jamaica, <=50K
39, Private, 10th, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
27, State-gov, Assoc-voc, Never-married, Sales, Unmarried, Black, Male,0,0,35, Japan, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, Mexico, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
48, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,40, El-Salvador, >50K
19, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
37, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,45, Japan, >50K
47, Private, 9th, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,75, Columbia, >50K
33, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,40, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Japan, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Hungary, >50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Haiti, >50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,45, England, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
42, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,44, England, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Taiwan, >50K
38, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Yugoslavia, >50K
33, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
42, Private, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, <=50K
61, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,32, Ireland, <=50K
25, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,35, Iran, <=50K
51, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, India, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,20, South, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, Hong, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,1877,40, India, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,87, India, <=50K
69, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,35, Germany, <=50K
32, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Peru, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,50, Thailand, >50K
26, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,1902,40, Cuba, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1514,62, Trinadad&Tobago, >50K
36, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, United-States, >50K
23, Private, 1st-4th, Separated, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,5, Ecuador, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Laos, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Ireland, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Female,0,0,40, China, <=50K
21, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Dominican-Republic, <=50K
57, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Jamaica, >50K
30, Private, HS-grad, Separated, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,70, Honduras, >50K
39, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, Holand-Netherlands, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Nicaragua, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, Greece, <=50K
24, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
38, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, Other, Male,4975,0,44, Scotland, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,35, Hong, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
80, Private, HS-grad, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,18, Germany, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, India, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
34, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,13850,0,35, Yugoslavia, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,45, Thailand, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,45, Vietnam, >50K
47, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
63, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,42, Holand-Netherlands, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Poland, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hungary, <=50K
30, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
50, Federal-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Thailand, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,7687,0,40, Thailand, <=50K
41, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Cuba, >50K
46, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1902,40, Holand-Netherlands, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Cambodia, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,40, Haiti, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,60, Nicaragua, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, Holand-Netherlands, >50K
45, State-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, France, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
64, Self-emp-not-inc, Preschool, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Protective-serv, Husband, Other, Male,0,0,40, South, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Holand-Netherlands, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, Haiti, >50K
69, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Black, Male,9511,0,45, El-Salvador, >50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Greece, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,15024,0,60, Dominican-Republic, >50K
32, Private, Some-college, Separated, Sales, Own-child, Other, Female,0,0,40, Columbia, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
70, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, Black, Female,0,0,20, Ireland, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, Taiwan, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Greece, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,2905,0,60, Hungary, >50K
28, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Taiwan, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,27, Ireland, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,1902,50, China, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Ireland, <=50K
39, Federal-gov, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Laos, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,30, Mexico, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,24, Scotland, <=50K
59, Private, HS-grad, Separated, Other-service, Husband, Asian-Pac-Islander, Female,0,0,36, Scotland, <=50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Germany, <=50K
44, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,15, Cambodia, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, >50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Dominican-Republic, <=50K
51, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7298,0,50, United-States, >50K
19, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Trinadad&Tobago, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
59, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, Holand-Netherlands, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,23, Thailand, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,1887,40, Canada, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, Haiti, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Wife, White, Female,4248,0,20, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, France, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,35, Holand-Netherlands, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, France, <=50K
37, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,10520,0,40, Thailand, >50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Dominican-Republic, >50K
80, Self-emp-not-inc, 1st-4th, Widowed, Other-service, Husband, Black, Male,0,0,30, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Italy, >50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,60, Laos, >50K
44, Private, 11th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, Holand-Netherlands, <=50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,54, Cuba, <=50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Vietnam, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Trinadad&Tobago, >50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, Cambodia, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
50, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,1977,40, Nicaragua, <=50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Italy, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,15024,0,40, France, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, >50K
24, Self-emp-not-inc, Masters, Never-married, Tech-support, Husband, Black, Female,0,0,45, Vietnam, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, France, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Holand-Netherlands, <=50K
