27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
58, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Separated, Tech-support, Own-child, White, Female,0,0,35, Greece, <=50K
17, Private, 12th, Never-married, Sales, Other-relative, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,38, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,84, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,27, United-States, <=50K
41, Private, Masters, Separated, Exec-managerial, Husband, White, Male,4423,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1701,40, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, France, >50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,1877,30, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2397,40, United-States, >50K
50, Local-gov, Some-college, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,50, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7630,0,45, Japan, >50K
21, Private, Prof-school, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-inc, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,1157,99, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Doctorate, Separated, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,17, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
20, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,7687,0,40, United-States, >50K
36, Local-gov, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
59, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Masters, Separated, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
30, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,38, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
63, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,22, United-States, <=50K
35, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
69, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,69, United-States, >50K
40, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,8, Taiwan, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,72, United-States, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,50, China, <=50K
51, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States, <=50K
43, State-gov, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,1750,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,3342,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,3103,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1900,50, United-States, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
51, Local-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,3103,0,48, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,32, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,4386,0,40, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
50, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,1977,40, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,1993,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, 12th, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, >50K
65, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, >50K
74, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,24, Philippines, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
57, Private, 9th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,4099,0,40, Portugal, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
61, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65, United-States, >50K
51, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Private, 5th-6th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,4075,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,3005,0,25, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
37, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1950,50, United-States, >50K
37, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Haiti, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,25, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1715,40, United-States, <=50K
60, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,3408,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, 10th, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Dominican-Republic, <=50K
57, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
63, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,1977,99, United-States, >50K
27, Local-gov, 11th, Never-married, Sales, Not-in-family, White, Female,0,1615,60, United-States, >50K
26, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,77, United-States, >50K
46, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, India, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,1751,2, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Germany, <=50K
26, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,72, United-States, <=50K
40, Private, 10th, Divorced, Transport-moving, Wife, White, Female,0,0,37, United-States, >50K
38, Private, HS-grad, Widowed, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
44, Private, Assoc-acdm, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,32, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,4135,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
52, Local-gov, Bachelors, Separated, Other-service, Wife, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3930,0,80, United-States, >50K
32, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
77, Self-emp-not-inc, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Sales, Unmarried, White, Male,0,0,80, Germany, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2273,40, United-States, >50K
61, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,12, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,31, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,3200,0,40, United-States, <=50K
