38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
74, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,54, United-States, <=50K
49, State-gov, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,38, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Sales, Husband, White, Male,0,2106,45, United-States, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,7272,0,47, United-States, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,27, United-States, <=50K
27, Private, 10th, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3169,0,10, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,49, Poland, <=50K
65, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2379,80, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,1810,20, United-States, <=50K
60, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,2250,45, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
43, State-gov, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
63, Self-emp-not-inc, Doctorate, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, United-States, <=50K
49, State-gov, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
28, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
52, Private, Masters, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Self-emp-not-inc, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,3219,0,40, United-States, >50K
33, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, <=50K
51, Self-emp-not-inc, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
61, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,5013,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, >50K
60, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
69, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
23, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Separated, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,47, United-States, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
39, State-gov, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,80, United-States, <=50K
37, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
67, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,39451,0,40, India, >50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
50, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Prof-school, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
46, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
23, Self-emp-not-inc, Some-college, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,27, United-States, <=50K
49, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
36, Local-gov, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
52, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,3384,0,32, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,27, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, >50K
22, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
72, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,9, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, India, <=50K
56, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,0,0,39, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-spouse-absent, Tech-support, Husband, Other, Male,7298,0,50, United-States, >50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Mexico, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Canada, >50K
33, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Federal-gov, Prof-school, Married-civ-spouse, Tech-support, Wife, White, Female,0,2207,6, United-States, >50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
56, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,99999,0,38, United-States, >50K
38, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
68, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
74, Private, Prof-school, Divorced, Prof-specialty, Husband, White, Male,39796,0,60, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, >50K
50, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
38, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,56, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,40, United-States, >50K
26, State-gov, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,45, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40, United-States, >50K
25, State-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,55, Greece, <=50K
44, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,80, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4070,0,40, United-States, <=50K
55, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,4, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Wife, Black, Female,0,0,38, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Sales, Other-relative, Black, Female,0,0,35, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,54, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,3305,0,32, United-States, <=50K
61, Self-emp-not-inc, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,857,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,67, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,20, United-States, <=50K
51, State-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,33015,0,40, United-States, >50K
36, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2419,36, United-States, >50K
57, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,4403,0,60, United-States, <=50K
33, State-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,10534,0,50, United-States, <=50K
27, Self-emp-inc, 12th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,55, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1886,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
48, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
59, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,14814,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,50, United-States, >50K
35, Private, Prof-school, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2401,54, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1886,60, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
29, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
44, Self-emp-not-inc, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, 12th, Never-married, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
43, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
43, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
76, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Separated, Adm-clerical, Wife, Black, Female,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4032,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-spouse-absent, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1740,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
