47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
34, Without-pay, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,33, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Peru, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
31, Self-emp-not-inc, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
62, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,2, Canada, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,24, Japan, <=50K
57, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Philippines, >50K
28, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Female,0,1848,50, Guatemala, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,36, United-States, >50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
47, State-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Local-gov, Some-college, Widowed, Farming-fishing, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
39, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,2440,50, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,43, United-States, >50K
62, Self-emp-inc, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,65, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, Vietnam, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
26, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
58, Without-pay, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,60, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,50, Canada, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,60, Japan, <=50K
28, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Peru, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Cuba, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,32, Hong, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,5013,0,50, United-States, >50K
51, Local-gov, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private, 9th, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
30, State-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, South, <=50K
27, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,52, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
58, Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,7687,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,40, Philippines, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1876,45, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
27, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,2297,65, Thailand, >50K
34, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, 11th, Divorced, Sales, Wife, White, Male,0,0,33, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
68, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,20, Poland, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
47, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1887,40, United-States, <=50K
40, Local-gov, Assoc-voc, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,45, Vietnam, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
29, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,1880,50, Guatemala, <=50K
47, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Iran, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, India, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Columbia, >50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,24, South, <=50K
52, Private, 7th-8th, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
75, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2380,40, South, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, England, <=50K
55, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Vietnam, <=50K
27, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Mexico, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,4415,0,50, United-States, <=50K
34, Private, Masters, Divorced, Tech-support, Wife, White, Female,0,0,30, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, Canada, <=50K
34, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Canada, <=50K
27, Private, 9th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Widowed, Prof-specialty, Wife, White, Female,0,0,30, Laos, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
75, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Trinadad&Tobago, >50K
20, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Jamaica, <=50K
29, Local-gov, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,25, Puerto-Rico, <=50K
59, Self-emp-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,34, United-States, <=50K
26, State-gov, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,4, Poland, <=50K
44, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
57, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Scotland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Germany, <=50K
33, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,33, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,33, Vietnam, <=50K
28, Private, 11th, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,5, Canada, <=50K
58, State-gov, Masters, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,2369,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Private, 12th, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,30, United-States, <=50K
31, Private, Assoc-acdm, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Sales, Wife, Black, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Widowed, Exec-managerial, Wife, White, Female,0,0,30, Mexico, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
66, Federal-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,7687,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4963,0,50, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
70, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,8013,0,40, United-States, <=50K
35, Private, Masters, Never-married, Machine-op-inspct, Wife, White, Male,8993,0,40, Cambodia, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
37, Private, 11th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Laos, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Hungary, <=50K
38, Private, Assoc-voc, Divorced, Prof-specialty, Wife, Black, Male,9180,0,32, United-States, <=50K
52, Private, 10th, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
74, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Male,0,0,27, Philippines, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, 7th-8th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, South, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,20, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Honduras, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Peru, <=50K
40, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, 7th-8th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Philippines, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Ecuador, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,35, Canada, <=50K
23, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
45, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
31, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,73, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,24, India, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, Masters, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, 11th, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
56, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,35, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,66, Greece, <=50K
44, Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7375,0,40, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Widowed, Machine-op-inspct, Wife, White, Female,0,0,40, Peru, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
47, State-gov, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,27, Outlying-US(Guam-USVI-etc), >50K
48, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,3287,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
46, Private, Prof-school, Divorced, Other-service, Unmarried, Black, Female,0,0,36, United-States, <=50K
50, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
32, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1592,40, United-States, <=50K
44, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,3, United-States, <=50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,25, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Japan, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Female,0,0,12, Italy, <=50K
50, Private, 10th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1742,45, United-States, <=50K
24, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,44, United-States, <=50K
52, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
61, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Honduras, <=50K
27, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,35, United-States, >50K
39, Private, Assoc-voc, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,36, El-Salvador, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
22, State-gov, Masters, Separated, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, Japan, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,45, Honduras, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia, <=50K
49, Private, 9th, Widowed, Prof-specialty, Unmarried, White, Female,0,0,6, United-States, <=50K
69, Private, 1st-4th, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,27, Portugal, <=50K
62, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,60, United-States, >50K
26, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, United-States, >50K
