50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
50, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5262,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
47, Private, 10th, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
28, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4058,0,45, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1669,40, United-States, <=50K
55, State-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K
29, Private, Masters, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84, United-States, >50K
46, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
25, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Scotland, <=50K
56, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,29, United-States, <=50K
36, Private, HS-grad, Divorced, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,15, United-States, <=50K
45, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,73, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Canada, <=50K
90, Local-gov, 7th-8th, Widowed, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
64, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,56438,0,54, United-States, >50K
44, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Cuba, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,2339,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,2, United-States, <=50K
60, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,29, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
68, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,4, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, State-gov, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,1977,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
71, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,2972,0,60, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,25, Philippines, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,29, United-States, <=50K
65, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,52221,0,50, United-States, >50K
61, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,45, United-States, <=50K
46, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
72, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,10, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Taiwan, <=50K
52, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, 7th-8th, Divorced, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, United-States, <=50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Divorced, Craft-repair, Not-in-family, White, Male,8614,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,50, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Masters, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,2336,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,48, United-States, >50K
52, Local-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,23, United-States, <=50K
37, State-gov, 11th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Scotland, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, El-Salvador, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
31, State-gov, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,70, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, State-gov, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, South, <=50K
38, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
62, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,19910,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Canada, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Guatemala, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,29, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,94, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,25, England, <=50K
27, State-gov, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-spouse-absent, Sales, Husband, White, Female,0,0,99, United-States, <=50K
38, State-gov, 12th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Iran, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,99999,0,40, United-States, >50K
28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, United-States, >50K
52, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
44, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,29, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,1901,40, United-States, >50K
52, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4921,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,25, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
32, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
50, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,99, United-States, <=50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1976,50, United-States, >50K
40, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,29, Philippines, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
75, Local-gov, 1st-4th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
45, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1706,54, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Dominican-Republic, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, >50K
24, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
38, Private, Some-college, Divorced, Farming-fishing, Wife, White, Male,0,0,60, Mexico, <=50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,50, Portugal, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
24, Self-emp-not-inc, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,2162,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,64, Puerto-Rico, <=50K
23, State-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,38, China, <=50K
47, State-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, United-States, <=50K
30, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Male,0,0,40, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2190,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,50, United-States, >50K
22, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,2200,60, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,5265,0,35, United-States, <=50K
