25, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, <=50K
63, Private, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,1972,50, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,60, Hong, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Italy, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,42, France, <=50K
45, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,45, Greece, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,60, El-Salvador, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Italy, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, >50K
34, Local-gov, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, >50K
64, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Female,0,1621,40, Philippines, <=50K
26, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, >50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Ireland, <=50K
24, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,10, Ecuador, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2082,40, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,45, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, England, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,35, Hungary, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,30, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti, <=50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2347,45, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Iran, >50K
56, Private, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,0,35, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1862,40, Peru, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Cambodia, <=50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Scotland, >50K
23, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
65, Federal-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Other, Male,25560,0,50, United-States, <=50K
46, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Iran, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Priv-house-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7581,0,54, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,37, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
26, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Separated, Exec-managerial, Own-child, Black, Male,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
63, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1887,54, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
42, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
57, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,38, Philippines, <=50K
44, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Portugal, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Ireland, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,10, Vietnam, <=50K
51, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, Thailand, <=50K
45, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,60, United-States, >50K
65, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,7863,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,20, Trinadad&Tobago, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,45, Germany, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Prof-school, Never-married, Farming-fishing, Own-child, White, Female,0,0,80, Cuba, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, El-Salvador, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, >50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,40, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Ecuador, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Cuba, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Female,0,0,35, Laos, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
46, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,7488,0,40, United-States, >50K
28, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Hong, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,6791,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Japan, <=50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2373,50, United-States, >50K
55, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1902,54, United-States, <=50K
65, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,15, United-States, <=50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
72, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, Bachelors, Separated, Other-service, Husband, White, Female,0,0,22, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,50, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
37, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,50, Dominican-Republic, >50K
26, Private, Assoc-acdm, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1882,65, United-States, >50K
50, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Yugoslavia, >50K
29, Private, Bachelors, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, South, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,60, El-Salvador, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,7687,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
38, Private, 10th, Separated, Adm-clerical, Unmarried, Black, Male,0,0,45, Scotland, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,70, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Cambodia, <=50K
65, Private, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,23, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, France, <=50K
46, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
75, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,2175,0,40, United-States, <=50K
75, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Husband, Black, Male,0,0,20, Italy, <=50K
58, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,80, United-States, <=50K
45, State-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1887,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,10, United-States, <=50K
39, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
57, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Preschool, Widowed, Prof-specialty, Own-child, White, Male,0,0,52, Jamaica, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,60, United-States, >50K
32, Federal-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Local-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, South, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Philippines, <=50K
22, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ireland, <=50K
37, Private, HS-grad, Separated, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,20, Thailand, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3109,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,7298,0,40, India, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
37, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
77, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, >50K
64, Private, Doctorate, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
41, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
53, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1511,40, France, <=50K
33, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
66, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,20, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States, >50K
59, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
50, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,40, United-States, <=50K
38, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2466,0,40, United-States, >50K
35, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Hungary, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Hungary, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
55, Local-gov, 10th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, England, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, >50K
24, Private, Doctorate, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Ireland, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, Honduras, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,5332,0,45, United-States, >50K
63, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,37, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
37, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1977,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
