25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,48, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
51, Local-gov, 5th-6th, Divorced, Sales, Wife, Black, Male,0,1977,38, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,65, Poland, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Laos, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Poland, >50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
28, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
45, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Peru, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Dominican-Republic, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,2256,0,45, Italy, <=50K
29, Private, Doctorate, Never-married, Other-service, Unmarried, White, Male,0,0,6, Columbia, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,80, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,80, Philippines, <=50K
40, Local-gov, Some-college, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,80, United-States, <=50K
51, State-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,75, Mexico, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
20, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Haiti, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
68, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,16, Japan, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1876,25, United-States, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
25, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1977,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Ecuador, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Germany, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,12711,0,50, Poland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, Dominican-Republic, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Puerto-Rico, >50K
27, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, Ireland, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,25, Portugal, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Ireland, <=50K
65, Federal-gov, Doctorate, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15938,0,2, Columbia, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
83, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,18, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ireland, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,20, Hungary, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Nicaragua, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,17, United-States, >50K
42, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, >50K
39, Private, 12th, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,60, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
30, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, United-States, >50K
21, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,2403,40, Hong, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
32, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,4393,0,24, England, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,48, Guatemala, <=50K
27, Private, 7th-8th, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,45, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
24, Private, Masters, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
52, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Ireland, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,3592,0,40, Germany, >50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,50, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Peru, >50K
32, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,15024,0,50, Hong, >50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,44, Philippines, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Haiti, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
34, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,65, Dominican-Republic, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,15024,0,60, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Hungary, >50K
69, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,20, Cambodia, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, Hong, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, China, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Hong, <=50K
54, Self-emp-not-inc, 7th-8th, Divorced, Tech-support, Unmarried, Black, Female,0,0,44, Trinadad&Tobago, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Mexico, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,34, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
20, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,4407,0,25, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,27, Vietnam, <=50K
43, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, Guatemala, <=50K
25, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
43, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1887,40, Hong, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
32, State-gov, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
71, State-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,2431,20, Poland, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,38, Scotland, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Jamaica, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, United-States, <=50K
21, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Mexico, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,54, Peru, <=50K
20, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Canada, >50K
48, Private, Bachelors, Married-civ-spouse, Armed-Forces, Husband, Black, Female,0,0,40, Mexico, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Japan, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K
39, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
39, Local-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Peru, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1712,45, Cuba, <=50K
46, Self-emp-not-inc, Assoc-acdm, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,49, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Japan, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,1525,0,50, Philippines, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
48, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,1663,40, Haiti, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Ireland, >50K
30, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,27, Puerto-Rico, >50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2242,50, United-States, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
76, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Puerto-Rico, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,13, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, Peru, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Vietnam, >50K
29, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Japan, >50K
22, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, United-States, >50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,17, United-States, <=50K
26, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,54, Poland, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Japan, <=50K
60, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Italy, <=50K
22, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,1977,40, Iran, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,3057,0,15, Columbia, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,12, Laos, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
27, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, Honduras, <=50K
22, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,1977,45, China, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Cuba, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,20, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
31, Self-emp-inc, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
60, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, Laos, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, Hungary, <=50K
27, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,35, India, <=50K
33, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,44, Germany, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,38, Portugal, >50K
46, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Yugoslavia, <=50K
29, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, Jamaica, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
32, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Poland, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Ireland, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Germany, >50K
19, Self-emp-not-inc, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,27, Ecuador, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
57, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,44, Canada, <=50K
63, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Hungary, <=50K
20, Private, 1st-4th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, >50K
43, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, Mexico, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,1902,30, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1887,60, United-States, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,2105,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
56, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Dominican-Republic, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
51, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, India, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,2410,0,40, Ireland, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
59, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Iran, >50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, Other, Female,0,0,70, China, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Canada, <=50K
27, Private, 11th, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Guatemala, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
29, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,5003,0,40, Columbia, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, India, >50K
36, Private, HS-grad, Separated, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, France, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,29, Philippines, <=50K
36, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
