27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,45, Portugal, >50K
55, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,29, United-States, <=50K
31, Local-gov, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Self-emp-inc, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,71, United-States, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,0,0,37, United-States, <=50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Vietnam, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,7298,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
57, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
44, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Italy, <=50K
21, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Poland, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
31, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Male,0,1883,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
32, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Laos, <=50K
19, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, China, <=50K
30, Self-emp-inc, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,29, United-States, <=50K
49, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,29, United-States, <=50K
72, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,2380,25, United-States, >50K
39, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,14342,0,44, United-States, >50K
38, Private, HS-grad, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,35, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,3303,0,40, United-States, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, 11th, Widowed, Sales, Not-in-family, White, Female,0,1669,65, Philippines, <=50K
51, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Black, Female,0,0,29, Poland, <=50K
54, State-gov, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
51, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,40, United-States, >50K
51, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,42, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
42, Local-gov, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Columbia, >50K
42, Private, HS-grad, Married-spouse-absent, Other-service, Wife, White, Male,0,0,10, Mexico, >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, Hong, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7298,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
20, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1726,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,4992,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,71, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, 11th, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
29, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3501,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,0,15, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
53, Private, HS-grad, Separated, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,0,0,24, Italy, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,22, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,29, Vietnam, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,45, Japan, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Haiti, <=50K
46, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2836,0,45, United-States, >50K
37, Private, Assoc-acdm, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Italy, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,1640,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,29, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,2194,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, United-States, >50K
42, Local-gov, Bachelors, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4212,0,40, United-States, >50K
35, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
51, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,63, United-States, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,29, United-States, >50K
65, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,21, Philippines, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
52, Self-emp-inc, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Philippines, >50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,38, France, <=50K
65, Local-gov, 9th, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,29, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,54, United-States, >50K
60, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Divorced, Prof-specialty, Own-child, Black, Male,0,0,24, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,29, United-States, >50K
38, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,15, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,40, Philippines, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, >50K
42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,31, Philippines, <=50K
21, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
69, Self-emp-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,666,0,29, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,12, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
63, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, >50K
20, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Federal-gov, Masters, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Philippines, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,37, United-States, >50K
28, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
27, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 1st-4th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
46, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Mexico, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,64, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1988,45, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,29, England, <=50K
21, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,36, United-States, <=50K
60, Self-emp-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,29, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,20, Philippines, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, 9th, Divorced, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,43, El-Salvador, >50K
39, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,1887,40, United-States, <=50K
56, Private, 5th-6th, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
