35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, Mexico, <=50K
45, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,10016,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,70, United-States, >50K
39, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15024,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
48, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, >50K
49, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,26192,0,30, United-States, >50K
41, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Separated, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,13, United-States, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Handlers-cleaners, Wife, White, Male,4077,0,40, United-States, <=50K
47, Local-gov, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, South, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
41, State-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,15, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4164,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,8, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
45, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
47, Private, 5th-6th, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Female,0,0,30, Ecuador, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,9167,0,40, United-States, >50K
43, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,48, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Unmarried, White, Female,4149,0,20, United-States, >50K
60, Federal-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 5th-6th, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,2175,0,30, United-States, >50K
34, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
43, Private, 11th, Separated, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, England, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, Doctorate, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,1, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1860,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
32, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, India, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Own-child, Black, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,2397,30, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,3103,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1974,40, Mexico, >50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
35, Self-emp-inc, 5th-6th, Never-married, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Never-married, Exec-managerial, Unmarried, White, Female,0,1486,45, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,64, United-States, <=50K
25, State-gov, 9th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
26, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,35, United-States, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,65, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,70, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Private, 7th-8th, Separated, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, Honduras, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,24, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,15, England, <=50K
34, Local-gov, Some-college, Separated, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,19958,0,67, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Husband, White, Female,8611,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1619,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,35, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,3103,0,32, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
28, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,25, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Cambodia, <=50K
23, Local-gov, Masters, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
54, Private, 5th-6th, Widowed, Prof-specialty, Unmarried, White, Male,0,1977,40, United-States, <=50K
27, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
59, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cambodia, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, El-Salvador, <=50K
36, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
64, Self-emp-not-inc, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
61, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,54, United-States, >50K
47, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1902,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Wife, White, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,44, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
32, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
53, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, Black, Male,4555,0,40, Germany, <=50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Federal-gov, HS-grad, Separated, Tech-support, Husband, White, Female,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,38, Haiti, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
65, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
41, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,64, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
