46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Male,0,0,38, Germany, <=50K
53, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, China, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, Jamaica, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, <=50K
38, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
37, Private, HS-grad, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
49, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,55, Thailand, <=50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, Cambodia, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Mexico, >50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Iran, <=50K
19, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Cambodia, <=50K
35, Local-gov, HS-grad, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Italy, <=50K
47, Local-gov, Masters, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
54, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,3103,0,54, Italy, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,30, Guatemala, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,16, Nicaragua, <=50K
48, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
59, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
22, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,54, Guatemala, <=50K
62, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Female,0,0,30, El-Salvador, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,15024,0,40, South, >50K
32, Private, Some-college, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
42, Private, Masters, Divorced, Transport-moving, Not-in-family, Black, Female,0,1747,40, Canada, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Taiwan, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Scotland, <=50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Greece, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,20, Jamaica, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, >50K
60, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
64, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, Canada, <=50K
59, Local-gov, 11th, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,3103,0,40, China, >50K
47, Private, Masters, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Cuba, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,1738,54, Portugal, <=50K
27, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Hungary, <=50K
34, Private, 7th-8th, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Haiti, <=50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
51, Self-emp-not-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, Cuba, <=50K
46, Private, Bachelors, Widowed, Tech-support, Unmarried, White, Female,0,0,18, Guatemala, <=50K
69, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,45, Guatemala, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Hong, <=50K
32, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
25, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, Taiwan, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, Greece, <=50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Scotland, <=50K
64, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,10, Germany, >50K
38, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,14008,0,40, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,15024,0,40, India, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
43, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,1887,40, Ecuador, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, Philippines, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Peru, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,36, Japan, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,40, Cuba, >50K
30, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Cambodia, >50K
50, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,14155,0,50, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,39, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,2088,40, India, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,8, Guatemala, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Dominican-Republic, <=50K
19, State-gov, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,25, Hong, <=50K
29, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,54, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,40, Thailand, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Scotland, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,12, England, <=50K
35, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1740,50, Scotland, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Poland, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Canada, <=50K
35, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Laos, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
23, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,20, Italy, <=50K
68, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Black, Female,3194,0,40, Ecuador, <=50K
80, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,32, Mexico, >50K
19, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,30, China, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,35, Taiwan, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
48, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, Hungary, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,54, Vietnam, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Columbia, <=50K
66, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,8, Jamaica, <=50K
45, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Cambodia, >50K
18, Private, Some-college, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,0,1719,20, Greece, <=50K
38, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,30, Ireland, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,54, Puerto-Rico, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, Other, Female,0,0,45, El-Salvador, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
34, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,39, Columbia, <=50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Canada, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, Cuba, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Italy, <=50K
32, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,43, France, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
29, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,48, Cambodia, <=50K
50, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,30, England, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, India, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,20, Ecuador, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Taiwan, >50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, Cambodia, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,65, Nicaragua, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, >50K
39, Private, Some-college, Separated, Farming-fishing, Husband, White, Male,0,0,40, Canada, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Jamaica, <=50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,45, Thailand, <=50K
33, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Peru, <=50K
38, Local-gov, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,40, Taiwan, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Haiti, <=50K
43, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Puerto-Rico, <=50K
27, Local-gov, Some-college, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,35, England, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Columbia, >50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Japan, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, France, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
52, Without-pay, Some-college, Separated, Prof-specialty, Husband, White, Female,0,0,40, Thailand, >50K
41, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,38, Mexico, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,24, Haiti, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Greece, <=50K
63, State-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, Iran, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1848,50, Puerto-Rico, >50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,1621,48, Haiti, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Ecuador, <=50K
19, Local-gov, HS-grad, Separated, Prof-specialty, Own-child, Other, Female,0,0,30, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Germany, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
45, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, Haiti, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Vietnam, >50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, China, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,45, Cuba, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,50, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Poland, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,49, Taiwan, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
48, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cuba, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,4, Yugoslavia, >50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
61, Self-emp-not-inc, Masters, Separated, Other-service, Unmarried, Black, Male,0,0,25, Hungary, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1745,25, Portugal, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,15, Cambodia, <=50K
21, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,38, South, <=50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, Trinadad&Tobago, >50K
36, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Italy, <=50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
29, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,1824,40, Thailand, <=50K
51, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, South, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, Jamaica, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,15024,0,20, India, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, China, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,65, Yugoslavia, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Haiti, >50K
41, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,1874,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Japan, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,65, United-States, <=50K
27, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Philippines, <=50K
90, Federal-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,2038,40, Ireland, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Own-child, Other, Female,0,1977,40, Ireland, <=50K
37, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,80, India, <=50K
65, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,10, Ecuador, <=50K
37, Private, Prof-school, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,75, Scotland, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,40, France, >50K
44, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, Portugal, >50K
46, Private, HS-grad, Separated, Other-service, Unmarried, Other, Male,0,0,40, China, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
21, Private, Some-college, Divorced, Other-service, Own-child, Other, Male,0,0,20, Italy, <=50K
62, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
29, Private, Some-college, Separated, Prof-specialty, Own-child, Other, Female,0,0,45, Guatemala, <=50K
61, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,71, Poland, >50K
22, Private, Prof-school, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,1902,40, Yugoslavia, <=50K
65, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,25, Hong, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, El-Salvador, <=50K
52, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Vietnam, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, Portugal, <=50K
27, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,1869,43, Jamaica, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Hong, >50K
51, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, South, >50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Philippines, >50K
36, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,65, Dominican-Republic, <=50K
34, Local-gov, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
64, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Germany, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, >50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,65, Trinadad&Tobago, >50K
55, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, India, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, Iran, <=50K
54, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3305,0,50, Ecuador, >50K
47, Private, Bachelors, Never-married, Protective-serv, Husband, White, Female,0,1902,40, Thailand, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Thailand, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Honduras, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,2505,0,60, Canada, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
