25, Private, Bachelors, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Hong, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Laos, <=50K
30, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,42, Cambodia, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,5154,0,45, Ecuador, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
62, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Canada, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, Thailand, >50K
25, Private, 10th, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Haiti, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,80, Italy, >50K
62, Self-emp-inc, 7th-8th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, India, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,1887,25, South, <=50K
49, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,3027,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,32, Greece, <=50K
42, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, Iran, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Taiwan, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, China, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Guatemala, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,6055,0,35, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,71, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Nicaragua, <=50K
52, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
42, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,30, Ecuador, <=50K
40, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,14055,0,50, Laos, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,3103,0,40, Italy, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,25, India, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Greece, >50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,70, South, <=50K
62, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,10, Jamaica, <=50K
45, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
52, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, Guatemala, <=50K
22, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
29, Private, 10th, Separated, Craft-repair, Husband, White, Male,0,2169,40, Iran, >50K
51, Private, Bachelors, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,4840,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,42, China, >50K
36, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,50, Trinadad&Tobago, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Jamaica, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Nicaragua, >50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, France, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,13, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,20, Poland, <=50K
70, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,5, Italy, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, Laos, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States, <=50K
30, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,35, Greece, >50K
60, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, Scotland, <=50K
66, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,7, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Yugoslavia, <=50K
59, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,7, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Ireland, <=50K
41, State-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,25, Taiwan, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, Scotland, <=50K
57, Private, HS-grad, Never-married, Sales, Wife, Other, Female,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,20, Poland, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Iran, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,32, Cambodia, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,65, Guatemala, >50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,45, Thailand, <=50K
90, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
31, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Hong, <=50K
55, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
40, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Iran, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Philippines, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,43, Mexico, >50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,6, Hungary, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,25, United-States, <=50K
28, Private, Some-college, Separated, Other-service, Husband, White, Female,0,0,40, Hong, <=50K
26, Private, Some-college, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
75, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hungary, <=50K
19, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, South, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
27, Private, HS-grad, Never-married, Sales, Wife, Asian-Pac-Islander, Male,3407,0,40, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,21, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Philippines, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, France, <=50K
63, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,30, Germany, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,1887,32, Guatemala, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, South, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,2852,0,45, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,42, India, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Dominican-Republic, >50K
61, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Guatemala, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Japan, <=50K
52, Private, Bachelors, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
60, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Haiti, <=50K
40, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, >50K
59, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Honduras, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,48, Outlying-US(Guam-USVI-etc), >50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, China, <=50K
21, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
56, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1719,40, Hungary, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,1613,40, Mexico, >50K
53, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,99999,0,35, Iran, >50K
38, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,32, Hong, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
63, Federal-gov, Some-college, Widowed, Other-service, Not-in-family, Other, Male,0,0,40, England, <=50K
60, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,50, Hong, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,30, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,6594,0,40, United-States, >50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Haiti, <=50K
36, Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,60, Hungary, <=50K
32, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, Assoc-voc, Separated, Protective-serv, Not-in-family, Black, Female,0,0,50, Yugoslavia, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
69, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,80, Japan, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, Italy, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,1950,36, Thailand, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, 11th, Never-married, Priv-house-serv, Own-child, White, Male,0,0,20, Vietnam, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, Italy, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Laos, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
35, Private, Assoc-voc, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1898,40, Vietnam, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,33, Trinadad&Tobago, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
59, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, South, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, >50K
62, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,26, Scotland, <=50K
36, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,42, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, France, <=50K
30, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,7298,0,70, France, >50K
30, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,3103,0,40, Iran, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Guatemala, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,7298,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Canada, <=50K
62, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
40, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,7298,0,40, Japan, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Cambodia, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
35, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
45, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Nicaragua, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,8294,0,40, United-States, >50K
37, Private, Bachelors, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, Greece, <=50K
19, Private, 12th, Never-married, Protective-serv, Own-child, Black, Male,0,0,7, Portugal, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,22, Poland, <=50K
34, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,4, Japan, <=50K
23, Private, HS-grad, Divorced, Sales, Own-child, Other, Female,0,0,40, Peru, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Cuba, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
21, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,3121,0,50, Thailand, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
69, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hungary, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Ecuador, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,4386,0,55, Haiti, >50K
68, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,25, South, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,99999,0,60, Japan, >50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,32, Poland, <=50K
36, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, >50K
33, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,26, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Greece, >50K
26, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Iran, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,60, India, <=50K
65, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,4, Peru, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
48, Private, Bachelors, Widowed, Craft-repair, Unmarried, Other, Female,0,0,30, England, <=50K
56, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, >50K
39, Private, 7th-8th, Divorced, Handlers-cleaners, Wife, White, Female,0,0,20, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,23, Cambodia, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, <=50K
53, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
