19, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
43, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,1511,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,2992,0,30, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,48, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
37, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,4526,0,60, United-States, <=50K
42, Private, HS-grad, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,38, Cuba, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,7298,0,35, United-States, <=50K
43, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
19, Private, Some-college, Separated, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
57, Self-emp-inc, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,25, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,20, Taiwan, <=50K
31, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
58, Self-emp-not-inc, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,1902,18, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, United-States, <=50K
39, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 12th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
34, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,99999,0,60, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,20, United-States, <=50K
35, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
25, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
35, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2015,60, United-States, <=50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,10, United-States, <=50K
33, Private, Masters, Never-married, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
33, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,70, Portugal, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,1886,50, United-States, >50K
45, Private, 7th-8th, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2414,45, United-States, >50K
31, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,1913,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,2, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
20, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,10, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,15024,0,40, United-States, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,15, Mexico, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,20, United-States, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Doctorate, Widowed, Priv-house-serv, Not-in-family, White, Female,0,3597,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1730,40, United-States, >50K
37, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, South, <=50K
46, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,1162,40, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,38, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Doctorate, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1602,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States, >50K
28, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, 10th, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Widowed, Machine-op-inspct, Wife, White, Female,2654,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
45, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
46, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,45, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, Some-college, Separated, Other-service, Own-child, White, Female,0,0,32, Mexico, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
48, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
45, Private, Prof-school, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,4926,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,35, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1718,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
46, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
20, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
33, State-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
38, Private, 7th-8th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1746,10, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, >50K
30, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,4002,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
40, State-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Masters, Separated, Transport-moving, Unmarried, Black, Female,3109,0,45, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4487,0,60, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Local-gov, Some-college, Separated, Sales, Unmarried, White, Female,4621,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
46, Local-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Female,0,1659,40, United-States, <=50K
37, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
54, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,12537,0,30, United-States, <=50K
21, Private, Prof-school, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,80, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,47, United-States, <=50K
56, Local-gov, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,2446,73, United-States, >50K
45, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,25, United-States, <=50K
28, Private, 7th-8th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1848,35, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2408,40, United-States, >50K
