29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3319,0,95, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,35, United-States, >50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Philippines, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, >50K
28, Private, Bachelors, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Female,0,0,40, South, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,33, United-States, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Laos, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
47, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
36, Private, 5th-6th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,1447,0,40, United-States, >50K
49, Federal-gov, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
71, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
22, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, <=50K
62, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,8614,0,45, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,1755,25, United-States, <=50K
26, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1862,40, India, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,3103,0,45, United-States, >50K
18, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
60, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,43, United-States, <=50K
36, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
33, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, >50K
36, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2174,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,31, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,11, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,1239,0,40, United-States, >50K
62, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,70, United-States, >50K
38, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4709,0,40, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
89, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,68, United-States, >50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
51, Private, HS-grad, Separated, Prof-specialty, Wife, White, Female,0,0,25, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,202,0,35, Mexico, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Prof-school, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
34, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,3469,0,40, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1876,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
39, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,7540,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,4596,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, <=50K
25, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,54, United-States, >50K
24, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,75, United-States, >50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1901,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,54, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,1738,32, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
54, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Self-emp-inc, Bachelors, Separated, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,2037,20, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,2174,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,6156,0,99, United-States, >50K
41, Self-emp-not-inc, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States, >50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
33, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,8614,0,45, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,2616,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,1848,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1876,45, Mexico, >50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,70, United-States, <=50K
47, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,2415,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
84, Self-emp-not-inc, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, State-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,1977,45, Puerto-Rico, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,35, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
59, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Japan, <=50K
32, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,73, United-States, <=50K
26, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Male,0,0,12, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
29, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,2791,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7162,0,48, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
32, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
28, State-gov, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
33, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1599,45, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
49, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,54, United-States, <=50K
42, Private, Prof-school, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Honduras, <=50K
29, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,78, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,54, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1980,32, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,7687,0,30, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,2736,0,15, United-States, >50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,99999,0,38, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, >50K
37, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
18, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,70, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,1, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
44, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, >50K
70, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,73, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
