42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
34, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
21, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Protective-serv, Own-child, Black, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,1592,12, United-States, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Husband, White, Female,0,0,5, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,1902,60, United-States, <=50K
60, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,45, United-States, <=50K
20, Private, Masters, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,50, United-States, >50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Mexico, <=50K
45, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,0,99, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,2174,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,3470,0,30, United-States, <=50K
29, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
56, Private, Preschool, Widowed, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
48, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,5208,0,40, United-States, >50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
17, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Japan, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Federal-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1658,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,38, United-States, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Local-gov, 12th, Never-married, Sales, Own-child, White, Male,0,0,35, Poland, <=50K
19, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Own-child, Black, Male,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
27, Local-gov, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, <=50K
40, Private, Prof-school, Never-married, Handlers-cleaners, Husband, White, Male,0,1874,45, United-States, >50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
29, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
53, Private, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
21, Federal-gov, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Mexico, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
60, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
61, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, >50K
25, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,2196,0,45, Mexico, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
51, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
23, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
57, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,35, Germany, <=50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
31, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States, >50K
18, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Guatemala, >50K
27, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,25, Philippines, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1533,20, Thailand, <=50K
25, Private, Masters, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
25, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,1726,40, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
55, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, State-gov, 9th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
58, Self-emp-inc, Assoc-voc, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,72, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
61, Local-gov, 10th, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
45, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, United-States, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
46, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Assoc-acdm, Divorced, Transport-moving, Wife, White, Female,15024,0,21, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Mexico, <=50K
61, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Mexico, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Own-child, White, Female,7298,0,60, United-States, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1977,40, United-States, >50K
31, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,2198,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
57, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
72, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
44, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,15024,0,30, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,54, England, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,69, United-States, >50K
28, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States, <=50K
29, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
57, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,8, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
69, Local-gov, 10th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,21, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
17, State-gov, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
44, Federal-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,4386,0,45, United-States, >50K
25, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
40, Private, Masters, Divorced, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, Assoc-voc, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,16, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, Germany, <=50K
29, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,7298,0,35, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1668,0,40, United-States, >50K
40, Local-gov, HS-grad, Never-married, Priv-house-serv, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
30, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Canada, >50K
44, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,25, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,54, United-States, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, State-gov, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,3972,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,30, Jamaica, <=50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
54, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Masters, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,9518,0,40, United-States, >50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1939,40, United-States, >50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
22, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,54, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, <=50K
47, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
