34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
20, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,48, Italy, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Iran, <=50K
32, Private, HS-grad, Separated, Other-service, Not-in-family, Other, Male,0,0,38, United-States, <=50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,1887,50, India, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,20, El-Salvador, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,24, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,35, Laos, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1979,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, England, <=50K
18, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,24, United-States, >50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cambodia, >50K
30, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, India, >50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, India, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1740,40, Canada, <=50K
57, Private, Bachelors, Separated, Sales, Not-in-family, White, Female,0,1719,38, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
43, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
48, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,45, Haiti, <=50K
28, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
70, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, United-States, >50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Japan, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,16, United-States, <=50K
55, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,30, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,54, United-States, >50K
58, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,6586,0,54, United-States, <=50K
64, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, France, <=50K
28, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, India, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,60, Philippines, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,3416,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
47, State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,44, Thailand, <=50K
31, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
31, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,1862,50, Germany, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, China, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Canada, >50K
32, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,48, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,27, United-States, <=50K
59, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, Italy, <=50K
67, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Philippines, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Ecuador, <=50K
36, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
67, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,20, France, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
67, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1489,40, Iran, >50K
37, Local-gov, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Canada, >50K
51, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4646,0,40, Italy, <=50K
49, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,35, Portugal, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,38, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Canada, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Cambodia, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,23, Germany, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Nicaragua, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K
74, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Male,2958,0,40, Cambodia, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Portugal, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, United-States, >50K
60, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, India, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, South, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,15, Dominican-Republic, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Germany, >50K
46, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, Doctorate, Never-married, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,30, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, Iran, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,53, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Iran, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,12554,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
66, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
26, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Laos, <=50K
45, Self-emp-not-inc, Some-college, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Guatemala, <=50K
34, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, India, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Cambodia, <=50K
40, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Greece, >50K
43, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,15, United-States, <=50K
56, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,56, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ecuador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Haiti, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, France, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, China, <=50K
42, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,45, Poland, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,3, Honduras, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,36, India, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1887,42, Philippines, >50K
34, Local-gov, 11th, Divorced, Other-service, Wife, White, Male,0,1620,40, United-States, <=50K
39, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,15, Ireland, <=50K
43, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
59, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
65, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Haiti, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,21, Nicaragua, <=50K
51, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,38, Cuba, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,70, United-States, >50K
32, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,54, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,30, Guatemala, >50K
19, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,49, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1732,45, Ireland, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
66, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Wife, Black, Male,0,0,50, United-States, <=50K
20, Private, 9th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Yugoslavia, <=50K
58, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,10600,0,40, Philippines, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Yugoslavia, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,550,0,15, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Laos, <=50K
23, Private, 9th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
74, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,2175,0,15, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,684,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, El-Salvador, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, Nicaragua, <=50K
28, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,25, Hungary, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,20, United-States, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,80, Scotland, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1634,54, Yugoslavia, >50K
53, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
39, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,75, Japan, >50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1976,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Yugoslavia, >50K
42, Private, 9th, Never-married, Other-service, Unmarried, White, Male,0,0,20, China, <=50K
35, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,32, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,1902,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Italy, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,1902,35, El-Salvador, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Laos, <=50K
67, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Italy, >50K
22, Private, Some-college, Married-spouse-absent, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, State-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
70, Local-gov, Some-college, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Cuba, <=50K
59, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Peru, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Hungary, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Cambodia, >50K
22, Self-emp-not-inc, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Hong, <=50K
61, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Nicaragua, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
31, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,95, United-States, >50K
28, State-gov, Masters, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,1902,70, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,1902,40, United-States, >50K
37, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
27, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,60, Greece, <=50K
18, State-gov, Some-college, Never-married, Handlers-cleaners, Wife, Other, Female,0,0,16, Germany, <=50K
37, Without-pay, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
