60, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
20, Federal-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,11602,0,60, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,3221,0,59, United-States, <=50K
62, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,99, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Germany, <=50K
37, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,84, United-States, <=50K
44, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,15, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Nicaragua, >50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
53, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
27, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Yugoslavia, >50K
48, Private, 12th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, 10th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Japan, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,18, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, Dominican-Republic, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Ireland, >50K
27, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
21, Self-emp-not-inc, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Portugal, >50K
18, Self-emp-not-inc, 11th, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,2829,0,25, Columbia, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Thailand, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,7687,0,48, Dominican-Republic, >50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Vietnam, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Scotland, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,1955,0,50, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, Philippines, >50K
76, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1993,45, Ecuador, >50K
60, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
67, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, Mexico, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3962,0,40, Thailand, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
29, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
33, State-gov, 11th, Divorced, Sales, Husband, Black, Male,0,1902,60, United-States, >50K
67, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,5096,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,20, Greece, <=50K
32, State-gov, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,84, United-States, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, White, Female,0,0,36, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Prof-school, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
45, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, United-States, >50K
48, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,23921,0,60, Cambodia, >50K
18, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,26, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, Prof-school, Widowed, Farming-fishing, Unmarried, White, Male,0,0,99, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Nicaragua, >50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,2457,0,30, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Scotland, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Tech-support, Not-in-family, White, Male,10520,0,40, United-States, >50K
39, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,11, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,6, Columbia, <=50K
41, Private, Bachelors, Divorced, Sales, Other-relative, White, Male,0,0,43, United-States, <=50K
66, Self-emp-not-inc, 10th, Widowed, Sales, Unmarried, Black, Male,0,0,40, Nicaragua, >50K
36, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1902,66, Cuba, >50K
21, Self-emp-not-inc, 11th, Never-married, Tech-support, Other-relative, White, Male,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
67, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,43, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
43, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1615,45, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,3634,0,15, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Columbia, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, Poland, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, Taiwan, <=50K
42, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,48, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Other-service, Wife, Other, Male,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
89, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States, <=50K
57, State-gov, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Honduras, >50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
32, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, Philippines, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
47, State-gov, Doctorate, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
42, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,8, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, >50K
51, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Husband, Other, Male,5073,0,40, Germany, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, China, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
28, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
46, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, >50K
47, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Italy, >50K
29, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,36, United-States, <=50K
69, Private, 1st-4th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Yugoslavia, >50K
70, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
35, Private, 7th-8th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, >50K
38, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
47, Private, 11th, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Poland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Female,0,707,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Peru, >50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, >50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1887,69, United-States, >50K
30, Federal-gov, HS-grad, Separated, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Husband, Black, Male,0,0,15, United-States, <=50K
74, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,30, Taiwan, >50K
42, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, Scotland, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,2325,45, Vietnam, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,70, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 11th, Divorced, Tech-support, Not-in-family, White, Male,0,0,38, United-States, <=50K
39, Local-gov, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
57, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, >50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,2376,45, United-States, >50K
30, Private, Prof-school, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
45, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,12, United-States, <=50K
47, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, Honduras, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,3, Poland, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Doctorate, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
35, Private, Masters, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
60, Private, Assoc-acdm, Widowed, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, Masters, Divorced, Sales, Husband, White, Female,0,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
25, Private, 5th-6th, Never-married, Sales, Own-child, White, Male,0,0,40, Hong, <=50K
31, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Iran, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,14222,0,46, United-States, >50K
33, State-gov, 11th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
27, State-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,10, Columbia, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Outlying-US(Guam-USVI-etc), >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Masters, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,1977,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, Philippines, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Honduras, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
43, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
48, Federal-gov, Masters, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, South, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,13013,0,50, Italy, <=50K
36, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,43, South, >50K
