41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, Dominican-Republic, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1705,30, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Some-college, Widowed, Craft-repair, Unmarried, Other, Male,5315,0,40, Nicaragua, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
37, Private, Prof-school, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,7298,0,40, Hungary, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Ecuador, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,40, South, <=50K
45, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, Poland, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
34, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
62, Local-gov, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,33, United-States, <=50K
58, Private, 7th-8th, Widowed, Other-service, Unmarried, Other, Female,0,0,20, El-Salvador, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, South, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,65, Portugal, >50K
37, Private, HS-grad, Married-spouse-absent, Exec-managerial, Own-child, Black, Male,0,0,40, Hungary, <=50K
44, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
22, Federal-gov, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Hong, <=50K
22, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Columbia, <=50K
51, Private, 7th-8th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Honduras, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
26, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,1901,40, Trinadad&Tobago, <=50K
46, Private, HS-grad, Divorced, Other-service, Wife, Black, Male,0,0,40, Ireland, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, Honduras, >50K
56, Private, 7th-8th, Divorced, Prof-specialty, Own-child, Black, Female,0,0,40, Peru, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,60, South, <=50K
25, Private, 5th-6th, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Vietnam, <=50K
17, Self-emp-inc, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Cambodia, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,7687,0,80, Nicaragua, >50K
23, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,65, Italy, <=50K
70, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,7687,0,30, Vietnam, >50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, Dominican-Republic, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1959,60, Yugoslavia, >50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, Mexico, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Male,0,0,35, Columbia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
43, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,45, Philippines, <=50K
33, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,65, Haiti, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Honduras, >50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,54, Puerto-Rico, >50K
35, Private, 12th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, Ecuador, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,6, Poland, <=50K
29, Private, 11th, Married-civ-spouse, Sales, Wife, Black, Male,0,0,45, Guatemala, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,11, Hungary, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Thailand, <=50K
33, Private, 11th, Separated, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
36, Private, 12th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
61, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, >50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Columbia, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,9792,0,40, Mexico, >50K
24, Private, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,65, Thailand, <=50K
36, Private, Doctorate, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Japan, <=50K
39, Self-emp-not-inc, Assoc-voc, Divorced, Machine-op-inspct, Husband, Other, Male,0,0,40, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
42, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1908,50, Trinadad&Tobago, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Peru, <=50K
31, Private, 1st-4th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,70, Trinadad&Tobago, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,70, Hong, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,80, Yugoslavia, >50K
20, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States, <=50K
29, Private, 11th, Separated, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
32, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
47, Private, 7th-8th, Divorced, Craft-repair, Husband, Other, Male,0,0,50, Scotland, >50K
34, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Male,0,0,45, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Iran, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,46, Thailand, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Poland, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,16, Scotland, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,1977,40, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,31, Thailand, <=50K
26, State-gov, 11th, Separated, Adm-clerical, Husband, Black, Male,0,0,12, Thailand, <=50K
46, Private, Bachelors, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,40, Cambodia, >50K
33, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,45, Poland, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
33, Private, 10th, Never-married, Farming-fishing, Husband, Black, Female,0,0,70, United-States, >50K
35, Private, 10th, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Thailand, <=50K
37, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,24, Dominican-Republic, <=50K
69, Local-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Laos, <=50K
42, Local-gov, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,60, Portugal, >50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
34, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Honduras, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Scotland, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,54, Yugoslavia, <=50K
56, Self-emp-inc, Masters, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,98418,0,50, India, >50K
67, Private, HS-grad, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,65, Vietnam, >50K
57, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Male,0,0,40, Dominican-Republic, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,9, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,14135,0,35, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Poland, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,1902,40, Trinadad&Tobago, >50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,3, Cuba, <=50K
22, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,25, England, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Italy, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,51, Cuba, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,30, Ecuador, <=50K
36, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,30, Honduras, <=50K
43, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Nicaragua, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,54, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
34, Private, Some-college, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,4845,0,40, Ecuador, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,1977,40, El-Salvador, >50K
63, State-gov, 5th-6th, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,20, Iran, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,23, Taiwan, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, South, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Female,0,0,30, Puerto-Rico, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,65, Outlying-US(Guam-USVI-etc), >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,42, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Japan, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
42, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,7687,0,40, Peru, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,52, Haiti, >50K
54, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Husband, White, Female,0,0,40, Ecuador, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1908,40, Laos, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, India, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,45, Yugoslavia, <=50K
66, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,45, England, >50K
49, State-gov, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,50, El-Salvador, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,7687,0,50, India, >50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Yugoslavia, <=50K
52, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,30, India, >50K
23, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,30, Greece, <=50K
40, Private, Doctorate, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Cuba, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Taiwan, >50K
55, Private, Preschool, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Hong, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, Peru, <=50K
79, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Haiti, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
41, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,25, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
36, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,99, Ireland, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Guatemala, >50K
68, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Greece, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,60, Italy, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
19, Private, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Hungary, >50K
24, Private, Bachelors, Never-married, Protective-serv, Husband, White, Female,0,0,35, Dominican-Republic, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Guatemala, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
25, Private, 11th, Never-married, Other-service, Not-in-family, Other, Male,0,0,25, Cuba, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,40, Cambodia, <=50K
72, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,20, Cuba, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,1977,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,46, Jamaica, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, Doctorate, Never-married, Adm-clerical, Husband, White, Male,0,1977,40, Trinadad&Tobago, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Guatemala, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Wife, Other, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1894,40, Ireland, <=50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
23, Private, Masters, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
23, State-gov, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
21, State-gov, 12th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
32, Private, 7th-8th, Separated, Craft-repair, Husband, Other, Female,0,0,65, Puerto-Rico, >50K
49, Self-emp-inc, Some-college, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Peru, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, Portugal, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Ireland, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Ireland, <=50K
52, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,50, Hong, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,1977,40, Philippines, >50K
21, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Philippines, <=50K
22, Private, Some-college, Separated, Transport-moving, Other-relative, Black, Male,0,0,25, Canada, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Germany, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,30, Philippines, <=50K
32, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Other, Female,0,0,40, Laos, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Cuba, >50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, Laos, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Unmarried, Black, Male,0,0,45, Ireland, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,25, Vietnam, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,3465,0,40, Canada, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Portugal, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Japan, >50K
62, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,20, France, <=50K
23, Private, Masters, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Cuba, <=50K
34, Private, Some-college, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Cuba, <=50K
56, Private, 7th-8th, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
22, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,21, Cuba, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Dominican-Republic, >50K
51, Private, Prof-school, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, Peru, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, France, <=50K
59, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,20, Columbia, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,30, Scotland, <=50K
32, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,54, Honduras, >50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
32, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,65, Ecuador, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Japan, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7298,0,40, Ecuador, <=50K
32, Private, 7th-8th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,45, Iran, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Peru, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,43, Hong, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
