49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,64, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,54, Mexico, <=50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Wife, White, Male,15024,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,29, Japan, <=50K
25, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,34, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,1700,35, India, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
37, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1989,42, United-States, >50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, India, <=50K
79, Private, 12th, Widowed, Exec-managerial, Wife, White, Female,0,0,15, United-States, <=50K
52, Private, Prof-school, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,2951,48, Canada, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Taiwan, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Laos, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1871,60, United-States, <=50K
38, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Separated, Other-service, Own-child, Black, Female,0,0,40, Holand-Netherlands, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,28, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,80, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1979,40, Dominican-Republic, >50K
36, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, China, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
34, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, India, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,2675,0,45, United-States, <=50K
45, Federal-gov, HS-grad, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, England, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
37, Private, Masters, Separated, Sales, Not-in-family, White, Male,0,2838,50, Holand-Netherlands, >50K
18, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, United-States, <=50K
38, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Wife, White, Male,0,0,45, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
43, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
26, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,32, United-States, <=50K
18, Local-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, 7th-8th, Separated, Exec-managerial, Not-in-family, White, Female,0,2307,40, Puerto-Rico, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
54, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,24, United-States, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,13901,0,40, United-States, >50K
29, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,13941,0,50, United-States, >50K
30, State-gov, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,45, Mexico, <=50K
59, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3863,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,3448,0,29, United-States, <=50K
63, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Poland, <=50K
74, Private, Some-college, Married-spouse-absent, Protective-serv, Husband, White, Male,0,0,10, United-States, >50K
46, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,46, United-States, <=50K
50, Private, Doctorate, Never-married, Prof-specialty, Wife, White, Female,0,2546,75, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
36, Local-gov, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,90, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,24, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,20, El-Salvador, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,51, United-States, <=50K
26, Local-gov, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1669,42, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,29, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
62, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Private, 7th-8th, Widowed, Tech-support, Unmarried, White, Female,0,0,24, United-States, <=50K
49, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,14, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, >50K
30, Private, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
60, State-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1845,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,72, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7349,0,60, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,24, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,29, United-States, <=50K
38, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,2352,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
27, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,1740,35, Trinadad&Tobago, <=50K
23, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,36, United-States, <=50K
68, State-gov, Masters, Widowed, Other-service, Not-in-family, White, Female,0,2235,29, United-States, <=50K
30, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
38, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
40, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,33, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Philippines, <=50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,10520,0,40, United-States, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
27, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Married-spouse-absent, Transport-moving, Own-child, White, Female,0,0,50, United-States, <=50K
46, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, Jamaica, <=50K
58, Private, 9th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,38, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Separated, Prof-specialty, Husband, Black, Male,0,0,38, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,34, Jamaica, <=50K
54, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,29, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,3556,0,40, United-States, <=50K
54, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,34, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,16, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
45, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,29, El-Salvador, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,88, United-States, <=50K
34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Portugal, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Divorced, Farming-fishing, Other-relative, White, Male,0,0,60, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Handlers-cleaners, Wife, White, Female,0,0,36, United-States, <=50K
56, Private, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,29, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,29, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
31, State-gov, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,11490,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, Prof-school, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1728,40, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,50, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1879,40, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, >50K
24, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
53, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
