42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,4467,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,3, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
56, Self-emp-not-inc, Assoc-voc, Widowed, Sales, Husband, White, Male,0,0,47, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1977,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,1977,40, United-States, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,78, United-States, <=50K
29, Private, 5th-6th, Never-married, Adm-clerical, Husband, White, Female,0,0,45, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
27, Private, Masters, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,15024,0,60, United-States, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Tech-support, Husband, White, Female,0,0,50, United-States, <=50K
66, Self-emp-not-inc, 10th, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
24, Private, Assoc-acdm, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Separated, Sales, Husband, White, Female,0,0,40, Cuba, <=50K
20, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
85, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,3463,0,24, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,8241,0,35, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3970,0,23, United-States, >50K
26, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,80, United-States, >50K
50, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, 12th, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
21, Private, Bachelors, Never-married, Priv-house-serv, Own-child, White, Male,0,0,10, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,30, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,7415,0,60, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
25, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Canada, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,25, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1887,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,54, United-States, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
42, State-gov, Prof-school, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,20, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
66, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,80, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1902,40, United-States, >50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
49, Private, HS-grad, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
28, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
52, Private, 5th-6th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, 10th, Never-married, Transport-moving, Unmarried, White, Female,0,0,54, United-States, >50K
36, Private, Assoc-acdm, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
65, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Wife, White, Female,5013,0,24, United-States, <=50K
59, Private, Masters, Separated, Prof-specialty, Husband, White, Male,0,0,45, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1899,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Cuba, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,54, United-States, >50K
25, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,2345,0,49, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,72, United-States, >50K
59, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
29, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, 9th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
67, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,45, United-States, <=50K
32, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
69, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,50, United-States, >50K
44, Private, Bachelors, Divorced, Tech-support, Husband, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,7298,0,50, United-States, >50K
89, Local-gov, 7th-8th, Widowed, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,16, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
27, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,46, United-States, <=50K
45, Private, 10th, Widowed, Machine-op-inspct, Husband, White, Male,3328,0,40, United-States, >50K
61, State-gov, Bachelors, Widowed, Exec-managerial, Husband, White, Male,7298,0,47, United-States, >50K
32, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,5178,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,45, United-States, <=50K
48, Private, Some-college, Widowed, Exec-managerial, Wife, White, Female,0,0,1, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, United-States, >50K
30, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
18, State-gov, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,10, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,46, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, >50K
40, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,71, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
38, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,14261,0,50, United-States, >50K
42, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
31, Local-gov, Assoc-voc, Never-married, Tech-support, Unmarried, White, Male,0,0,50, United-States, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,47, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
56, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Wife, Black, Female,0,0,8, United-States, <=50K
46, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, 7th-8th, Divorced, Transport-moving, Husband, White, Female,0,0,30, United-States, <=50K
36, Self-emp-inc, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,43, United-States, <=50K
42, State-gov, 10th, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
69, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
54, Private, Some-college, Widowed, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Separated, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,1117,0,48, United-States, <=50K
73, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Female,0,0,20, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Mexico, <=50K
63, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
30, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
66, Private, 1st-4th, Widowed, Exec-managerial, Unmarried, White, Female,0,0,15, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, 12th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
31, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,54, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
59, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, >50K
47, State-gov, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
69, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,46, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,38, United-States, >50K
46, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1887,40, United-States, >50K
25, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
72, Local-gov, 10th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
72, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,15, United-States, <=50K
40, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
60, State-gov, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Male,0,1977,54, United-States, >50K
51, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,65, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, >50K
