26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
60, Private, Some-college, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, >50K
41, Private, Assoc-voc, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Hong, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Nicaragua, >50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Ireland, >50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, France, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Thailand, <=50K
42, Self-emp-inc, HS-grad, Separated, Craft-repair, Wife, White, Female,0,0,40, Poland, <=50K
52, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
61, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,25, Ecuador, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, South, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Ireland, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,10, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,3995,0,40, United-States, >50K
69, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Thailand, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,1891,40, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,29, Cuba, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Honduras, <=50K
29, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,90,0,40, United-States, <=50K
50, Local-gov, Masters, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Canada, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1987,35, South, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,50, France, <=50K
28, Private, HS-grad, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
44, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
34, Private, 11th, Separated, Sales, Own-child, Black, Male,0,0,45, Portugal, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Scotland, >50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,58868,0,56, Cambodia, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
49, Local-gov, 7th-8th, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,80, Yugoslavia, <=50K
31, Private, HS-grad, Separated, Tech-support, Own-child, White, Male,0,0,40, Japan, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,29, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
28, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Masters, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,70, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,60, China, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Vietnam, >50K
28, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, South, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Canada, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
28, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,7298,0,40, Mexico, <=50K
36, Private, 11th, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Vietnam, <=50K
43, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Italy, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Honduras, >50K
23, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, Ecuador, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ireland, >50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,1978,48, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
31, Private, Some-college, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Cambodia, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Germany, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,29, Poland, <=50K
25, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,3998,0,29, United-States, <=50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,1493,10, Scotland, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,38, United-States, <=50K
47, Private, Some-college, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, England, >50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,51, Ireland, >50K
25, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Honduras, <=50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,29, Honduras, <=50K
47, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,84, United-States, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,48, India, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
83, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,20, Mexico, <=50K
52, Private, Prof-school, Widowed, Machine-op-inspct, Not-in-family, White, Female,15024,0,40, Thailand, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Cambodia, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1663,47, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
37, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Philippines, <=50K
20, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,44, Honduras, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Prof-school, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, India, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
70, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female,0,0,6, Italy, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,37, Scotland, <=50K
45, Private, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,40, England, <=50K
59, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Haiti, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,15, Scotland, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,3183,0,60, India, >50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, France, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, Cuba, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
49, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
31, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
58, Local-gov, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,2403,40, United-States, <=50K
53, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, South, <=50K
45, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,25, Peru, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
35, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, Taiwan, <=50K
51, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,7687,0,45, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, China, <=50K
28, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,37, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Cuba, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, >50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, England, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Portugal, >50K
30, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
57, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,20, Thailand, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,64, Puerto-Rico, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Scotland, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
29, Private, Bachelors, Divorced, Other-service, Own-child, Black, Male,0,0,44, Greece, <=50K
31, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Hong, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,7464,0,35, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Japan, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
52, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Greece, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
32, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
34, Private, HS-grad, Separated, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Thailand, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, Hungary, >50K
24, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Wife, Other, Female,0,0,36, Mexico, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,4764,0,40, Dominican-Republic, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,80, Scotland, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,24, Taiwan, >50K
49, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,29, Philippines, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
60, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Dominican-Republic, <=50K
36, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, India, <=50K
29, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,18, Thailand, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,14, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,7298,0,35, Mexico, >50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,0,54, Laos, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,1586,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Columbia, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Puerto-Rico, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,43, France, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
20, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,29, El-Salvador, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,7298,0,15, Hungary, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
57, Private, HS-grad, Widowed, Other-service, Own-child, Black, Female,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,29, Philippines, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,65, Scotland, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,50, Iran, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
33, Local-gov, 10th, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Portugal, >50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,2895,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Scotland, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Other, Female,0,0,60, Puerto-Rico, >50K
46, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
69, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,12, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Greece, >50K
33, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Portugal, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, Scotland, <=50K
61, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,3103,0,40, Peru, >50K
44, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,1887,40, Honduras, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Portugal, >50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,54, Scotland, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,15024,0,29, Columbia, >50K
42, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Poland, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,3123,0,40, Ecuador, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, >50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, Scotland, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,29, United-States, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,86, Greece, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,29, Trinadad&Tobago, <=50K
