28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
18, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,8, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
19, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
28, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,8796,0,45, United-States, >50K
61, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
36, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Male,8184,0,43, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Poland, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
45, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,32, United-States, >50K
51, Local-gov, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
71, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, 7th-8th, Never-married, Tech-support, Own-child, Black, Female,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
71, Private, Masters, Widowed, Sales, Husband, White, Male,0,0,80, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, >50K
59, Private, 5th-6th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
22, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, >50K
61, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
65, Private, 12th, Widowed, Other-service, Husband, White, Female,0,0,20, Canada, <=50K
40, Private, 11th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
17, Private, 9th, Never-married, Other-service, Own-child, Other, Male,0,0,10, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,25, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,38, Iran, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, >50K
26, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,68, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1591,40, United-States, >50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
53, State-gov, Some-college, Married-AF-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Craft-repair, Husband, White, Female,4076,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,46, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, United-States, <=50K
36, Private, Bachelors, Divorced, Sales, Other-relative, White, Female,0,0,54, United-States, <=50K
55, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, 11th, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Preschool, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
40, Private, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Male,15024,0,50, South, >50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, United-States, <=50K
74, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,2009,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, Masters, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,40, United-States, >50K
52, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,1941,48, South, >50K
50, Private, 10th, Separated, Armed-Forces, Husband, White, Male,0,1902,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, State-gov, 10th, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, State-gov, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1887,60, Dominican-Republic, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
89, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,1902,60, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Divorced, Sales, Wife, Black, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
31, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
75, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2180,20, United-States, >50K
56, Federal-gov, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
89, Private, Assoc-acdm, Divorced, Sales, Husband, White, Female,0,0,48, Philippines, >50K
39, Private, 10th, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
34, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
80, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,18691,0,48, United-States, >50K
35, Private, Bachelors, Widowed, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,35, Puerto-Rico, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Without-pay, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Guatemala, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
36, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
62, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,93, United-States, >50K
32, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, Cambodia, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, Preschool, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1887,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,44, United-States, <=50K
29, Private, Some-college, Separated, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
28, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,43, United-States, <=50K
47, Local-gov, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
25, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
25, Private, 1st-4th, Never-married, Transport-moving, Husband, White, Female,0,0,80, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,3373,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
52, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, Masters, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cuba, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, <=50K
32, Local-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,12, United-States, <=50K
60, Self-emp-inc, Some-college, Divorced, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, 12th, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Ecuador, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
37, Federal-gov, Doctorate, Never-married, Adm-clerical, Not-in-family, White, Male,3919,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, >50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,65, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Mexico, <=50K
51, State-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, England, <=50K
46, Private, 9th, Separated, Sales, Unmarried, Black, Male,0,0,25, United-States, <=50K
21, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,54, United-States, <=50K
55, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
67, Self-emp-not-inc, Some-college, Widowed, Transport-moving, Husband, White, Male,0,0,1, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,14052,0,50, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,7298,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Assoc-acdm, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, >50K
18, Without-pay, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,47, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,15, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Wife, Black, Male,0,0,25, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,7687,0,42, United-States, >50K
56, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
44, Federal-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, Haiti, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
22, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,35, United-States, <=50K
24, Private, 12th, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,40, United-States, >50K
53, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, White, Female,3316,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, Peru, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,3659,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Thailand, <=50K
44, Self-emp-not-inc, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
