34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
57, Local-gov, Masters, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
89, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,4989,0,70, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Separated, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
31, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
41, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,14123,0,35, United-States, >50K
50, Private, 5th-6th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, <=50K
64, Self-emp-not-inc, 9th, Separated, Exec-managerial, Wife, White, Female,0,0,3, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
33, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
34, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3371,0,50, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,25, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
71, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
53, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, India, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,4957,0,40, United-States, <=50K
82, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,20, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, 10th, Divorced, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1902,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,12, United-States, <=50K
36, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
55, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7298,0,30, United-States, >50K
47, State-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
28, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,36, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,5178,0,20, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,24, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, >50K
49, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, United-States, <=50K
47, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, >50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
19, Local-gov, Doctorate, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Black, Male,0,1740,35, United-States, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
59, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Wife, White, Female,99999,0,40, United-States, >50K
45, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,6981,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
50, Federal-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Philippines, >50K
44, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,6120,0,40, United-States, <=50K
74, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,4, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Mexico, <=50K
41, State-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,88, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, >50K
50, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
52, Private, 9th, Divorced, Farming-fishing, Husband, White, Male,0,0,60, Japan, <=50K
20, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
51, Private, Prof-school, Never-married, Sales, Husband, White, Female,0,1902,35, United-States, >50K
64, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,7296,0,40, United-States, <=50K
22, Private, 11th, Never-married, Craft-repair, Unmarried, Black, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
56, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
37, Private, 7th-8th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,31, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
65, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,14083,0,60, Puerto-Rico, >50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,35, India, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,74, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,38, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,31, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
62, Private, Prof-school, Widowed, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,13, United-States, <=50K
34, Private, Doctorate, Divorced, Craft-repair, Husband, White, Male,0,1902,45, United-States, >50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, 9th, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Ecuador, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
62, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
32, Local-gov, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,80, United-States, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1887,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Separated, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
43, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, United-States, >50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
25, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Self-emp-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
65, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
62, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,22, United-States, <=50K
40, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,42, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
80, Private, Prof-school, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, United-States, >50K
24, Private, 11th, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1986,40, United-States, <=50K
22, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,15, Guatemala, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
72, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,65, United-States, >50K
