48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
28, Federal-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
63, State-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
45, Private, Masters, Separated, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,35, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,35, United-States, >50K
38, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Ecuador, >50K
64, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Columbia, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
42, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, Philippines, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Germany, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
34, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, 5th-6th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
44, Local-gov, 9th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
27, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,65, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Peru, <=50K
32, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, <=50K
25, State-gov, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,15024,0,45, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
61, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,5118,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
55, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
36, Self-emp-not-inc, 11th, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,4078,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, >50K
49, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,70, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2202,30, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
33, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
19, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
56, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Sales, Own-child, Black, Male,0,0,60, United-States, <=50K
54, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,2545,40, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
62, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,50, United-States, >50K
23, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,0,0,44, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
34, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
85, Self-emp-inc, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, 12th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,2, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
38, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
54, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,50, United-States, <=50K
44, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1900,40, United-States, >50K
26, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1697,38, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, <=50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1864,70, Laos, >50K
38, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
62, State-gov, Some-college, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
40, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,40, United-States, >50K
30, Local-gov, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4386,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,4412,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,11, United-States, <=50K
42, Private, Some-college, Separated, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, State-gov, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Greece, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, England, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Mexico, >50K
29, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Jamaica, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,26, United-States, <=50K
54, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
51, Local-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
40, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,1848,30, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
54, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
39, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Federal-gov, Prof-school, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,5013,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,3103,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
55, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,10586,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Nicaragua, <=50K
55, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,60, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
31, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
42, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,15024,0,36, United-States, >50K
54, Federal-gov, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,5178,0,40, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,2029,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,2174,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
