55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
46, Private, 10th, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
64, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Peru, >50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,38, France, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, Nicaragua, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,65, Canada, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Guatemala, >50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Vietnam, >50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,15024,0,35, Vietnam, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, Laos, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Cambodia, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,15, Ecuador, >50K
35, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,2199,0,30, Nicaragua, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1639,45, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ecuador, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Scotland, >50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hong, >50K
44, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Taiwan, >50K
51, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
52, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Cambodia, <=50K
51, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, France, >50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
61, Private, Doctorate, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, France, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Vietnam, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
19, State-gov, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,10, Thailand, <=50K
52, Private, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
24, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,3734,0,52, Taiwan, >50K
29, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,84, Guatemala, <=50K
39, Private, Masters, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, Vietnam, <=50K
43, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
24, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
59, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, India, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,52, Hong, >50K
25, Private, Bachelors, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,47, Portugal, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,4072,0,40, Jamaica, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,40, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,54, Columbia, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
42, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,38, Vietnam, <=50K
50, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Iran, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, Iran, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, France, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,1897,50, Taiwan, >50K
67, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, India, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
26, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, Thailand, >50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,6, Thailand, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,4, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, Ecuador, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, South, >50K
22, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,54, Canada, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,20, Cuba, >50K
69, Private, Doctorate, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,13, China, <=50K
42, Private, 11th, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, Poland, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
34, Federal-gov, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, Hong, <=50K
31, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Honduras, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, >50K
32, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, France, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, China, <=50K
52, State-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Cambodia, <=50K
44, State-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,30, Yugoslavia, <=50K
68, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,2, Hungary, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Thailand, >50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, Guatemala, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Italy, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1887,50, Honduras, >50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
50, Private, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
61, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,37, Columbia, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Black, Female,0,0,16, France, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Taiwan, <=50K
32, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
31, Private, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1671,15, Taiwan, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Guatemala, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,50, Dominican-Republic, >50K
25, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4386,0,45, Cambodia, >50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
58, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
41, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, >50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, France, <=50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, Other, Male,0,0,8, Iran, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Honduras, >50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,54, England, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, China, <=50K
71, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,50, Peru, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Italy, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, Ecuador, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
59, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Philippines, <=50K
74, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,38, Philippines, <=50K
57, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Honduras, >50K
63, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
19, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,25, Hong, <=50K
45, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,63, Vietnam, <=50K
46, Self-emp-not-inc, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,70, Mexico, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, >50K
62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Ireland, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Guatemala, <=50K
21, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Other, Female,2709,0,24, Honduras, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Cambodia, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
58, Private, 12th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, South, <=50K
24, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Male,0,0,60, Poland, <=50K
66, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
44, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
53, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,39, Poland, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,15, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,50, Iran, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Taiwan, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Taiwan, <=50K
46, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,48, Thailand, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
68, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,56, Poland, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Greece, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Puerto-Rico, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,65, Mexico, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Iran, >50K
43, Federal-gov, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,42, Poland, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Philippines, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Cuba, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7123,0,67, Cambodia, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, Haiti, <=50K
54, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, >50K
54, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Greece, <=50K
39, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Iran, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Scotland, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1740,35, Columbia, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,42, Ecuador, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,2854,0,50, Canada, >50K
23, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,35, Philippines, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,50, Trinadad&Tobago, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,99, England, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Italy, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,45, Puerto-Rico, >50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hong, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,15024,0,45, Yugoslavia, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,44, Guatemala, <=50K
35, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
53, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, >50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, >50K
37, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,20, Jamaica, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
42, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,35, Cuba, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Columbia, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
53, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hungary, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
24, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Honduras, <=50K
60, Local-gov, HS-grad, Widowed, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
55, Private, Assoc-voc, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Italy, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,25, Puerto-Rico, >50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,36, Ireland, <=50K
63, Private, 9th, Separated, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Peru, >50K
30, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Portugal, >50K
45, Private, Some-college, Widowed, Transport-moving, Unmarried, Black, Female,0,0,40, China, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Germany, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1887,40, Guatemala, >50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, South, <=50K
50, Private, 9th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, South, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
70, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, Honduras, <=50K
44, Private, Masters, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,38, Cuba, <=50K
47, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,3969,0,40, England, >50K
44, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,39, Portugal, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Germany, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,1886,40, El-Salvador, >50K
