49, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1977,42, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,45, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,52, United-States, <=50K
59, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
36, State-gov, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
66, Local-gov, Bachelors, Widowed, Exec-managerial, Husband, White, Male,2576,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Other-relative, White, Male,0,0,20, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,9816,0,40, United-States, <=50K
41, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
59, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Some-college, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
51, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,28, Poland, <=50K
31, Private, Assoc-acdm, Never-married, Other-service, Husband, Black, Female,0,0,24, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,30, United-States, >50K
52, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Germany, <=50K
55, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,1671,40, United-States, <=50K
51, State-gov, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Doctorate, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Italy, <=50K
33, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Other-relative, Black, Female,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
54, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
78, Federal-gov, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,5, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Husband, White, Female,7298,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Assoc-acdm, Separated, Prof-specialty, Unmarried, White, Male,0,0,30, England, <=50K
40, Federal-gov, 7th-8th, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
24, State-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Japan, <=50K
65, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,16, Laos, <=50K
47, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,6668,0,20, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
45, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
33, Self-emp-not-inc, 9th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, South, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Prof-school, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,15024,0,54, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,1887,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,2363,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, >50K
35, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 10th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,15, United-States, <=50K
52, Private, 7th-8th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,1912,30, United-States, <=50K
38, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, Other, Male,15279,0,70, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Doctorate, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,54, United-States, >50K
24, Private, 12th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,6, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Prof-school, Widowed, Craft-repair, Not-in-family, White, Female,0,1977,40, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, 7th-8th, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,51, United-States, >50K
44, Self-emp-not-inc, Assoc-voc, Separated, Sales, Husband, White, Male,0,0,50, United-States, >50K
61, Private, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, France, >50K
33, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Local-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,4930,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,99999,0,48, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,7687,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
57, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,27, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, 11th, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,10, United-States, <=50K
55, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Female,0,1902,40, Canada, >50K
54, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2413,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,18, United-States, <=50K
39, Federal-gov, Masters, Divorced, Prof-specialty, Other-relative, White, Male,0,0,70, United-States, >50K
36, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,20, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Transport-moving, Other-relative, White, Male,0,0,32, United-States, <=50K
27, Self-emp-not-inc, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,30, Canada, <=50K
75, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,45, United-States, <=50K
73, Self-emp-not-inc, Assoc-acdm, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
47, State-gov, Masters, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
65, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
57, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
32, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Private, 9th, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Widowed, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, Portugal, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
58, Private, 5th-6th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, >50K
42, Private, 10th, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4792,0,45, El-Salvador, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,12, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
21, State-gov, 1st-4th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,15024,0,48, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Cuba, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,18, United-States, <=50K
26, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, Prof-school, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
61, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,22, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,61, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1976,20, United-States, >50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, 7th-8th, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,18, United-States, >50K
41, State-gov, Prof-school, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,2048,60, United-States, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
38, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
