26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,36, United-States, <=50K
41, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,50, Poland, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, Ireland, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Mexico, <=50K
53, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,6, United-States, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,4882,0,52, Germany, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,21, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3775,0,40, France, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,29, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,2516,40, United-States, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,29, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
40, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,37, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,70, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,49, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
69, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
40, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,5731,0,40, Canada, >50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,21, United-States, <=50K
60, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,21, United-States, <=50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
42, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,38, Hungary, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Sales, Wife, Other, Male,0,0,15, Jamaica, >50K
64, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,3948,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Philippines, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Haiti, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,69, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,29, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Trinadad&Tobago, >50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1978,40, United-States, >50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Craft-repair, Own-child, Other, Male,0,0,48, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,8979,0,40, Nicaragua, >50K
55, Federal-gov, Assoc-voc, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,29, United-States, <=50K
73, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,32, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4881,0,50, United-States, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Cuba, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,21, United-States, <=50K
64, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
77, Self-emp-inc, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,0,3550,25, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
36, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,56, United-States, >50K
23, State-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
45, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,5002,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
45, Private, Masters, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, South, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Male,0,0,50, Yugoslavia, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Cuba, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,1887,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, >50K
22, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Sales, Wife, White, Female,0,0,40, Mexico, >50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,49, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Scotland, <=50K
48, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Ireland, >50K
33, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1583,40, United-States, >50K
24, Private, Assoc-voc, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Haiti, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
73, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Female,0,1547,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
46, Local-gov, Masters, Never-married, Prof-specialty, Unmarried, Other, Female,12366,0,54, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, United-States, <=50K
71, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,2955,0,20, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,2462,38, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,36, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Laos, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,29, Honduras, <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, Japan, <=50K
31, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,1878,47, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Greece, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,50, United-States, >50K
34, Private, HS-grad, Widowed, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Masters, Married-spouse-absent, Tech-support, Not-in-family, White, Female,26069,0,40, United-States, >50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,15, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,6739,0,40, United-States, >50K
19, Federal-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,29, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, <=50K
33, Local-gov, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
53, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,32, England, <=50K
57, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, India, <=50K
18, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
74, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, Ireland, <=50K
47, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
30, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
57, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,38, United-States, <=50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, Laos, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1696,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, Iran, >50K
24, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,35, United-States, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Cuba, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Columbia, <=50K
64, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,20, Peru, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,1538,45, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Widowed, Other-service, Wife, Asian-Pac-Islander, Female,0,0,20, El-Salvador, <=50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
49, Local-gov, Masters, Widowed, Sales, Own-child, White, Female,0,0,50, United-States, >50K
18, Private, 10th, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,36, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,36, United-States, <=50K
64, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1887,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1740,40, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,20, United-States, <=50K
27, Private, 5th-6th, Never-married, Tech-support, Own-child, White, Male,0,0,34, United-States, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, Black, Male,0,0,15, Mexico, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,37, Italy, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,76, United-States, >50K
33, Private, Masters, Never-married, Other-service, Not-in-family, Black, Male,0,0,29, Philippines, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,48, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,1545,40, Laos, <=50K
23, State-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Hong, >50K
49, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
