40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,32, Nicaragua, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,18, Vietnam, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1740,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,5, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Holand-Netherlands, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, England, <=50K
47, Private, 12th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
27, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,70, Guatemala, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,3115,0,40, Iran, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
42, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Local-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,2022,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
60, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
24, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Sales, Wife, Black, Female,0,1887,40, United-States, <=50K
34, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
40, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,25, Italy, <=50K
28, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,1994,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,24, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Thailand, <=50K
40, Private, Doctorate, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
38, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
68, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
35, Private, Assoc-acdm, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Cuba, <=50K
28, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,6, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,2281,40, South, <=50K
40, Self-emp-not-inc, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, 7th-8th, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, France, <=50K
33, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Priv-house-serv, Other-relative, White, Male,0,0,20, United-States, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,83, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,4793,0,54, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Ireland, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
60, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,60, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
74, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1876,20, United-States, >50K
72, Local-gov, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,17, Japan, <=50K
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
46, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
42, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, United-States, >50K
33, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, >50K
27, Private, Assoc-voc, Never-married, Sales, Other-relative, White, Male,0,0,65, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
51, Private, Assoc-voc, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,3965,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, India, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
58, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male,0,0,25, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,3251,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, Black, Male,99999,0,35, United-States, >50K
51, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,1584,40, United-States, <=50K
46, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
65, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,32, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
90, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,15024,0,60, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
48, Private, 9th, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,35, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
41, Private, 10th, Never-married, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,9151,0,45, United-States, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
51, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Columbia, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
18, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
53, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
66, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,15, United-States, <=50K
47, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
35, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,14303,0,60, United-States, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, Nicaragua, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, El-Salvador, <=50K
52, Federal-gov, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Other, Male,0,0,45, Poland, >50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
60, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Japan, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,37, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, Mexico, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2493,50, United-States, >50K
45, Local-gov, Assoc-voc, Separated, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Other-relative, Other, Male,0,0,50, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, France, >50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,35, Mexico, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
52, Private, 5th-6th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,36, United-States, <=50K
58, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
17, Federal-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
60, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7654,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,30, Iran, <=50K
39, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Canada, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,16, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,10883,0,60, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1876,45, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, Italy, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
42, Self-emp-not-inc, 11th, Widowed, Exec-managerial, Wife, White, Male,0,0,8, United-States, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
64, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Taiwan, >50K
23, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,30, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1453,40, Cuba, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,20, Mexico, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
28, Federal-gov, Some-college, Separated, Tech-support, Wife, Black, Male,4591,0,35, United-States, >50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1903,40, United-States, <=50K
47, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3596,0,45, United-States, >50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,49, United-States, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Holand-Netherlands, <=50K
17, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,1594,16, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Scotland, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
30, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
