35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1740,60, China, >50K
53, Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
25, Local-gov, Preschool, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, Cambodia, <=50K
35, State-gov, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Mexico, >50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,53, Taiwan, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1887,40, Taiwan, >50K
48, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Haiti, >50K
48, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,40, Greece, <=50K
42, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, Portugal, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, England, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,50, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
36, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, Canada, <=50K
53, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,35, Columbia, <=50K
64, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,54, Columbia, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2360,50, Hong, >50K
53, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Laos, >50K
38, Self-emp-not-inc, Masters, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Ecuador, >50K
30, Private, Masters, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,2292,40, El-Salvador, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, Jamaica, <=50K
33, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,50, Poland, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,20, Portugal, <=50K
56, Private, 11th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1868,38, Yugoslavia, <=50K
21, State-gov, Some-college, Never-married, Sales, Husband, Black, Female,0,0,15, Italy, <=50K
48, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
35, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
64, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,26, Italy, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Cambodia, <=50K
40, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,38, England, <=50K
57, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,45, Scotland, >50K
24, Private, 11th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,32, Iran, <=50K
18, State-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20, Peru, <=50K
55, Self-emp-not-inc, Bachelors, Separated, Other-service, Husband, Black, Female,0,0,24, France, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, China, >50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,54, Laos, <=50K
33, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, Mexico, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,2587,0,40, Canada, <=50K
26, Private, 10th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Greece, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
42, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, >50K
33, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Cuba, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,65, United-States, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Ecuador, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,12, England, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,30, El-Salvador, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, Peru, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,54, Cambodia, <=50K
71, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, England, <=50K
55, Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Japan, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, Honduras, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, State-gov, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,42, Scotland, <=50K
74, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,20, Italy, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Japan, >50K
45, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Canada, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,60, India, >50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2349,38, Canada, >50K
27, Private, Bachelors, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
42, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Japan, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4040,0,30, Portugal, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,4783,0,45, Hong, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Yugoslavia, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
39, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
33, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Portugal, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Italy, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, Poland, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
24, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,8, Cambodia, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, >50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1740,60, Japan, <=50K
57, Private, 9th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, Hungary, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
58, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,15, Honduras, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,50, Columbia, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Yugoslavia, >50K
65, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, Poland, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1978,40, China, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
63, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,70, Hong, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Germany, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, South, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Peru, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Taiwan, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,32, Italy, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, Philippines, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,37, Peru, <=50K
25, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Thailand, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,45, El-Salvador, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
21, Private, 7th-8th, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,20, Yugoslavia, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Jamaica, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
43, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, Honduras, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Iran, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,35, Thailand, <=50K
39, Private, 7th-8th, Divorced, Handlers-cleaners, Unmarried, Black, Female,2174,0,40, Cambodia, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, >50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, France, >50K
33, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
32, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,45, Ecuador, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Cuba, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, El-Salvador, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,4102,0,40, Japan, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, Yugoslavia, >50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
59, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,27039,0,40, Ireland, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,74, Haiti, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,10, South, >50K
44, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4567,0,87, Nicaragua, >50K
48, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,60, England, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Mexico, <=50K
39, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,5050,0,40, Ireland, <=50K
30, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Scotland, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Taiwan, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Married-AF-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,1708,40, Haiti, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7298,0,50, Scotland, >50K
34, Private, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,30, Nicaragua, <=50K
72, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,15, Taiwan, <=50K
36, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,1977,40, England, >50K
48, State-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, China, >50K
58, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Greece, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, France, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,37, Dominican-Republic, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Italy, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,45, Peru, >50K
29, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1720,54, Haiti, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, England, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4314,0,45, France, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,50, India, >50K
41, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, >50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, France, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, Haiti, <=50K
49, Private, Prof-school, Widowed, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,40, Vietnam, >50K
30, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
63, Self-emp-not-inc, 7th-8th, Divorced, Tech-support, Not-in-family, White, Female,0,0,25, Laos, <=50K
34, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, Columbia, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, El-Salvador, >50K
30, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Male,0,0,50, England, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, China, <=50K
38, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
52, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,4998,0,60, Laos, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
63, Private, Masters, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
29, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,35, Hong, >50K
38, Private, Prof-school, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
21, Private, 10th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Peru, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Portugal, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Puerto-Rico, >50K
44, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Iran, <=50K
43, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,32, Columbia, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,70, Puerto-Rico, <=50K
39, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, France, <=50K
25, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,48, Nicaragua, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,67, Iran, >50K
31, Self-emp-not-inc, Bachelors, Widowed, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
45, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,35, China, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,20, Greece, >50K
60, Private, 12th, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Greece, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Iran, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,30, Ireland, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Male,0,0,48, India, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,15024,0,50, Hungary, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, India, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Poland, <=50K
32, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Portugal, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
20, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,45, Peru, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, South, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, France, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, China, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, South, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Italy, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Thailand, <=50K
47, Private, 7th-8th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
43, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,54, Outlying-US(Guam-USVI-etc), >50K
29, Private, 12th, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,54, Trinadad&Tobago, <=50K
23, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Iran, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Mexico, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, Puerto-Rico, >50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, France, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,2767,0,54, El-Salvador, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Yugoslavia, <=50K
