37, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3110,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,933,40, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
34, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, >50K
32, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,4080,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,66, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, India, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,3, United-States, >50K
68, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, Iran, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,65, United-States, >50K
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,1848,45, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Italy, <=50K
28, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,2447,0,50, United-States, <=50K
44, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
22, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,9201,0,45, United-States, >50K
22, Federal-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,17, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, Germany, >50K
46, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,4424,0,38, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Cuba, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,54, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3954,0,35, France, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,6791,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,54, United-States, >50K
51, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, France, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
67, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
62, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
38, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,4152,0,40, United-States, >50K
52, Private, 11th, Divorced, Craft-repair, Wife, White, Male,0,0,40, Greece, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
52, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
46, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Ireland, <=50K
41, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Wife, White, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
26, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Federal-gov, 10th, Never-married, Tech-support, Own-child, White, Male,0,2283,23, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,5178,0,60, United-States, <=50K
29, Private, Some-college, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
55, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,24, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1902,40, United-States, >50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,48, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, Peru, >50K
54, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Protective-serv, Wife, White, Male,15024,0,50, United-States, >50K
42, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, State-gov, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
44, Private, Prof-school, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
34, Private, 1st-4th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Honduras, <=50K
41, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
67, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,14, Philippines, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Scotland, <=50K
23, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Local-gov, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2011,20, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,835,50, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,2829,0,38, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,45, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,24, South, <=50K
36, Federal-gov, Assoc-acdm, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,35, India, <=50K
18, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
71, Private, Some-college, Widowed, Sales, Unmarried, White, Male,2247,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Masters, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,89, United-States, >50K
21, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,44, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
65, Self-emp-not-inc, Masters, Widowed, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
36, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1833,50, United-States, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Philippines, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Cuba, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,35, United-States, >50K
50, State-gov, Masters, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Laos, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
46, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, Portugal, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
35, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,43, United-States, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Germany, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Guatemala, <=50K
42, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,1182,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, State-gov, Some-college, Divorced, Sales, Wife, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,2315,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,52, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
56, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Cuba, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
60, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
