19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
39, Federal-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
50, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,34, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
67, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2248,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,20, El-Salvador, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, >50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
51, Without-pay, Bachelors, Divorced, Prof-specialty, Husband, White, Male,99999,0,46, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
26, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, Mexico, <=50K
21, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
43, Private, Assoc-voc, Never-married, Tech-support, Unmarried, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,46, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
56, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,1886,35, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, Guatemala, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, >50K
26, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 12th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
22, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
38, State-gov, 9th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,16, United-States, <=50K
52, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Craft-repair, Husband, White, Male,14935,0,40, United-States, >50K
49, Local-gov, 7th-8th, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Male,10544,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
29, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, England, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
29, Private, 12th, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4247,0,32, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,78, United-States, >50K
40, Private, Masters, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,7298,0,50, United-States, >50K
31, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,60, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female,3300,0,35, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1886,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
30, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, State-gov, 11th, Divorced, Sales, Husband, White, Male,0,0,44, Mexico, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1740,60, United-States, >50K
28, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
33, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,9, United-States, <=50K
23, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,1977,30, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Philippines, <=50K
41, Private, Masters, Divorced, Transport-moving, Husband, White, Female,0,0,25, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,1886,32, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Prof-school, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
36, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
36, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,7644,0,77, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,54, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
56, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2142,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Mexico, <=50K
45, Self-emp-inc, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2293,40, United-States, <=50K
47, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
54, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, Thailand, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,32, Mexico, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
19, Private, 10th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,33, United-States, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
33, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
52, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, United-States, <=50K
30, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1886,45, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Sales, Husband, White, Male,7687,0,50, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,14828,0,50, United-States, >50K
37, Private, Some-college, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, 12th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,50, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Prof-school, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,43, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,2073,0,40, United-States, >50K
69, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1976,8, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1873,40, United-States, <=50K
46, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
30, State-gov, Assoc-voc, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
45, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, United-States, >50K
20, Local-gov, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, 7th-8th, Divorced, Sales, Husband, White, Female,0,0,65, United-States, <=50K
20, Private, 12th, Never-married, Tech-support, Own-child, White, Male,4403,0,30, United-States, >50K
44, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,2185,40, United-States, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Wife, White, Male,0,0,30, United-States, <=50K
53, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1422,70, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
42, Self-emp-inc, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,1902,40, United-States, >50K
32, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, Prof-school, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, >50K
43, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,1902,54, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,10, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,34, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
53, Private, 5th-6th, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,27, Mexico, <=50K
40, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7687,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, >50K
40, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Husband, Black, Male,4696,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,51, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Widowed, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,6667,0,40, United-States, >50K
27, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,30, China, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
44, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1886,54, France, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
20, State-gov, 10th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, 1st-4th, Married-civ-spouse, Sales, Other-relative, Black, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,50, United-States, >50K
53, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
24, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
58, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
