62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,8, Puerto-Rico, <=50K
45, Private, 10th, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, England, >50K
59, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Canada, <=50K
64, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Vietnam, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
46, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Unmarried, Black, Female,0,0,40, Japan, >50K
33, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Jamaica, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,10520,0,40, France, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, State-gov, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,7687,0,50, Iran, >50K
57, Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,16, Scotland, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, Haiti, <=50K
32, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Germany, <=50K
61, Local-gov, 12th, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,1976,50, Vietnam, >50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
40, Private, Masters, Divorced, Craft-repair, Wife, White, Female,0,0,40, Guatemala, <=50K
40, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Ecuador, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3325,0,45, Philippines, >50K
48, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,50, El-Salvador, <=50K
32, Private, Masters, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Poland, >50K
22, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,46, El-Salvador, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Jamaica, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,60, Nicaragua, >50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
27, State-gov, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,38, Scotland, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, State-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Other, Male,0,0,40, England, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Peru, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,7687,0,40, Trinadad&Tobago, >50K
21, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,54, Mexico, <=50K
37, Private, 11th, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,45, Cuba, >50K
59, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, South, >50K
21, State-gov, Assoc-voc, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Ecuador, <=50K
44, State-gov, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,30, India, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,65, Greece, <=50K
37, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,40, Haiti, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,46, Ireland, >50K
57, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, >50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, South, <=50K
73, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
41, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
79, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Trinadad&Tobago, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,27618,0,56, Puerto-Rico, >50K
39, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,40, Hungary, <=50K
24, Private, 9th, Married-civ-spouse, Sales, Other-relative, Black, Female,0,0,40, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Poland, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,1876,64, Puerto-Rico, <=50K
25, Self-emp-inc, Assoc-voc, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,60, Germany, >50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1969,60, Germany, >50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, India, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Thailand, <=50K
45, Private, 11th, Divorced, Craft-repair, Not-in-family, Black, Male,6910,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
27, Federal-gov, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, France, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, Thailand, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Dominican-Republic, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
54, Private, HS-grad, Widowed, Adm-clerical, Husband, Black, Female,0,0,30, Germany, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,50, Hong, <=50K
53, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, Germany, <=50K
38, Private, Prof-school, Never-married, Sales, Husband, Other, Male,0,0,70, Trinadad&Tobago, >50K
29, State-gov, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,18072,0,42, Haiti, >50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, Puerto-Rico, <=50K
67, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Iran, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Taiwan, <=50K
39, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,36, Portugal, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Cuba, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,45, India, <=50K
70, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,8, Japan, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,6080,0,54, Thailand, >50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,45, Laos, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Female,0,0,50, England, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,25, Portugal, <=50K
71, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,24, Scotland, <=50K
25, Private, 10th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Dominican-Republic, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,1880,60, Cuba, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,40, Peru, <=50K
28, Self-emp-not-inc, Masters, Separated, Adm-clerical, Husband, White, Female,0,1902,40, El-Salvador, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
26, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
58, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,60, Haiti, >50K
28, Private, 7th-8th, Divorced, Craft-repair, Husband, Other, Male,0,0,30, Dominican-Republic, <=50K
31, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,35, Laos, >50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,37, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Mexico, >50K
52, State-gov, Bachelors, Divorced, Handlers-cleaners, Wife, White, Male,0,0,37, India, >50K
26, Private, Masters, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Dominican-Republic, >50K
23, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,54, France, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,7687,0,40, Laos, >50K
38, State-gov, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,1902,50, Hungary, >50K
32, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,50, China, <=50K
32, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,54, Taiwan, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Greece, >50K
34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Poland, <=50K
49, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,50, Iran, <=50K
29, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Male,15024,0,25, Taiwan, >50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, China, <=50K
29, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,7687,0,50, Vietnam, >50K
30, Federal-gov, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,30, Ireland, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,45, China, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
41, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
44, Local-gov, Some-college, Divorced, Sales, Husband, Black, Male,0,0,40, Thailand, >50K
60, Federal-gov, Bachelors, Widowed, Handlers-cleaners, Husband, White, Female,0,0,15, Peru, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
47, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,25, England, <=50K
23, Private, 9th, Never-married, Protective-serv, Own-child, Other, Female,0,0,40, Greece, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,4386,0,35, Hong, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, South, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,54, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,47, Mexico, <=50K
57, Private, Bachelors, Widowed, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, <=50K
51, State-gov, HS-grad, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,1902,35, Cuba, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Ecuador, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
54, Local-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Laos, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,20, Cuba, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Cambodia, >50K
40, State-gov, Assoc-acdm, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, France, <=50K
26, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Vietnam, <=50K
73, Private, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Italy, >50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Black, Male,0,0,30, Trinadad&Tobago, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,24, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4095,0,42, Poland, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Laos, <=50K
29, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,60, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,52, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
32, Federal-gov, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Cuba, >50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
54, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Greece, <=50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, England, <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Guatemala, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,99999,0,50, Hungary, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, <=50K
65, Private, 10th, Divorced, Protective-serv, Husband, White, Male,0,0,30, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
25, Local-gov, 11th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,25, Jamaica, <=50K
33, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,3663,0,35, Thailand, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,60, Trinadad&Tobago, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,32, Ecuador, <=50K
31, Private, Masters, Divorced, Prof-specialty, Own-child, White, Female,5046,0,40, Puerto-Rico, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Italy, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, Scotland, <=50K
25, Local-gov, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,21, Thailand, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
37, Federal-gov, Assoc-acdm, Divorced, Handlers-cleaners, Wife, White, Male,0,0,45, India, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Iran, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
26, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,45, Japan, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,1902,40, Scotland, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Iran, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Nicaragua, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Philippines, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
32, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1976,60, Nicaragua, >50K
55, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, Honduras, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Cambodia, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,1974,54, Outlying-US(Guam-USVI-etc), >50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Portugal, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, China, <=50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Ireland, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
40, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,40, South, <=50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
65, Private, 12th, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,40, Japan, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
42, State-gov, 9th, Divorced, Adm-clerical, Husband, Black, Male,0,0,21, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
63, Private, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,45, France, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,40, Greece, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, >50K
33, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, Portugal, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, Italy, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,54, Vietnam, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,20420,0,42, Japan, <=50K
20, Federal-gov, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Japan, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,60, Haiti, >50K
