21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1862,40, Greece, >50K
43, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Thailand, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,10, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Masters, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,68, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Mexico, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, Vietnam, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, >50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Germany, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Canada, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,31, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
32, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
57, Local-gov, 5th-6th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
55, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,2184,40, Trinadad&Tobago, >50K
19, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Vietnam, <=50K
52, Local-gov, Some-college, Separated, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Male,0,0,38, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,1, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Columbia, <=50K
20, Private, 1st-4th, Never-married, Sales, Own-child, Black, Male,0,0,15, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,2047,50, United-States, >50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,50, United-States, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, South, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
58, Private, Bachelors, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,71, Vietnam, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Hong, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,5020,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,80, Haiti, <=50K
39, Private, Some-college, Separated, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Masters, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, China, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, United-States, <=50K
50, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,40, United-States, >50K
43, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,27, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,70, Laos, <=50K
55, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1589,50, United-States, >50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Taiwan, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,27, Trinadad&Tobago, <=50K
46, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,3137,0,40, United-States, >50K
43, Private, Prof-school, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,54, United-States, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Female,3231,0,98, United-States, <=50K
26, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
29, Private, Bachelors, Married-spouse-absent, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Thailand, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
32, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,10, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, Black, Male,0,0,45, Mexico, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
27, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Protective-serv, Wife, Other, Female,0,0,40, Jamaica, <=50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,4424,0,50, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Mexico, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Vietnam, <=50K
55, Self-emp-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1587,40, Yugoslavia, <=50K
38, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
63, Federal-gov, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
20, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, Masters, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,16, France, <=50K
79, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Germany, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
36, Private, 11th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
33, Private, Masters, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,48, United-States, >50K
60, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,30, Jamaica, <=50K
23, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
17, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
33, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
53, Private, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,60, United-States, <=50K
59, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, United-States, <=50K
62, Local-gov, 9th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, Poland, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,27250,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,1671,13, United-States, <=50K
29, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Other, Female,3103,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Portugal, <=50K
63, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, United-States, <=50K
75, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,13244,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
57, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
63, State-gov, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,3103,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
77, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,38, United-States, <=50K
31, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,30, Holand-Netherlands, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Greece, <=50K
17, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,12, United-States, <=50K
18, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, Holand-Netherlands, <=50K
40, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Local-gov, 9th, Widowed, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, United-States, <=50K
50, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,13349,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
27, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,40, United-States, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,35, United-States, >50K
55, Local-gov, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3334,0,40, Guatemala, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Local-gov, Masters, Married-spouse-absent, Armed-Forces, Husband, White, Male,0,0,46, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,60, Philippines, <=50K
18, Local-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, Assoc-acdm, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1499,40, United-States, >50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,10, El-Salvador, <=50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Wife, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1780,60, United-States, >50K
33, Private, Some-college, Divorced, Transport-moving, Other-relative, White, Male,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
57, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
37, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,60, Holand-Netherlands, <=50K
29, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Husband, Black, Male,0,1902,50, China, >50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Haiti, <=50K
37, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,80, United-States, >50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Ireland, <=50K
22, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2415,24, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, United-States, >50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Ireland, >50K
43, Self-emp-inc, Masters, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Trinadad&Tobago, >50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
53, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, Iran, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
53, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
37, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Thailand, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
