21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Hong, <=50K
18, Private, 12th, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
23, State-gov, 9th, Never-married, Other-service, Own-child, Other, Female,0,0,27, United-States, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Peru, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,38, South, <=50K
60, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,2457,0,50, Holand-Netherlands, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hong, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, >50K
56, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Peru, <=50K
40, Local-gov, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
49, Private, 10th, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Vietnam, >50K
29, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,7298,0,70, Italy, >50K
59, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Nicaragua, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Germany, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
31, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Cambodia, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Haiti, >50K
19, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, Vietnam, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
44, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,30, Holand-Netherlands, <=50K
59, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Husband, White, Female,7164,0,40, United-States, >50K
43, Local-gov, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,99, Outlying-US(Guam-USVI-etc), <=50K
42, Private, 9th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,24, Portugal, <=50K
44, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
30, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K
56, Private, 1st-4th, Widowed, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
65, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,2047,12, Iran, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,3905,0,45, Haiti, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1887,60, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,10, Taiwan, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Male,0,0,20, Holand-Netherlands, <=50K
27, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Peru, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
49, Self-emp-inc, HS-grad, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, Greece, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, Germany, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Hungary, <=50K
48, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, Iran, <=50K
62, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,10, China, <=50K
45, Federal-gov, HS-grad, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Scotland, >50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
68, State-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,35, China, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, Greece, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,1589,45, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2327,54, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,45, Guatemala, >50K
51, Self-emp-not-inc, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Jamaica, <=50K
75, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,14, France, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Honduras, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Mexico, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Columbia, >50K
54, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1876,60, Cuba, >50K
31, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, Bachelors, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
49, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Scotland, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, Ireland, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
49, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, Ireland, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cambodia, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Yugoslavia, >50K
25, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,1304,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Portugal, <=50K
48, Private, Prof-school, Divorced, Prof-specialty, Unmarried, Black, Male,99999,0,50, United-States, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
44, Self-emp-inc, Preschool, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, El-Salvador, >50K
40, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Italy, <=50K
47, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,10, Philippines, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
66, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,1243,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Nicaragua, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,54, Haiti, >50K
19, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, China, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,10520,0,45, Canada, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,50, Iran, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, France, >50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Canada, >50K
36, Federal-gov, Some-college, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
41, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, Jamaica, <=50K
50, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,44, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,44, Puerto-Rico, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,66, Iran, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,5, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Honduras, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,66, Puerto-Rico, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Taiwan, <=50K
29, Private, Bachelors, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Ecuador, <=50K
61, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,54, United-States, >50K
35, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Poland, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, El-Salvador, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
28, Private, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
69, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,2324,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1524,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
73, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,23, Taiwan, >50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,4650,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
42, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1427,50, United-States, <=50K
26, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, Germany, <=50K
39, Private, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,30, China, >50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
45, Local-gov, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,40, Haiti, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Cuba, <=50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
46, Federal-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, India, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2175,40, United-States, >50K
47, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Taiwan, <=50K
42, Private, 12th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,7, Vietnam, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
39, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Other, Female,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
20, Private, 11th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, England, >50K
46, Private, Some-college, Widowed, Farming-fishing, Own-child, White, Male,0,0,54, Hungary, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,19, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Germany, <=50K
41, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,2002,50, Holand-Netherlands, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Ecuador, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Holand-Netherlands, >50K
36, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7187,0,40, Thailand, >50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Federal-gov, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Portugal, <=50K
36, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
44, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,2174,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
51, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
34, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,32, United-States, <=50K
63, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
