19, Private, Masters, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,1881,15, Greece, <=50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
68, Self-emp-not-inc, Masters, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
44, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Other, Female,0,0,40, Vietnam, <=50K
32, State-gov, Some-college, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Laos, >50K
23, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,1691,40, Puerto-Rico, <=50K
37, Local-gov, HS-grad, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, El-Salvador, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,63, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
17, Private, 10th, Never-married, Other-service, Other-relative, White, Female,0,0,10, Mexico, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
21, Private, HS-grad, Never-married, Protective-serv, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
36, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Honduras, <=50K
45, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
38, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,50, Trinadad&Tobago, <=50K
41, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,7687,0,40, Portugal, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Canada, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, Vietnam, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,54, Haiti, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,30, Philippines, <=50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7672,0,45, France, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Philippines, <=50K
34, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, >50K
39, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
51, State-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, France, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Taiwan, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
68, Self-emp-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,16, Laos, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1602,24, Trinadad&Tobago, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, China, >50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,12, Dominican-Republic, <=50K
68, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,0,2, Iran, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Cuba, <=50K
60, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
59, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2606,0,40, Hungary, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Nicaragua, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,15023,0,40, Ireland, >50K
46, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, Black, Male,0,0,48, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,18, Portugal, >50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, >50K
56, Private, Assoc-acdm, Never-married, Tech-support, Wife, White, Female,3828,0,40, Vietnam, >50K
49, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, France, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ecuador, >50K
39, Private, 10th, Divorced, Other-service, Unmarried, White, Male,0,0,35, Mexico, <=50K
22, State-gov, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
37, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,74, Ecuador, <=50K
18, Private, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,12, China, <=50K
42, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, South, <=50K
26, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,17, Cambodia, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1890,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,4714,0,60, Portugal, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,48, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
47, Self-emp-inc, 7th-8th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Mexico, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico, >50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
57, Private, HS-grad, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
60, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, Laos, <=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
35, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1748,40, Portugal, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, Iran, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, Hungary, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Female,3128,0,50, Yugoslavia, >50K
59, Private, Bachelors, Widowed, Adm-clerical, Wife, Black, Female,2870,0,40, Vietnam, <=50K
22, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Guatemala, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, France, >50K
44, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Scotland, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Ireland, >50K
29, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Columbia, >50K
29, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,48, Hong, >50K
40, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Nicaragua, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15021,0,47, Japan, >50K
24, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Yugoslavia, >50K
40, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, Greece, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
57, State-gov, Masters, Widowed, Other-service, Unmarried, Other, Female,2455,0,40, Peru, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Taiwan, >50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
27, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,5013,0,54, Hong, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, England, >50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
30, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,48, Puerto-Rico, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, South, <=50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,30, South, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,7298,0,40, Peru, >50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Poland, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
30, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,48, Greece, <=50K
50, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1807,40, Portugal, >50K
19, Private, 10th, Separated, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Cuba, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,2086,40, Greece, <=50K
26, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, Mexico, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, >50K
50, Self-emp-not-inc, 11th, Divorced, Other-service, Unmarried, Other, Female,0,0,20, South, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
22, State-gov, Masters, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,48, Laos, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
37, State-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,45, Taiwan, <=50K
43, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
37, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
32, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Hong, >50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,27, Laos, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
56, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
29, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, Cuba, <=50K
37, Private, Masters, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, Columbia, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,45, Taiwan, <=50K
31, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Greece, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, South, <=50K
48, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,20, Vietnam, <=50K
63, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,48, France, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Peru, <=50K
35, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,12, Philippines, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Laos, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,2047,45, Haiti, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, Greece, <=50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
29, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Ecuador, <=50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,8, Portugal, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,55, France, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Laos, <=50K
40, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ireland, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,16, Honduras, >50K
28, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,32, United-States, <=50K
18, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Laos, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1886,49, Japan, >50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
39, Private, Prof-school, Married-spouse-absent, Prof-specialty, Husband, Other, Male,0,2402,54, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,35, Italy, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,5697,0,30, Puerto-Rico, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,48, Scotland, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,49, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Hungary, >50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,1902,30, England, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
39, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Laos, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Yugoslavia, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,20, China, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Ecuador, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,30, Mexico, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,16, United-States, >50K
30, Private, 7th-8th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7472,0,45, Yugoslavia, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,2025,0,40, El-Salvador, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4166,0,50, Hong, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Ecuador, >50K
54, Local-gov, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
55, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Germany, >50K
46, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hungary, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Japan, <=50K
28, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,69, Philippines, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,2119,0,40, India, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Japan, <=50K
53, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Cambodia, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,20, Puerto-Rico, <=50K
33, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, France, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,18, Cuba, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,7687,0,40, Haiti, >50K
30, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, Haiti, <=50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
19, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Peru, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,48, Yugoslavia, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,25, Scotland, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,48, Taiwan, <=50K
